,date,bus_total_passenger,bus_commute_passenger,bus_other_passenger,train_total_passenger,train_commute_passenger,train_other_passenger,fine_dust(㎍/㎥),avg_temp,min_temp,max_temp,precipitation(mm),snow_depth(mm),season,year,fd_grade,p_grade,s_grade,at_grade,day_type,total_other,other_category
412,2022-02-17,32.269464559571816,35.53068769387068,27.116927605268494,31.3859358275698,36.80321408693682,25.432387587123287,4.0,9.139784946236558,7.252747252747255,9.0,0.0,0.0,Winter,2022,Normal,Dry,No_Snow,Cold,Weekday,63.65540038714161,Low
413,2022-02-18,33.67231695798337,34.750038679466776,30.193746746270712,32.80562932364843,36.001780549911224,28.82525634561378,6.615384615384616,14.516129032258062,10.219780219780223,15.88888888888889,0.0,0.0,Winter,2022,Normal,Dry,No_Snow,Cold,Weekday,66.4779462816318,Medium
414,2022-02-19,18.548346553457716,11.433893815937672,22.92378402699861,17.875975832651086,10.35477022801459,24.12966946446317,6.153846153846154,13.978494623655912,12.1978021978022,13.666666666666668,0.028376844494892167,0.36231884057971014,Winter,2022,Normal,Light,Light_Snow,Cold,Weekend,36.4243223861088,Low
415,2022-02-20,7.9049953788809795,4.857167278144857,9.782603416156338,8.376953017772866,5.151355012541589,11.035692303296027,4.3076923076923075,10.64516129032258,9.780219780219783,9.0,0.0,0.0,Winter,2022,Normal,Dry,No_Snow,Cold,Weekend,16.281948396653846,Low
416,2022-02-21,31.953806583317256,35.09644982001876,26.92242137952382,30.941163317147765,36.51413316660837,24.86060837128087,3.8461538461538467,12.58064516129032,10.109890109890113,13.555555555555555,0.028376844494892167,0.0,Winter,2022,Normal,Light,No_Snow,Cold,Weekday,62.89496990046502,Low
417,2022-02-22,32.6998380069266,35.53301387159283,27.863469434704413,31.500996019528476,36.50580105311299,25.918740198218295,4.0,10.96774193548387,10.219780219780223,10.11111111111111,0.0,0.0,Winter,2022,Normal,Dry,No_Snow,Cold,Weekday,64.20083402645507,Low
418,2022-02-23,32.684336945592676,35.378512393117546,27.962621246261662,31.267409303315294,36.05940238691275,25.886310424188963,3.384615384615385,9.78494623655914,8.021978021978025,8.88888888888889,0.0,0.0,Winter,2022,Good,Dry,No_Snow,Cold,Weekday,63.951746248907966,Low
419,2022-02-24,32.4995429662506,34.50581706722004,28.353576552219295,31.343127625546348,35.65805502420241,26.393342891186734,3.8461538461538467,13.225806451612902,9.670329670329673,13.666666666666668,0.0,0.0,Winter,2022,Normal,Dry,No_Snow,Cold,Weekday,63.842670591796946,Low
420,2022-02-25,33.97437818019317,34.003660213597215,31.32826336628679,32.86220267184092,35.116116168269826,29.73674919433161,9.384615384615387,19.032258064516128,15.054945054945058,18.88888888888889,0.0,0.0,Winter,2022,Normal,Dry,No_Snow,Mild,Weekday,66.83658085203409,Medium
421,2022-02-26,17.708064614415857,10.881832335601445,21.913102301443587,16.660715795615427,9.72308024383527,22.423562552616133,8.153846153846153,21.61290322580645,20.109890109890113,19.88888888888889,0.31214528944381387,0.0,Winter,2022,Normal,Light,No_Snow,Mild,Weekend,34.368780410031285,Low
422,2022-02-27,9.120349681599823,5.5641630142069936,11.319092210080854,9.307412781669552,5.622605292690813,12.353243522599133,6.769230769230769,19.784946236559136,17.252747252747255,19.666666666666664,0.0,0.0,Winter,2022,Normal,Dry,No_Snow,Mild,Weekend,18.427762463269374,Low
423,2022-02-28,31.752051573719545,31.418519404109006,29.573600846731303,29.613447846526032,32.13427397312387,26.351663581608157,5.846153846153847,23.118279569892472,21.97802197802198,22.333333333333336,0.0,0.0,Winter,2022,Normal,Dry,No_Snow,Mild,Weekday,61.36549942024558,Low
424,2022-03-01,11.34880815754461,7.402925357825641,13.693635694475539,10.557286050156424,6.653575117621323,13.761240911673326,4.0,22.04301075268817,19.340659340659343,20.333333333333332,0.6526674233825198,0.0,Spring,2022,Normal,Light,No_Snow,Mild,Weekend,21.906094207701035,Low
425,2022-03-02,36.47293090665339,38.932857855393976,31.65000448181201,32.2272427270137,37.48026550289991,26.39550487612202,3.384615384615385,19.569892473118276,16.48351648351649,19.333333333333336,0.0,0.0,Spring,2022,Good,Dry,No_Snow,Mild,Weekday,68.70017363366709,Medium
426,2022-03-03,35.08931201186256,37.807637003753264,30.16226367272793,32.18192994963198,37.037485000128186,26.713091063181466,6.153846153846154,22.04301075268817,20.000000000000004,23.333333333333336,0.0,0.0,Spring,2022,Normal,Dry,No_Snow,Mild,Weekday,67.27124196149454,Medium
427,2022-03-04,35.559295050832304,36.64003103012887,31.932623573271442,32.65394222165051,35.98854840937266,28.552639445208342,12.30769230769231,23.2258064516129,19.670329670329675,25.77777777777778,0.0,0.0,Spring,2022,Bad,Dry,No_Snow,Mild,Weekday,68.21323727248281,Medium
428,2022-03-05,19.267908105747455,11.87078245044971,23.81853474331581,17.213195064744273,10.243578897051464,22.987032226359446,15.846153846153847,18.279569892473116,18.241758241758244,17.0,0.0,0.0,Spring,2022,Bad,Dry,No_Snow,Mild,Weekend,36.48110317049173,Low
429,2022-03-06,8.458107778714414,5.253483045410235,10.421007732119229,8.275708063490384,5.241126816007912,10.764071795947725,6.307692307692308,17.311827956989244,15.714285714285717,17.11111111111111,0.0,0.0,Spring,2022,Normal,Dry,No_Snow,Mild,Weekend,16.7338158422048,Low
430,2022-03-07,33.80145438295365,37.037374643364494,28.551328228041662,31.016310596197133,36.54541477385032,24.973181986867914,7.599554069119287,18.817204301075268,16.043956043956047,19.22222222222222,0.0,0.0,Spring,2022,Normal,Dry,No_Snow,Mild,Weekday,64.81776497915078,Low
431,2022-03-08,35.07387442743827,37.351760267369784,30.507517742897655,32.69049900357973,37.19025419768984,27.52853538116546,7.6923076923076925,22.258064516129032,20.219780219780223,23.22222222222222,0.0,0.0,Spring,2022,Normal,Dry,No_Snow,Mild,Weekday,67.764373431018,Medium
432,2022-03-09,14.111412132722602,8.733607209203441,17.411795511034754,11.521657764404011,7.469439957921792,14.829073471016052,8.461538461538463,23.44086021505376,20.879120879120883,26.0,0.0,0.0,Spring,2022,Normal,Dry,No_Snow,Mild,Weekend,25.633069897126614,Low
433,2022-03-10,33.61069357410548,36.442873943888266,28.704835808927328,31.121071974282618,35.89065124460687,25.76514526846777,8.76923076923077,25.806451612903224,23.62637362637363,27.111111111111114,0.0,0.0,Spring,2022,Normal,Dry,No_Snow,Mild,Weekday,64.7317655483881,Low
434,2022-03-11,34.87766729974305,35.99538226673577,31.2734218833413,32.6411789056248,35.70790297863754,28.78387783393925,9.53846153846154,27.849462365591393,24.61538461538462,30.0,0.0,0.0,Spring,2022,Normal,Dry,No_Snow,Mild,Weekday,67.51884620536785,Medium
435,2022-03-12,18.999654685611564,11.880222404229098,23.34432370781412,17.75330173160329,10.702899575496389,23.582912874263087,9.076923076923077,29.56989247311828,25.934065934065938,31.22222222222222,0.7377979568671964,0.0,Spring,2022,Normal,Light,No_Snow,Mild,Weekend,36.752956417214854,Low
436,2022-03-13,5.831636383948975,3.6179096209628643,7.188451143171154,6.449231456023863,3.95636867059165,8.504816338439753,1.076923076923077,28.387096774193544,30.769230769230774,23.555555555555557,11.946651532349604,0.0,Spring,2022,Good,Moderate,No_Snow,Mild,Weekend,12.280867839972839,Low
438,2022-03-15,33.89583185220545,36.991662546266596,28.752766911775417,31.032920939973142,36.17220638500402,25.343708605038437,5.384615384615385,23.548387096774192,21.53846153846154,24.333333333333336,0.0,0.0,Spring,2022,Normal,Dry,No_Snow,Mild,Weekday,64.92875279217859,Low
439,2022-03-16,33.93125196778419,36.60865467945812,29.126987175835836,31.078834815440846,35.74482892082797,25.818480496827895,8.76923076923077,26.881720430107528,22.96703296703297,28.22222222222222,0.0,0.0,Spring,2022,Normal,Dry,No_Snow,Mild,Weekday,65.01008678322503,Medium
440,2022-03-17,33.26738505601203,36.46654144978215,28.088487306757735,30.546081581833693,35.406148148699494,25.12670171714243,7.846153846153846,27.311827956989244,27.582417582417584,26.333333333333336,0.340522133938706,0.0,Spring,2022,Normal,Light,No_Snow,Mild,Weekday,63.81346663784572,Low
441,2022-03-18,34.07445587593057,35.55511255995317,30.235959675172396,31.605687269503928,34.64672665788384,27.805645450262496,7.599554069119287,23.87096774193548,25.05494505494506,20.22222222222222,0.0,0.0,Spring,2022,Normal,Dry,No_Snow,Mild,Weekday,65.6801431454345,Medium
442,2022-03-19,15.67563553081931,10.356035024662894,18.807780602276054,14.831694539584912,9.002631541949604,19.646408303826938,7.599554069119287,19.462365591397848,20.000000000000004,16.333333333333332,4.1430192962542565,2.536231884057971,Spring,2022,Normal,Moderate,Light_Snow,Mild,Weekend,30.507330070404223,Low
443,2022-03-20,8.762746163455581,5.48336891122981,10.763148819561366,8.862900747084772,5.656533328040477,11.488242749924517,2.6153846153846154,21.61290322580645,21.42857142857143,19.88888888888889,0.0,0.0,Spring,2022,Good,Dry,No_Snow,Mild,Weekend,17.625646910540354,Low
444,2022-03-21,33.46675333380729,36.876543797598735,28.100541835617733,30.570225688287362,36.069450543634225,24.568872004099873,3.6923076923076925,21.18279569892473,18.681318681318686,21.666666666666668,0.0,0.0,Spring,2022,Normal,Dry,No_Snow,Mild,Weekday,64.03697902209466,Low
445,2022-03-22,34.275246036501755,37.67953493756647,28.85112391923201,31.537913460309294,36.83160116343596,25.69176937975096,4.769230769230769,23.44086021505376,20.219780219780223,24.666666666666664,0.0,0.0,Spring,2022,Normal,Dry,No_Snow,Mild,Weekday,65.81315949681105,Medium
446,2022-03-23,34.21159139151543,37.34708086334734,29.01178473702361,31.400191870509044,36.319041794542905,25.899395133014707,3.8461538461538467,22.47311827956989,24.3956043956044,18.666666666666664,0.0,0.0,Spring,2022,Normal,Dry,No_Snow,Mild,Weekday,65.61178326202447,Medium
447,2022-03-24,34.69500614456486,37.80038798480519,29.482463309855703,32.14783766985529,36.63429754287421,27.015731354383917,5.6923076923076925,24.623655913978492,23.2967032967033,23.333333333333336,0.0,0.0,Spring,2022,Normal,Dry,No_Snow,Mild,Weekday,66.84284381442015,Medium
448,2022-03-25,36.32209707396838,37.52514165340385,32.536718845555875,33.463721526484576,35.93998231855221,30.116393748968356,8.615384615384617,28.709677419354836,25.934065934065938,28.666666666666664,3.0930760499432464,0.0,Spring,2022,Normal,Moderate,No_Snow,Mild,Weekday,69.78581860045296,Medium
449,2022-03-26,17.83858583601629,11.539193930731837,21.603526104236792,16.833050616866892,10.040320813247355,22.458492709222796,7.599554069119287,28.494623655913976,29.450549450549453,25.888888888888886,5.61861520998865,0.0,Spring,2022,Normal,Moderate,No_Snow,Mild,Weekend,34.67163645288318,Low
450,2022-03-27,10.405871360234002,6.372645015542112,12.894769261746212,10.473693342998988,6.488834967916195,13.75417216092838,4.153846153846154,24.516129032258064,24.50549450549451,23.555555555555557,0.0,0.0,Spring,2022,Normal,Dry,No_Snow,Mild,Weekend,20.87956470323299,Low
451,2022-03-28,34.767979199886256,37.96957684122376,29.471269818771418,31.84354178212759,37.21992313780365,25.912197843805423,4.769230769230769,24.623655913978492,20.659340659340664,26.333333333333336,0.0,0.0,Spring,2022,Normal,Dry,No_Snow,Mild,Weekday,66.61152098201384,Medium
452,2022-03-29,35.6440621159647,38.541816560870664,30.527741091681094,32.781675564922,37.70146967730945,27.234787428001198,4.923076923076923,26.236559139784944,22.637362637362642,26.888888888888886,0.0,0.0,Spring,2022,Normal,Dry,No_Snow,Mild,Weekday,68.4257376808867,Medium
453,2022-03-30,35.17260641269132,37.849075425501184,30.273293390011695,32.205573141014,36.93274433767761,26.85269889039413,4.3076923076923075,27.419354838709676,25.4945054945055,27.0,0.11350737797956867,0.0,Spring,2022,Normal,Light,No_Snow,Mild,Weekday,67.37817955370532,Medium
454,2022-03-31,35.975779750358015,38.278363409549016,31.319652988529654,33.05938288064637,37.391486109973975,28.03778623270553,2.4615384615384617,27.526881720430104,27.362637362637365,25.888888888888886,0.0,0.0,Spring,2022,Good,Dry,No_Snow,Mild,Weekday,69.03516263100438,Medium
455,2022-04-01,38.018466702552274,38.7697549290624,34.470896702401944,35.44091346071002,37.97630537133935,31.975080397639786,7.599554069119287,25.698924731182792,23.95604395604396,26.111111111111114,0.0,0.0,Spring,2022,Normal,Dry,No_Snow,Mild,Weekday,73.4593801632623,Medium
456,2022-04-02,22.240125531936503,14.042080014021984,27.215085911699916,21.51110648933472,12.818842898930427,28.710614744436455,4.0,24.623655913978492,23.07692307692308,25.333333333333336,0.0,0.0,Spring,2022,Normal,Dry,No_Snow,Mild,Weekend,43.75123202127122,Low
457,2022-04-03,12.074615837742861,7.414448052123692,14.946445658139744,11.90535870929013,7.465346264442675,15.552830827874786,5.6923076923076925,26.129032258064512,22.85714285714286,28.444444444444443,0.0,0.0,Spring,2022,Normal,Dry,No_Snow,Mild,Weekend,23.97997454703299,Low
458,2022-04-04,36.115720945348926,39.485514404449816,30.577703360564207,33.4947281694199,39.20555055215242,27.205215234060248,6.461538461538462,26.881720430107528,24.61538461538462,27.77777777777778,0.0,0.0,Spring,2022,Normal,Dry,No_Snow,Mild,Weekday,69.61044911476883,Medium
459,2022-04-05,37.217426189049476,40.198190341926484,31.911914510870936,34.5627191753896,39.68885448532349,28.769890731401382,5.0769230769230775,26.881720430107528,24.3956043956044,27.111111111111114,0.0,0.0,Spring,2022,Normal,Dry,No_Snow,Mild,Weekday,71.78014536443908,Medium
460,2022-04-06,38.20021379023167,40.51568655242068,33.361880047282014,35.204902315550044,39.819769975776914,29.85594036380754,6.461538461538462,28.387096774193544,27.802197802197806,28.444444444444443,0.0,0.0,Spring,2022,Normal,Dry,No_Snow,Mild,Weekday,73.40511610578172,Medium
461,2022-04-07,38.373531144310945,40.54384412228987,33.6403043393213,35.60862984500085,39.889900320631305,30.549787129083278,4.923076923076923,27.526881720430104,27.142857142857146,27.0,0.0,0.0,Spring,2022,Normal,Dry,No_Snow,Mild,Weekday,73.9821609893118,Medium
