,date,bus_total_passenger,bus_commute_passenger,bus_other_passenger,train_total_passenger,train_commute_passenger,train_other_passenger,fine_dust(㎍/㎥),avg_temp,min_temp,max_temp,precipitation(mm),snow_depth(mm),season,year,fd_grade,p_grade,s_grade,at_grade,day_type,total_other,other_category
574,2022-07-29,41.3202435482069,40.494237029936286,38.80527255378064,38.787907749877476,39.92697098935888,36.4821609923022,2.6153846153846154,48.817204301075265,49.01098901098902,47.666666666666664,0.0,0.0,Summer,2022,Good,Dry,No_Snow,Hot,Weekday,80.10815129808438,Medium
575,2022-07-30,23.061884908745593,15.411170846393286,27.526671197050042,20.479431826059848,12.92240507386429,26.680454490593107,2.307692307692308,49.03225806451612,49.01098901098902,49.66666666666667,0.28376844494892167,0.0,Summer,2022,Good,Light,No_Snow,Hot,Weekend,43.54131673480544,Low
576,2022-07-31,11.502904703385095,7.862210215057836,13.58673454293686,11.03097137851427,7.378406966060386,13.99105051036004,0.7692307692307692,45.05376344086021,46.92307692307693,41.77777777777778,13.393870601589104,0.0,Summer,2022,Good,Moderate,No_Snow,Warm,Weekend,22.533876081899365,Low
577,2022-08-01,36.64094159108683,38.20606256011546,32.53541624994646,33.46937184849283,37.77422577505196,28.459128896789842,2.0,46.55913978494624,46.92307692307693,45.55555555555556,8.51305334846765,0.0,Summer,2022,Good,Moderate,No_Snow,Warm,Weekday,70.11031343957966,Medium
578,2022-08-02,36.14570743746255,37.60885700282279,32.16163754371974,34.259314916489444,38.072879322051286,29.66993445989668,3.0865384615384617,44.623655913978496,47.032967032967036,41.22222222222222,9.506242905788875,0.0,Summer,2022,Good,Moderate,No_Snow,Warm,Weekday,70.40502235395199,Medium
579,2022-08-03,37.53783223814506,38.675869314253625,33.71168216313884,34.537282708051066,38.06727633754198,30.19665038974008,2.769230769230769,44.946236559139784,46.70329670329671,42.88888888888889,14.500567536889898,0.0,Summer,2022,Good,Heavy,No_Snow,Warm,Weekday,72.07511494619612,Medium
580,2022-08-04,39.68015254770924,40.30635760600608,36.10642691842528,36.587778553862194,39.782203101779146,32.48513964354696,2.0,46.88172043010752,47.58241758241759,46.111111111111114,0.0,0.0,Summer,2022,Good,Dry,No_Snow,Warm,Weekday,76.26793110157143,Medium
581,2022-08-05,40.19239851311687,39.52319307383288,37.63649104586947,37.34701552796649,38.83008856437065,34.775640483337106,1.5384615384615383,47.41935483870967,48.681318681318686,45.88888888888889,0.0,0.0,Summer,2022,Good,Dry,No_Snow,Warm,Weekday,77.53941404108336,Medium
582,2022-08-06,40.19239851311687,39.52319307383288,37.63649104586947,37.34701552796649,38.83008856437065,34.775640483337106,3.8461538461538467,46.66666666666666,49.120879120879124,43.22222222222223,3.8592508513053345,0.0,Summer,2022,Normal,Moderate,No_Snow,Warm,Weekend,77.53941404108336,Medium
583,2022-08-07,23.503874630564386,15.214446537403315,28.455885502287487,20.343663805039046,12.492587933776445,26.816509142564293,2.769230769230769,46.88172043010752,48.901098901098905,44.77777777777778,0.25539160045402953,0.0,Summer,2022,Good,Light,No_Snow,Warm,Weekend,43.84753843560343,Low
584,2022-08-08,34.64456739216543,38.25994332781903,29.01964446646346,33.72215363025174,39.290174225940454,27.555043196459003,3.0865384615384617,44.623655913978496,46.703296703296715,41.111111111111114,36.776390465380246,0.0,Summer,2022,Good,Heavy,No_Snow,Warm,Weekday,68.36672102241717,Medium
585,2022-08-09,34.64456739216543,38.25994332781903,29.01964446646346,30.93216688246088,36.38718731831651,24.959157284592038,3.0865384615384617,42.795698924731184,43.1868131868132,39.0,34.93189557321226,0.0,Summer,2022,Good,Heavy,No_Snow,Warm,Weekday,65.5767342746263,Medium
586,2022-08-10,39.243685317029076,39.3986614199638,36.08827889146023,36.7233963003615,39.828846397177585,32.69722096576431,1.8461538461538463,42.36559139784946,42.52747252747253,41.55555555555556,2.1566401816118046,0.0,Summer,2022,Good,Light,No_Snow,Warm,Weekday,75.96708161739058,Medium
587,2022-08-11,38.1111302952438,39.3893026119189,34.126349124766136,36.13499140229371,39.87863232595394,31.547778175081675,1.076923076923077,42.68817204301075,44.72527472527473,40.111111111111114,11.01021566401816,0.0,Summer,2022,Good,Moderate,No_Snow,Warm,Weekday,74.2461216975375,Medium
588,2022-08-12,41.87325438498492,40.28258190579954,39.939745018013355,39.48836734947402,39.98331096274574,37.74538059018804,2.9230769230769234,44.83870967741935,44.28571428571429,45.55555555555556,0.0,0.0,Summer,2022,Good,Dry,No_Snow,Warm,Weekday,81.36162173445894,Medium
589,2022-08-13,41.87325438498492,40.28258190579954,39.939745018013355,39.48836734947402,39.98331096274574,37.74538059018804,3.0769230769230775,43.54838709677419,46.15384615384616,40.111111111111114,1.1350737797956867,0.0,Summer,2022,Good,Light,No_Snow,Warm,Weekend,81.36162173445894,Medium
590,2022-08-14,14.240194086998915,8.574074695189573,17.765969049445204,12.875470910258858,7.755874450142534,17.1091215836408,2.307692307692308,45.483870967741936,45.93406593406594,44.55555555555556,0.851305334846765,0.0,Summer,2022,Good,Light,No_Snow,Warm,Weekend,27.115664997257774,Low
591,2022-08-15,13.277744487665167,8.227934040419232,16.37475278280786,12.058919233656042,7.392548816260978,15.907189558703152,2.4615384615384617,46.02150537634408,48.24175824175825,42.66666666666667,0.25539160045402953,0.0,Summer,2022,Good,Light,No_Snow,Warm,Weekday,25.33666372132121,Low
592,2022-08-16,40.52351946455957,41.585917644653094,36.52866659690053,36.64164696066774,40.754289901313044,31.702313098282325,2.4615384615384617,44.516129032258064,45.4945054945055,42.88888888888889,0.0,0.0,Summer,2022,Good,Dry,No_Snow,Warm,Weekday,77.16516642522731,Medium
593,2022-08-17,42.56737439189121,43.71739970116731,38.343248514489055,38.042536104956525,41.693771879551136,33.476889133036515,2.4615384615384617,43.76344086021505,44.06593406593407,43.44444444444445,0.0,0.0,Summer,2022,Good,Dry,No_Snow,Warm,Weekday,80.60991049684773,Medium
594,2022-08-18,42.10540213891795,43.02511839162663,38.104917673749696,38.41348375211837,41.66943714609193,34.195119328408516,2.307692307692308,43.33333333333333,43.626373626373635,42.66666666666667,0.0,0.0,Summer,2022,Good,Dry,No_Snow,Warm,Weekday,80.51888589103632,Medium
595,2022-08-19,41.515333482292476,41.59470843255654,38.24630449210031,38.94133803632475,40.59999073750163,36.15810765030589,2.769230769230769,43.76344086021505,44.61538461538462,40.111111111111114,18.75709421112372,0.0,Summer,2022,Good,Heavy,No_Snow,Warm,Weekday,80.45667151861723,Medium
596,2022-08-20,26.54764322929891,17.0166662519218,32.2781205002497,23.305764971449843,14.130065325423821,30.88609798566923,2.6153846153846154,46.12903225806451,47.252747252747255,45.111111111111114,0.0,0.0,Summer,2022,Good,Dry,No_Snow,Warm,Weekend,49.85340820074875,Low
597,2022-08-21,15.328366053564356,10.014113948086205,18.48294858191494,13.566994184977116,8.755976172222923,17.4974140780187,2.9230769230769234,46.02150537634408,46.15384615384616,45.111111111111114,0.0,0.0,Summer,2022,Good,Dry,No_Snow,Warm,Weekend,28.89536023854147,Low
598,2022-08-22,41.004864870354766,42.673973749895865,36.47764458921654,36.672513347383,41.08153727700742,31.4626711681073,2.4615384615384617,44.623655913978496,44.175824175824175,43.111111111111114,0.9080590238365494,0.0,Summer,2022,Good,Light,No_Snow,Warm,Weekday,77.67737821773777,Medium
599,2022-08-23,42.2571627344837,44.22493922184486,37.389505671589596,38.19555564104506,42.7289801244979,32.82272889122508,1.5384615384615383,43.118279569892465,43.626373626373635,43.111111111111114,0.6242905788876277,0.0,Summer,2022,Good,Light,No_Snow,Warm,Weekday,80.45271837552876,Medium
600,2022-08-24,42.56625719828155,43.90503568789403,38.18815132540207,38.85498027797179,42.55789268237818,34.215742784704275,1.5384615384615383,42.47311827956989,43.626373626373635,40.55555555555556,0.0,0.0,Summer,2022,Good,Dry,No_Snow,Warm,Weekday,81.42123747625334,Medium
601,2022-08-25,41.83797391860736,43.22176155488211,37.47934061285578,38.84638457534223,42.145980282456584,34.57416228723718,1.6923076923076925,39.677419354838705,42.197802197802204,36.22222222222222,0.4540295119182747,0.0,Summer,2022,Good,Light,No_Snow,Warm,Weekday,80.68435849394959,Medium
602,2022-08-26,44.533685926407415,43.69900666801549,41.77777365657133,41.59619793438654,42.479657651443915,39.43092044534633,3.8461538461538467,41.397849462365585,40.87912087912088,41.111111111111114,0.0,0.0,Summer,2022,Normal,Dry,No_Snow,Warm,Weekday,86.12988386079395,High
603,2022-08-27,28.232053808106766,18.107914089387975,34.316682628982356,26.597758785749807,16.27923372674141,35.109469757214725,1.8461538461538463,38.924731182795696,38.35164835164836,37.88888888888889,4.994324631101022,0.0,Summer,2022,Good,Moderate,No_Snow,Warm,Weekend,54.82981259385657,Low
604,2022-08-28,28.232053808106766,18.107914089387975,34.316682628982356,26.597758785749807,16.27923372674141,35.109469757214725,1.5384615384615383,40.10752688172043,36.703296703296715,41.111111111111114,0.0,0.0,Summer,2022,Good,Dry,No_Snow,Warm,Weekend,54.82981259385657,Low
605,2022-08-29,40.925036308792315,43.870900382250504,35.36185002134932,37.77528789592827,42.74977939540696,32.01516171835314,0.7692307692307692,38.387096774193544,40.439560439560445,34.55555555555556,0.6242905788876277,0.0,Summer,2022,Good,Light,No_Snow,Warm,Weekday,78.70032420472059,Medium
606,2022-08-30,40.43910787012116,44.71129970581966,33.83083654456268,37.667340697987086,43.238396860013054,31.368295825714682,0.0,36.344086021505376,38.681318681318686,32.111111111111114,10.158910329171395,0.0,Summer,2022,Good,Moderate,No_Snow,Warm,Weekday,78.10644856810825,Medium
607,2022-08-31,43.57692385817735,44.86539545562248,39.16187466027644,40.15008617742893,43.68868246749649,35.617855814780675,0.4615384615384617,39.13978494623656,40.549450549450555,37.22222222222222,0.0,0.0,Summer,2022,Good,Dry,No_Snow,Warm,Weekday,83.72701003560628,Medium
608,2022-09-01,45.78385096637247,46.48322501279398,41.679306259656315,41.925599685505475,45.423808921274556,37.37195879219113,1.6923076923076925,41.61290322580645,39.120879120879124,43.333333333333336,0.0,0.0,Fall,2022,Good,Dry,No_Snow,Warm,Weekday,87.70945065187794,High
609,2022-09-02,46.74845878063395,45.939142863016265,43.80090333901619,43.665928918949135,44.957086514215874,41.062166278825366,1.5384615384615383,42.36559139784946,41.31868131868133,42.66666666666667,0.0,0.0,Fall,2022,Good,Dry,No_Snow,Warm,Weekday,90.41438769958309,High
610,2022-09-03,29.556232924711306,18.61834780792913,36.20286314930527,27.296415091088395,16.390156279849847,36.319673724513486,0.7692307692307692,41.82795698924731,41.53846153846155,42.0,0.0,0.0,Fall,2022,Good,Dry,No_Snow,Warm,Weekend,56.8526480157997,Low
611,2022-09-04,13.232840921786291,9.020403283480999,15.649825209331532,12.559954524926134,8.296097262849027,16.025816732109007,0.6153846153846154,39.784946236559136,40.769230769230774,36.22222222222222,9.591373439273552,0.0,Fall,2022,Good,Moderate,No_Snow,Warm,Weekend,25.792795446712425,Low
612,2022-09-05,39.28629101877901,44.668752292367,31.860760035836833,36.4454385271013,43.34921603702353,28.974564905231738,3.2062937062937067,36.45161290322581,38.46153846153847,34.77777777777778,34.0522133938706,0.0,Fall,2022,Good,Heavy,No_Snow,Warm,Weekday,75.73172954588031,Medium
613,2022-09-06,40.69895694742081,41.04995006832471,37.271234405833155,37.234279581940285,40.84801067172135,32.72919954293758,3.2062937062937067,38.387096774193544,37.69230769230769,38.77777777777778,7.179341657207718,0.0,Fall,2022,Good,Moderate,No_Snow,Warm,Weekday,77.9332365293611,Medium
614,2022-09-07,47.87141609368176,47.52137649132336,44.462312818114825,43.81155494858007,46.88538154463739,39.58205259225753,3.5384615384615383,40.32258064516129,38.681318681318686,40.77777777777778,0.0,0.0,Fall,2022,Normal,Dry,No_Snow,Warm,Weekday,91.68297104226183,High
615,2022-09-08,46.1067833964717,41.34191242103168,46.43740100825316,42.119974769909675,37.6151506355149,44.83708597518492,3.384615384615385,40.75268817204301,37.36263736263737,42.333333333333336,0.0,0.0,Fall,2022,Good,Dry,No_Snow,Warm,Weekday,88.22675816638137,High
616,2022-09-09,11.695227044210398,6.8549482127922445,14.743351132529611,10.524486131264592,6.145212818305343,14.161941319592884,2.153846153846154,41.935483870967744,39.78021978021978,43.77777777777778,0.0,0.0,Fall,2022,Good,Dry,No_Snow,Warm,Weekend,22.21971317547499,Low
617,2022-09-10,4.959844506962149,3.4153157705112065,5.83772572988406,5.009030496911759,2.9820902977810517,6.688109797250931,0.9230769230769234,41.18279569892473,39.8901098901099,41.111111111111114,0.0,0.0,Fall,2022,Good,Dry,No_Snow,Warm,Weekend,9.968875003873908,Low
618,2022-09-11,10.333380729425865,5.452614677856843,13.519661907997893,10.603740913901515,5.784244159457217,14.638893996186631,1.8461538461538463,40.86021505376344,41.64835164835166,38.888888888888886,0.028376844494892167,0.0,Fall,2022,Good,Light,No_Snow,Warm,Weekend,20.93712164332738,Low
619,2022-09-12,13.376209869897725,7.881549948445411,16.828718391634425,12.708626118192711,7.97255075146153,16.599005938126624,2.153846153846154,41.397849462365585,41.31868131868133,40.111111111111114,0.0,0.0,Fall,2022,Good,Dry,No_Snow,Warm,Weekend,26.084835988090436,Low
621,2022-09-14,44.266333878388394,46.37992649278398,39.12458510122051,41.26299924702447,45.81450854589527,35.77329313169346,1.6923076923076925,42.25806451612903,43.956043956043956,40.55555555555556,0.0,0.0,Fall,2022,Good,Dry,No_Snow,Warm,Weekday,85.52933312541286,Medium
622,2022-09-15,44.97747839245996,46.41760516216704,40.33054577872919,42.130443894907216,46.043238500236114,37.19311563837023,2.0,42.90322580645161,43.1868131868132,41.0,0.028376844494892167,0.0,Fall,2022,Good,Light,No_Snow,Warm,Weekday,87.10792228736717,High
623,2022-09-16,46.09015244614619,45.797300119121935,42.77185280757925,44.33968974522658,45.68123608040841,41.668048457038346,2.4615384615384617,43.44086021505376,44.72527472527473,42.77777777777778,4.1430192962542565,0.0,Fall,2022,Good,Moderate,No_Snow,Warm,Weekday,90.42984219137277,High
624,2022-09-17,28.96037517392673,18.49324813391859,35.26874755211376,28.389972802315267,16.938008248585607,37.87363329652319,2.0,43.33333333333333,44.61538461538462,42.22222222222222,1.220204313280363,0.0,Fall,2022,Good,Light,No_Snow,Warm,Weekend,57.350347976242,Low
625,2022-09-18,17.507312539990455,11.071172382752529,21.409439358434128,17.01312958512611,10.235515561410775,22.618930791290246,2.153846153846154,44.946236559139784,44.28571428571429,45.66666666666667,0.0,0.0,Fall,2022,Good,Dry,No_Snow,Warm,Weekend,34.52044212511656,Low
626,2022-09-19,43.33508952783336,45.75210194500916,38.01755545635223,40.52169503248534,45.54362181880734,34.628512708523445,1.2307692307692308,42.25806451612903,40.439560439560445,42.44444444444445,0.0,0.0,Fall,2022,Good,Dry,No_Snow,Warm,Weekday,83.8567845603187,Medium
627,2022-09-20,44.72769675302912,46.62644723417469,39.72569985812747,42.519083862399825,46.76420408261156,37.266848724598084,2.769230769230769,37.204301075268816,36.703296703296715,36.88888888888889,0.0,0.0,Fall,2022,Good,Dry,No_Snow,Warm,Weekday,87.24678061542895,High
629,2022-09-22,44.70577182843968,45.6936499675958,40.448949511835735,43.02744253201749,46.06161877045297,38.85966762583598,3.5384615384615383,37.096774193548384,34.61538461538462,37.0,0.0,0.0,Fall,2022,Normal,Dry,No_Snow,Warm,Weekday,87.73321436045717,High
630,2022-09-23,45.43792719960187,44.967341546724256,42.315039150725326,44.80052159284581,45.55021721385703,42.651958401153856,2.769230769230769,34.623655913978496,35.16483516483517,34.22222222222222,0.9364358683314414,0.0,Fall,2022,Good,Light,No_Snow,Warm,Weekday,90.23844879244768,High
631,2022-09-24,29.469942413747578,19.020208533718215,35.72478848275871,30.232308380950318,18.417051432503264,39.98598657764552,1.8461538461538463,35.69892473118279,32.52747252747253,36.44444444444444,0.0,0.0,Fall,2022,Good,Dry,No_Snow,Warm,Weekend,59.702250794697896,Low
632,2022-09-25,17.589451661063773,11.129651408744046,21.504550915813027,17.752921036148834,10.942421994464002,23.36440199684688,2.4615384615384617,36.88172043010752,35.93406593406594,37.55555555555556,0.0,0.0,Fall,2022,Good,Dry,No_Snow,Warm,Weekend,35.34237269721261,Low
633,2022-09-26,43.16883080610597,45.09679604181927,38.26330446869775,40.963351851161704,45.65136038809869,35.35933881612713,2.9230769230769234,37.31182795698925,35.274725274725284,37.77777777777778,0.0,0.0,Fall,2022,Good,Dry,No_Snow,Warm,Weekday,84.13218265726768,Medium
634,2022-09-27,43.166190166664975,45.09401003826833,38.26098629007082,42.957013872943094,46.905333131543195,37.960319492493774,2.9230769230769234,38.27956989247311,34.3956043956044,40.66666666666667,0.0,0.0,Fall,2022,Good,Dry,No_Snow,Warm,Weekday,86.12320403960807,High
635,2022-09-28,45.32167558728837,46.46915975214847,40.8870411165408,42.775171683631655,46.21575253250765,38.24611510106997,4.3076923076923075,37.74193548387096,36.703296703296715,38.55555555555556,0.0,0.0,Fall,2022,Normal,Dry,No_Snow,Warm,Weekday,88.09684727092002,High
636,2022-09-29,44.83292877382924,45.519240735591495,40.81243992053725,42.977531354277986,45.91991081537277,38.894860980608684,6.769230769230769,37.74193548387096,37.032967032967036,39.0,0.0,0.0,Fall,2022,Normal,Dry,No_Snow,Warm,Weekday,87.81046012810722,High
637,2022-09-30,46.3833269010065,45.1162439695195,43.837596794996614,45.148877970276104,45.44272674720079,43.4034079650533,6.461538461538462,38.064516129032256,35.274725274725284,40.333333333333336,0.0,0.0,Fall,2022,Normal,Dry,No_Snow,Warm,Weekday,91.5322048712826,High
638,2022-10-01,27.563781598805615,17.81395014189684,33.39446701540904,27.71197423453164,16.862543697076607,36.6699528837683,6.153846153846154,38.27956989247311,34.83516483516484,40.22222222222222,0.0,0.0,Fall,2022,Normal,Dry,No_Snow,Warm,Weekend,55.27575583333726,Low
639,2022-10-02,16.688473101024773,9.85655598027834,20.976845148758628,17.135122441676454,10.01580000281183,23.04764300402354,3.5384615384615383,36.66666666666666,37.91208791208791,33.55555555555556,4.483541430192963,0.0,Fall,2022,Normal,Moderate,No_Snow,Warm,Weekend,33.82359554270123,Low
640,2022-10-03,11.241874955566164,7.997804737396173,13.022114540985179,12.525631824216479,7.890821608416302,16.329923413093653,0.9230769230769234,38.817204301075265,38.24175824175825,35.55555555555556,21.56640181611805,0.0,Fall,2022,Good,Heavy,No_Snow,Warm,Weekend,23.767506779782643,Low
641,2022-10-04,43.5088004387524,45.60725680893858,38.43787435825088,41.41610894782589,46.20016341693565,35.70993757315499,1.3846153846153846,35.05376344086021,34.61538461538462,35.111111111111114,3.348467650397276,0.0,Fall,2022,Good,Moderate,No_Snow,Warm,Weekday,84.92490938657829,Medium
642,2022-10-05,44.97834167843105,46.40713736241741,40.340591219445855,43.2306136850799,47.001783030937574,38.386042526055675,1.6923076923076925,33.655913978494624,34.50549450549451,33.55555555555556,0.028376844494892167,0.0,Fall,2022,Good,Light,No_Snow,Warm,Weekday,88.20895536351095,High
643,2022-10-06,44.70608921298788,45.614776313668294,40.513880591281264,43.39577540250529,46.409954870130676,39.23412341662803,3.2062937062937067,32.795698924731184,32.96703296703297,30.77777777777778,0.0,0.0,Fall,2022,Good,Dry,No_Snow,Warm,Weekday,88.10186461549317,High
644,2022-10-07,45.89086034064249,45.29368264227823,42.83634232919108,46.052879400088074,46.52943696415,44.11167422985396,1.076923076923077,31.18279569892473,31.098901098901102,30.22222222222222,0.0,0.0,Fall,2022,Good,Dry,No_Snow,Mild,Weekday,91.94373974073056,High
646,2022-10-09,13.202714780471457,8.335127555684906,16.156777758202047,15.482132760126198,9.492737622366285,20.421338904110513,0.3076923076923077,29.892473118279568,30.769230769230774,25.666666666666664,5.7888762769580016,0.0,Fall,2022,Good,Moderate,No_Snow,Mild,Weekend,28.684847540597655,Low
647,2022-10-10,15.560463025969671,9.838812113002469,19.029663413710104,16.544192931647533,10.042553736963239,21.914405700421078,3.2062937062937067,26.451612903225804,28.021978021978025,22.77777777777778,0.0,0.0,Fall,2022,Good,Dry,No_Snow,Mild,Weekend,32.104655957617204,Low
648,2022-10-11,43.68903677598237,45.7516150706022,38.63348447857981,42.30474230323955,46.80470683779133,36.8277965839134,2.4615384615384617,27.741935483870964,27.142857142857146,27.77777777777778,0.0,0.0,Fall,2022,Good,Dry,No_Snow,Mild,Weekday,85.99377907922192,High
649,2022-10-12,43.68903677598237,45.7516150706022,38.63348447857981,42.30474230323955,46.80470683779133,36.8277965839134,2.6153846153846154,30.32258064516129,26.153846153846157,32.44444444444445,0.0,0.0,Fall,2022,Good,Dry,No_Snow,Mild,Weekday,85.99377907922192,High
650,2022-10-13,44.64874417281969,45.705091516159364,40.34043667420406,43.625615273982504,46.84669820878168,39.2683015784746,2.4615384615384617,33.33333333333333,30.769230769230774,34.77777777777778,0.0,0.0,Fall,2022,Good,Dry,No_Snow,Warm,Weekday,88.2743594468022,High
651,2022-10-14,45.386688638140996,44.916841851291245,42.2671522036606,45.088056862276005,46.171672964338555,42.62644697891744,3.0769230769230775,34.19354838709677,32.63736263736264,35.111111111111114,0.0,0.0,Fall,2022,Good,Dry,No_Snow,Warm,Weekday,90.474745500417,High
652,2022-10-15,28.897202953453654,18.495628408797064,35.15694510862102,29.593180822726953,18.12565488758056,39.05159548848263,4.0,35.376344086021504,32.85714285714286,36.666666666666664,0.0,0.0,Fall,2022,Normal,Dry,No_Snow,Warm,Weekend,58.49038377618061,Low
653,2022-10-16,28.897202953453654,18.495628408797064,35.15694510862102,29.593180822726953,18.12565488758056,39.05159548848263,4.615384615384616,33.978494623655905,35.604395604395606,32.333333333333336,0.0,0.0,Fall,2022,Normal,Dry,No_Snow,Warm,Weekend,58.49038377618061,Low
654,2022-10-17,38.23847767136226,40.82896318472123,33.1727166713251,40.98953969110771,45.53415256823443,35.51505813107494,3.384615384615385,27.849462365591393,27.142857142857146,26.333333333333336,0.0,0.0,Fall,2022,Good,Dry,No_Snow,Mild,Weekday,79.22801736246997,Medium
655,2022-10-18,42.42565584343039,44.814273642891685,37.201490346000305,40.98953969110771,45.53415256823443,35.51505813107494,2.6153846153846154,25.913978494623656,24.50549450549451,25.333333333333336,0.0,0.0,Fall,2022,Good,Dry,No_Snow,Mild,Weekday,83.4151955345381,Medium
656,2022-10-19,44.573092391911516,46.348577190691394,39.68364147446758,43.216027038193374,46.6618617456336,38.66775856305833,3.0769230769230775,27.096774193548384,23.84615384615385,28.22222222222222,0.0,0.0,Fall,2022,Good,Dry,No_Snow,Mild,Weekday,87.78911943010489,High
657,2022-10-20,44.10479783873818,44.982461701918176,39.984320281325324,43.24727412036307,46.1282343279768,39.21161997343202,4.769230769230769,29.677419354838708,25.60439560439561,31.444444444444443,0.0,0.0,Fall,2022,Normal,Dry,No_Snow,Mild,Weekday,87.35207195910125,High
658,2022-10-21,44.759828764688564,43.82894803751746,42.06498494950124,44.96353939376452,45.37121116263376,43.1206391353865,6.461538461538462,30.86021505376344,28.681318681318686,32.77777777777778,0.0,0.0,Fall,2022,Normal,Dry,No_Snow,Mild,Weekday,89.72336815845308,High
659,2022-10-22,28.45188704156976,18.347185811830617,34.503682371554135,30.88476028007965,19.074792193367884,40.612266613726234,4.153846153846154,32.04301075268817,30.549450549450555,32.66666666666667,0.0,0.0,Fall,2022,Normal,Dry,No_Snow,Warm,Weekend,59.33664732164941,Low
660,2022-10-23,16.498474015092267,10.271670509368004,20.30759801811182,17.76328997813205,10.834269920780827,23.482201976016626,4.461538461538462,30.86021505376344,30.439560439560445,30.22222222222222,0.0,0.0,Fall,2022,Normal,Dry,No_Snow,Mild,Weekend,34.26176399322432,Low
661,2022-10-24,41.716733021196205,43.80812063233084,36.789892211317216,41.01058814241857,45.43797144669474,35.64201364644891,3.0769230769230775,27.204301075268816,27.252747252747255,26.0,0.0,0.0,Fall,2022,Good,Dry,No_Snow,Mild,Weekday,82.72732116361477,Medium
662,2022-10-25,43.976498308975124,45.651454185659276,39.2151486129123,42.98753963740961,46.73013132072476,38.176912783271725,3.2062937062937067,27.956989247311824,25.4945054945055,29.111111111111114,0.0,0.0,Fall,2022,Good,Dry,No_Snow,Mild,Weekday,86.96403794638474,High
663,2022-10-26,44.295304739947795,45.05403223974129,40.257203022551685,43.60819344779043,46.4715049988546,39.57676982906783,3.2062937062937067,29.677419354838708,27.802197802197806,29.333333333333336,0.0,0.0,Fall,2022,Good,Dry,No_Snow,Mild,Weekday,87.90349818773822,High
664,2022-10-27,44.17344176882217,44.78046292018614,40.26857313676945,44.007673217433606,46.48680466135231,40.31250270248116,3.6923076923076925,29.999999999999996,28.461538461538467,30.555555555555557,0.0,0.0,Fall,2022,Normal,Dry,No_Snow,Mild,Weekday,88.18111498625578,High
665,2022-10-28,44.17344176882217,44.78046292018614,40.26857313676945,44.007673217433606,46.48680466135231,40.31250270248116,5.384615384615385,30.43010752688172,28.021978021978025,32.44444444444445,0.0,0.0,Fall,2022,Normal,Dry,No_Snow,Mild,Weekday,88.18111498625578,High
666,2022-10-29,30.113014289921896,19.36667377142653,36.56032629357679,32.61694463445822,19.9786714434694,43.040908890946845,2.769230769230769,31.72043010752688,30.219780219780226,33.22222222222222,0.0,0.0,Fall,2022,Good,Dry,No_Snow,Mild,Weekend,62.729958924380114,Low
667,2022-10-30,30.113014289921896,19.36667377142653,36.56032629357679,32.61694463445822,19.9786714434694,43.040908890946845,2.769230769230769,31.82795698924731,30.439560439560445,33.22222222222222,0.0,0.0,Fall,2022,Good,Dry,No_Snow,Mild,Weekend,62.729958924380114,Low
668,2022-10-31,41.281814627111245,43.23274327761687,36.50318870989606,40.6447197740833,45.164190188864,35.204390295808416,2.9230769230769234,31.82795698924731,31.31868131868132,33.0,0.0,0.0,Fall,2022,Good,Dry,No_Snow,Mild,Weekday,81.92653440119454,Medium
669,2022-11-01,42.48602238449742,44.83539858243812,37.289227887556414,41.717038686272076,46.468072912402405,36.03103933571791,5.230769230769231,29.892473118279568,29.340659340659343,29.333333333333336,0.0,0.0,Fall,2022,Normal,Dry,No_Snow,Mild,Weekday,84.2030610707695,Medium
670,2022-11-02,43.44685967032632,45.10553273256638,38.73967913758457,42.60985969168476,46.65971152279609,37.53220887556855,3.8461538461538467,27.741935483870964,25.05494505494506,29.444444444444443,0.0,0.0,Fall,2022,Normal,Dry,No_Snow,Mild,Weekday,86.05671936201108,High
671,2022-11-03,42.856600582971936,44.24130361163435,38.4186003588099,42.5273489610821,46.00153658232004,37.975848184289845,3.0769230769230775,25.806451612903224,25.164835164835168,24.444444444444443,0.0,0.0,Fall,2022,Good,Dry,No_Snow,Mild,Weekday,85.38394954405403,Medium
672,2022-11-04,43.63025715765633,43.656324011672005,40.24150564156366,44.062463307971,45.25532655682336,41.535095783452576,2.9230769230769234,21.0752688172043,20.769230769230774,20.444444444444443,0.0,0.0,Fall,2022,Good,Dry,No_Snow,Mild,Weekday,87.69272046562733,High
673,2022-11-05,26.754070139446075,17.027702071812893,32.62809923924001,27.993187955757573,16.931640280951424,37.13483604446244,4.0,22.79569892473118,19.890109890109894,24.666666666666664,0.0,0.0,Fall,2022,Normal,Dry,No_Snow,Mild,Weekend,54.74725809520365,Low
674,2022-11-06,15.985034683783429,9.469896555417666,20.069134710022347,17.33455676830434,10.58536095211867,22.903993204975343,3.230769230769231,26.129032258064512,23.07692307692308,27.77777777777778,0.0,0.0,Fall,2022,Good,Dry,No_Snow,Mild,Weekend,33.319591452087764,Low
675,2022-11-07,41.96351855049207,44.288151749015164,36.8272480040482,40.07646168019738,44.686117086249574,34.572733497192985,4.3076923076923075,28.064516129032256,25.71428571428572,28.0,0.0,0.0,Fall,2022,Normal,Dry,No_Snow,Mild,Weekday,82.03998023068945,Medium
