,date,fine_dust(㎍/㎥),avg_temp,min_temp,max_temp,precipitation(mm),snow_depth(mm),day_type,season,year,fd_grade,p_grade,s_grade,at_grade
848,2023-04-29,25.0,13.2,9.9,15.8,25.1,0.0,Weekend,Spring,2023,Good,Moderate,No_Snow,Mild
849,2023-04-30,47.0,12.7,7.9,17.9,0.1,0.0,Weekend,Spring,2023,Normal,Light,No_Snow,Mild
850,2023-05-01,54.0,14.6,9.8,20.8,0.0,0.0,Weekday,Spring,2023,Normal,Dry,No_Snow,Mild
851,2023-05-02,39.0,16.7,9.1,23.7,0.0,0.0,Weekday,Spring,2023,Normal,Dry,No_Snow,Warm
852,2023-05-03,47.0,19.5,12.4,26.2,0.0,0.0,Weekday,Spring,2023,Normal,Dry,No_Snow,Warm
853,2023-05-04,48.0,21.4,15.6,25.8,0.0,0.0,Weekday,Spring,2023,Normal,Dry,No_Snow,Warm
854,2023-05-05,57.39710144927536,18.4,15.5,21.6,30.2,0.0,Weekend,Spring,2023,Normal,Moderate,No_Snow,Warm
855,2023-05-06,57.39710144927536,12.6,11.7,15.5,47.5,0.0,Weekend,Spring,2023,Normal,Moderate,No_Snow,Mild
856,2023-05-07,36.0,14.4,11.1,18.6,0.0,0.0,Weekend,Spring,2023,Normal,Dry,No_Snow,Mild
857,2023-05-08,42.0,15.3,7.9,22.0,0.0,0.0,Weekday,Spring,2023,Normal,Dry,No_Snow,Warm
858,2023-05-09,57.0,17.0,10.0,24.4,0.0,0.0,Weekday,Spring,2023,Normal,Dry,No_Snow,Warm
859,2023-05-10,59.0,18.4,10.7,26.0,0.0,0.0,Weekday,Spring,2023,Normal,Dry,No_Snow,Warm
860,2023-05-11,51.0,19.5,12.8,26.7,0.0,0.0,Weekday,Spring,2023,Normal,Dry,No_Snow,Warm
861,2023-05-12,52.0,18.4,13.1,24.7,0.0,0.0,Weekday,Spring,2023,Normal,Dry,No_Snow,Warm
862,2023-05-13,38.0,17.8,12.6,23.9,0.0,0.0,Weekend,Spring,2023,Normal,Dry,No_Snow,Warm
863,2023-05-14,25.0,18.1,12.9,23.8,0.0,0.0,Weekend,Spring,2023,Good,Dry,No_Snow,Warm
864,2023-05-15,38.0,20.6,12.8,27.9,0.0,0.0,Weekday,Spring,2023,Normal,Dry,No_Snow,Warm
865,2023-05-16,62.0,24.0,17.2,31.2,0.0,0.0,Weekday,Spring,2023,Normal,Dry,No_Snow,Warm
866,2023-05-17,37.0,23.5,18.6,28.7,0.0,0.0,Weekday,Spring,2023,Normal,Dry,No_Snow,Warm
867,2023-05-18,33.0,21.2,18.8,27.6,1.3,0.0,Weekday,Spring,2023,Normal,Light,No_Snow,Warm
868,2023-05-19,24.0,22.3,16.7,27.8,0.0,0.0,Weekday,Spring,2023,Good,Dry,No_Snow,Warm
869,2023-05-20,28.0,21.2,16.6,26.7,0.0,0.0,Weekend,Spring,2023,Good,Dry,No_Snow,Warm
870,2023-05-21,89.0,17.8,15.3,21.9,0.2,0.0,Weekend,Spring,2023,Bad,Light,No_Snow,Warm
871,2023-05-22,148.0,20.3,15.9,26.8,0.0,0.0,Weekday,Spring,2023,Bad,Dry,No_Snow,Warm
872,2023-05-23,67.0,20.5,14.1,26.9,0.0,0.0,Weekday,Spring,2023,Normal,Dry,No_Snow,Warm
873,2023-05-24,40.0,20.6,14.8,25.9,0.0,0.0,Weekday,Spring,2023,Normal,Dry,No_Snow,Warm
874,2023-05-25,37.0,21.2,15.7,27.4,0.0,0.0,Weekday,Spring,2023,Normal,Dry,No_Snow,Warm
875,2023-05-26,35.0,21.4,15.8,27.3,0.5,0.0,Weekday,Spring,2023,Normal,Light,No_Snow,Warm
876,2023-05-27,26.0,19.3,18.6,20.7,31.8,0.0,Weekend,Spring,2023,Good,Moderate,No_Snow,Warm
877,2023-05-28,11.0,19.2,18.4,20.2,41.8,0.0,Weekend,Spring,2023,Good,Moderate,No_Snow,Warm
878,2023-05-29,19.0,23.2,19.0,28.5,2.3,0.0,Weekday,Spring,2023,Good,Light,No_Snow,Warm
879,2023-05-30,34.0,24.0,20.5,28.9,0.0,0.0,Weekday,Spring,2023,Normal,Dry,No_Snow,Warm
880,2023-05-31,31.0,22.8,18.8,28.2,0.0,0.0,Weekday,Spring,2023,Normal,Dry,No_Snow,Warm
881,2023-06-01,38.0,22.8,19.7,26.3,0.0,0.0,Weekday,Summer,2023,Normal,Dry,No_Snow,Warm
882,2023-06-02,29.0,20.4,17.9,25.0,0.0,0.0,Weekday,Summer,2023,Good,Dry,No_Snow,Warm
883,2023-06-03,38.0,22.0,16.6,27.8,0.0,0.0,Weekend,Summer,2023,Normal,Dry,No_Snow,Warm
884,2023-06-04,39.0,22.1,16.9,28.0,0.0,0.0,Weekend,Summer,2023,Normal,Dry,No_Snow,Warm
885,2023-06-05,32.0,21.5,17.6,26.3,0.0,0.0,Weekday,Summer,2023,Normal,Dry,No_Snow,Warm
886,2023-06-06,22.0,20.3,17.3,25.2,0.0,0.0,Weekend,Summer,2023,Good,Dry,No_Snow,Warm
887,2023-06-07,37.0,21.4,18.9,25.7,0.0,0.0,Weekday,Summer,2023,Normal,Dry,No_Snow,Warm
888,2023-06-08,22.0,20.4,18.3,23.9,1.9,0.0,Weekday,Summer,2023,Good,Light,No_Snow,Warm
889,2023-06-09,28.0625,23.3,18.3,28.4,1.2,0.0,Weekday,Summer,2023,Good,Light,No_Snow,Warm
890,2023-06-10,34.0,23.2,19.6,28.5,0.8,0.0,Weekend,Summer,2023,Normal,Light,No_Snow,Warm
891,2023-06-11,24.0,22.1,17.9,27.3,32.2,0.0,Weekend,Summer,2023,Good,Moderate,No_Snow,Warm
892,2023-06-12,29.0,22.2,18.4,27.5,0.0,0.0,Weekday,Summer,2023,Good,Dry,No_Snow,Warm
893,2023-06-13,27.0,22.0,19.2,26.0,0.0,0.0,Weekday,Summer,2023,Good,Dry,No_Snow,Warm
894,2023-06-14,26.0,20.6,17.5,25.0,30.6,0.0,Weekday,Summer,2023,Good,Moderate,No_Snow,Warm
895,2023-06-15,30.0,22.7,17.7,28.3,0.0,0.0,Weekday,Summer,2023,Good,Dry,No_Snow,Warm
896,2023-06-16,25.0,23.7,19.1,28.9,0.0,0.0,Weekday,Summer,2023,Good,Dry,No_Snow,Warm
897,2023-06-17,21.0,24.2,18.9,30.2,0.0,0.0,Weekend,Summer,2023,Good,Dry,No_Snow,Warm
898,2023-06-18,26.0,25.9,20.8,32.6,0.0,0.0,Weekend,Summer,2023,Good,Dry,No_Snow,Warm
899,2023-06-19,50.0,28.5,23.3,34.0,0.0,0.0,Weekday,Summer,2023,Normal,Dry,No_Snow,Warm
900,2023-06-20,36.0,24.7,21.4,26.4,6.4,0.0,Weekday,Summer,2023,Normal,Light,No_Snow,Warm
901,2023-06-21,11.0,20.5,19.2,22.1,24.9,0.0,Weekday,Summer,2023,Good,Moderate,No_Snow,Warm
902,2023-06-22,23.0,22.5,18.9,26.4,0.0,0.0,Weekday,Summer,2023,Good,Dry,No_Snow,Warm
903,2023-06-23,33.0,24.4,20.0,29.9,0.0,0.0,Weekday,Summer,2023,Normal,Dry,No_Snow,Warm
904,2023-06-24,39.0,26.4,21.9,31.1,0.0,0.0,Weekend,Summer,2023,Normal,Dry,No_Snow,Warm
905,2023-06-25,32.0,28.2,22.8,33.1,0.0,0.0,Weekend,Summer,2023,Normal,Dry,No_Snow,Warm
906,2023-06-26,16.0,24.2,22.3,27.5,30.3,0.0,Weekday,Summer,2023,Good,Moderate,No_Snow,Warm
907,2023-06-27,18.0,25.3,21.4,29.1,2.5,0.0,Weekday,Summer,2023,Good,Light,No_Snow,Warm
908,2023-06-28,33.0,26.5,24.2,30.1,0.0,0.0,Weekday,Summer,2023,Normal,Dry,No_Snow,Warm
909,2023-06-29,33.0,24.2,23.2,25.9,63.8,0.0,Weekday,Summer,2023,Normal,Heavy,No_Snow,Warm
910,2023-06-30,33.0,25.3,23.2,29.1,1.0,0.0,Weekday,Summer,2023,Normal,Light,No_Snow,Warm
911,2023-07-01,27.0,27.7,23.3,32.9,0.0,0.0,Weekend,Summer,2023,Good,Dry,No_Snow,Warm
912,2023-07-02,21.0,26.7,23.5,30.6,0.0,0.0,Weekend,Summer,2023,Good,Dry,No_Snow,Warm
913,2023-07-03,33.0,29.1,24.1,34.9,0.0,0.0,Weekday,Summer,2023,Normal,Dry,No_Snow,Warm
914,2023-07-04,33.0,26.1,24.5,29.2,61.8,0.0,Weekday,Summer,2023,Normal,Heavy,No_Snow,Warm
915,2023-07-05,26.0,24.5,22.1,27.1,15.3,0.0,Weekday,Summer,2023,Good,Moderate,No_Snow,Warm
916,2023-07-06,49.0,27.3,22.4,31.8,0.0,0.0,Weekday,Summer,2023,Normal,Dry,No_Snow,Warm
917,2023-07-07,47.0,26.7,23.3,31.4,0.0,0.0,Weekday,Summer,2023,Normal,Dry,No_Snow,Warm
918,2023-07-08,13.0,25.6,22.4,29.7,0.0,0.0,Weekend,Summer,2023,Good,Dry,No_Snow,Warm
919,2023-07-09,28.0625,24.7,21.6,27.0,47.5,0.0,Weekend,Summer,2023,Good,Moderate,No_Snow,Warm
920,2023-07-10,32.0,26.3,22.9,30.9,11.5,0.0,Weekday,Summer,2023,Normal,Moderate,No_Snow,Warm
921,2023-07-11,20.0,23.5,21.6,25.9,58.3,0.0,Weekday,Summer,2023,Good,Heavy,No_Snow,Warm
922,2023-07-12,25.0,25.8,22.0,29.1,0.7,0.0,Weekday,Summer,2023,Good,Light,No_Snow,Warm
923,2023-07-13,24.0,25.2,24.7,26.5,91.6,0.0,Weekday,Summer,2023,Good,Heavy,No_Snow,Warm
924,2023-07-14,17.0,24.6,23.9,25.1,72.7,0.0,Weekday,Summer,2023,Good,Heavy,No_Snow,Warm
925,2023-07-15,22.0,24.5,23.7,25.7,2.3,0.0,Weekend,Summer,2023,Good,Light,No_Snow,Warm
926,2023-07-16,31.0,24.6,23.7,25.4,9.7,0.0,Weekend,Summer,2023,Normal,Light,No_Snow,Warm
927,2023-07-17,27.0,25.5,23.7,27.8,1.4,0.0,Weekday,Summer,2023,Good,Light,No_Snow,Warm
928,2023-07-18,21.0,25.2,24.1,27.7,2.3,0.0,Weekday,Summer,2023,Good,Light,No_Snow,Warm
929,2023-07-19,32.0,27.2,22.5,32.4,0.0,0.0,Weekday,Summer,2023,Normal,Dry,No_Snow,Warm
930,2023-07-20,56.0,27.9,24.0,32.8,0.0,0.0,Weekday,Summer,2023,Normal,Dry,No_Snow,Warm
931,2023-07-21,65.0,29.5,24.6,34.3,0.0,0.0,Weekday,Summer,2023,Normal,Dry,No_Snow,Warm
932,2023-07-22,33.0,27.7,24.6,32.5,12.3,0.0,Weekend,Summer,2023,Normal,Moderate,No_Snow,Warm
933,2023-07-23,10.0,25.2,24.5,25.8,40.2,0.0,Weekend,Summer,2023,Good,Moderate,No_Snow,Warm
934,2023-07-24,21.0,26.9,24.6,30.0,0.4,0.0,Weekday,Summer,2023,Good,Light,No_Snow,Warm
935,2023-07-25,18.0,27.8,25.8,30.5,5.6,0.0,Weekday,Summer,2023,Good,Light,No_Snow,Warm
936,2023-07-26,14.0,27.6,24.9,31.1,1.0,0.0,Weekday,Summer,2023,Good,Light,No_Snow,Warm
937,2023-07-27,24.0,28.4,24.4,32.2,0.0,0.0,Weekday,Summer,2023,Good,Dry,No_Snow,Warm
938,2023-07-28,33.0,29.5,25.4,34.1,0.0,0.0,Weekday,Summer,2023,Normal,Dry,No_Snow,Warm
939,2023-07-29,33.0,29.1,26.1,33.3,0.0,0.0,Weekend,Summer,2023,Normal,Dry,No_Snow,Warm
940,2023-07-30,19.0,28.8,24.9,34.9,25.0,0.0,Weekend,Summer,2023,Good,Moderate,No_Snow,Warm
941,2023-07-31,32.0,28.7,25.6,33.4,0.3,0.0,Weekday,Summer,2023,Normal,Light,No_Snow,Warm
942,2023-08-01,31.0,29.9,25.5,34.2,0.0,0.0,Weekday,Summer,2023,Normal,Dry,No_Snow,Warm
943,2023-08-02,33.0,29.7,26.8,33.7,0.0,0.0,Weekday,Summer,2023,Normal,Dry,No_Snow,Warm
944,2023-08-03,23.0,29.5,25.8,33.8,0.0,0.0,Weekday,Summer,2023,Good,Dry,No_Snow,Warm
945,2023-08-04,22.0,30.0,26.5,34.4,0.0,0.0,Weekday,Summer,2023,Good,Dry,No_Snow,Hot
946,2023-08-05,20.0,30.3,26.4,34.9,0.0,0.0,Weekend,Summer,2023,Good,Dry,No_Snow,Hot
947,2023-08-06,23.0,29.8,27.0,33.0,4.9,0.0,Weekend,Summer,2023,Good,Light,No_Snow,Warm
948,2023-08-07,11.0,30.4,27.3,34.6,0.0,0.0,Weekday,Summer,2023,Good,Dry,No_Snow,Hot
949,2023-08-08,28.0625,30.9,26.4,35.8,0.0,0.0,Weekday,Summer,2023,Good,Dry,No_Snow,Hot
950,2023-08-09,28.0625,28.3,25.1,31.6,0.2,0.0,Weekday,Summer,2023,Good,Light,No_Snow,Warm
951,2023-08-10,28.0625,22.2,20.9,25.1,86.1,0.0,Weekday,Summer,2023,Good,Heavy,No_Snow,Warm
952,2023-08-11,19.0,23.5,21.6,24.9,46.7,0.0,Weekday,Summer,2023,Good,Moderate,No_Snow,Warm
953,2023-08-12,18.0,23.3,22.5,24.1,1.5,0.0,Weekend,Summer,2023,Good,Light,No_Snow,Warm
954,2023-08-13,29.0,27.0,22.6,31.1,0.0,0.0,Weekend,Summer,2023,Good,Dry,No_Snow,Warm
955,2023-08-14,40.0,28.1,24.8,31.9,0.0,0.0,Weekday,Summer,2023,Normal,Dry,No_Snow,Warm
956,2023-08-15,28.0,28.6,24.7,32.7,0.0,0.0,Weekday,Summer,2023,Good,Dry,No_Snow,Warm
957,2023-08-16,21.0,27.3,24.7,31.6,0.3,0.0,Weekday,Summer,2023,Good,Light,No_Snow,Warm
958,2023-08-17,28.0,28.2,24.5,32.4,0.0,0.0,Weekday,Summer,2023,Good,Dry,No_Snow,Warm
959,2023-08-18,38.0,29.1,25.5,33.3,0.1,0.0,Weekday,Summer,2023,Normal,Light,No_Snow,Warm
960,2023-08-19,26.0,29.1,26.4,33.6,0.0,0.0,Weekend,Summer,2023,Good,Dry,No_Snow,Warm
961,2023-08-20,26.0,28.3,25.5,31.8,0.0,0.0,Weekend,Summer,2023,Good,Dry,No_Snow,Warm
962,2023-08-21,25.0,29.5,26.0,33.6,0.0,0.0,Weekday,Summer,2023,Good,Dry,No_Snow,Warm
963,2023-08-22,22.0,27.6,25.8,32.2,42.6,0.0,Weekday,Summer,2023,Good,Moderate,No_Snow,Warm
964,2023-08-23,10.0,24.8,23.2,27.2,41.8,0.0,Weekday,Summer,2023,Good,Moderate,No_Snow,Warm
965,2023-08-24,10.0,25.1,22.3,27.8,5.2,0.0,Weekday,Summer,2023,Good,Light,No_Snow,Warm
966,2023-08-25,20.0,26.5,24.0,30.0,0.0,0.0,Weekday,Summer,2023,Good,Dry,No_Snow,Warm
967,2023-08-26,38.0,26.4,23.3,30.3,0.0,0.0,Weekend,Summer,2023,Normal,Dry,No_Snow,Warm
968,2023-08-27,29.0,26.1,22.7,29.6,0.0,0.0,Weekend,Summer,2023,Good,Dry,No_Snow,Warm
969,2023-08-28,14.0,22.7,20.8,25.6,10.4,0.0,Weekday,Summer,2023,Good,Moderate,No_Snow,Warm
970,2023-08-29,16.0,23.9,22.5,25.5,54.8,0.0,Weekday,Summer,2023,Good,Heavy,No_Snow,Warm
971,2023-08-30,19.0,22.8,21.5,24.5,3.5,0.0,Weekday,Summer,2023,Good,Light,No_Snow,Warm
972,2023-08-31,21.0,23.9,21.0,28.9,0.0,0.0,Weekday,Summer,2023,Good,Dry,No_Snow,Warm
973,2023-09-01,26.0,24.5,19.7,29.6,0.0,0.0,Weekday,Fall,2023,Good,Dry,No_Snow,Warm
974,2023-09-02,30.0,25.4,19.7,30.8,0.0,0.0,Weekend,Fall,2023,Good,Dry,No_Snow,Warm
975,2023-09-03,21.0,25.8,23.1,28.8,0.1,0.0,Weekend,Fall,2023,Good,Light,No_Snow,Warm
976,2023-09-04,20.0,27.0,24.3,30.2,0.3,0.0,Weekday,Fall,2023,Good,Light,No_Snow,Warm
977,2023-09-05,19.0,28.5,25.0,32.8,0.0,0.0,Weekday,Fall,2023,Good,Dry,No_Snow,Warm
978,2023-09-06,19.0,27.9,24.0,32.1,0.0,0.0,Weekday,Fall,2023,Good,Dry,No_Snow,Warm
979,2023-09-07,18.0,26.3,20.9,31.6,0.0,0.0,Weekday,Fall,2023,Good,Dry,No_Snow,Warm
980,2023-09-08,28.84090909090909,25.3,19.6,30.5,0.0,0.0,Weekday,Fall,2023,Good,Dry,No_Snow,Warm
981,2023-09-09,32.0,25.8,20.8,31.2,0.0,0.0,Weekend,Fall,2023,Normal,Dry,No_Snow,Warm
982,2023-09-10,38.0,25.7,22.0,29.6,0.0,0.0,Weekend,Fall,2023,Normal,Dry,No_Snow,Warm
983,2023-09-11,29.0,25.5,23.1,29.8,0.0,0.0,Weekday,Fall,2023,Good,Dry,No_Snow,Warm
984,2023-09-12,31.0,25.7,21.7,29.8,0.0,0.0,Weekday,Fall,2023,Normal,Dry,No_Snow,Warm
985,2023-09-13,23.0,22.1,19.6,24.6,15.9,0.0,Weekday,Fall,2023,Good,Moderate,No_Snow,Warm
986,2023-09-14,10.0,23.4,19.2,27.2,0.0,0.0,Weekday,Fall,2023,Good,Dry,No_Snow,Warm
987,2023-09-15,10.0,22.3,20.3,24.3,2.1,0.0,Weekday,Fall,2023,Good,Light,No_Snow,Warm
988,2023-09-16,11.0,23.9,22.0,26.6,38.7,0.0,Weekend,Fall,2023,Good,Moderate,No_Snow,Warm
989,2023-09-17,17.0,24.7,22.0,28.0,3.0,0.0,Weekend,Fall,2023,Good,Light,No_Snow,Warm
990,2023-09-18,19.0,24.7,22.1,28.9,0.0,0.0,Weekday,Fall,2023,Good,Dry,No_Snow,Warm
991,2023-09-19,28.0,24.1,21.6,27.2,0.0,0.0,Weekday,Fall,2023,Good,Dry,No_Snow,Warm
992,2023-09-20,22.0,20.6,18.8,23.9,35.8,0.0,Weekday,Fall,2023,Good,Moderate,No_Snow,Warm
993,2023-09-21,28.84090909090909,20.1,17.5,23.6,0.0,0.0,Weekday,Fall,2023,Good,Dry,No_Snow,Warm
994,2023-09-22,25.0,20.5,15.2,26.7,0.0,0.0,Weekday,Fall,2023,Good,Dry,No_Snow,Warm
995,2023-09-23,19.0,21.8,16.3,27.6,0.0,0.0,Weekend,Fall,2023,Good,Dry,No_Snow,Warm
996,2023-09-24,13.0,21.8,17.9,26.2,0.0,0.0,Weekend,Fall,2023,Good,Dry,No_Snow,Warm
997,2023-09-25,14.0,21.6,17.9,26.0,1.9,0.0,Weekday,Fall,2023,Good,Light,No_Snow,Warm
998,2023-09-26,28.84090909090909,19.9,18.6,20.8,27.8,0.0,Weekday,Fall,2023,Good,Moderate,No_Snow,Warm
999,2023-09-27,12.0,21.5,20.0,23.7,4.4,0.0,Weekday,Fall,2023,Good,Light,No_Snow,Warm
1000,2023-09-28,49.0,22.7,19.6,27.3,0.0,0.0,Weekend,Fall,2023,Normal,Dry,No_Snow,Warm
1001,2023-09-29,32.0,21.1,17.4,26.9,0.0,0.0,Weekend,Fall,2023,Normal,Dry,No_Snow,Warm
1002,2023-09-30,29.0,19.7,17.1,22.2,4.5,0.0,Weekend,Fall,2023,Good,Light,No_Snow,Warm
1003,2023-10-01,28.0,18.4,14.4,23.7,0.0,0.0,Weekend,Fall,2023,Good,Dry,No_Snow,Warm
1004,2023-10-02,21.0,18.2,12.9,24.6,0.0,0.0,Weekend,Fall,2023,Good,Dry,No_Snow,Warm
1005,2023-10-03,21.0,17.5,14.4,22.5,0.0,0.0,Weekend,Fall,2023,Good,Dry,No_Snow,Warm
1006,2023-10-04,22.0,17.3,14.2,23.2,14.7,0.0,Weekday,Fall,2023,Good,Moderate,No_Snow,Warm
1007,2023-10-05,36.0,14.2,9.9,19.2,0.0,0.0,Weekday,Fall,2023,Normal,Dry,No_Snow,Mild
1008,2023-10-06,27.0,15.5,9.6,21.5,0.0,0.0,Weekday,Fall,2023,Good,Dry,No_Snow,Warm
1009,2023-10-07,24.0,16.8,11.7,21.2,0.0,0.0,Weekend,Fall,2023,Good,Dry,No_Snow,Warm
1010,2023-10-08,12.0,17.1,15.2,19.5,0.0,0.0,Weekend,Fall,2023,Good,Dry,No_Snow,Warm
1011,2023-10-09,16.0,17.4,14.1,22.4,1.2,0.0,Weekend,Fall,2023,Good,Light,No_Snow,Warm
1012,2023-10-10,29.0,17.1,11.9,23.5,0.0,0.0,Weekday,Fall,2023,Good,Dry,No_Snow,Warm
1013,2023-10-11,27.0,17.6,12.9,24.0,0.0,0.0,Weekday,Fall,2023,Good,Dry,No_Snow,Warm
1014,2023-10-12,30.0,17.5,12.0,24.1,0.0,0.0,Weekday,Fall,2023,Good,Dry,No_Snow,Warm
1015,2023-10-13,38.0,17.5,14.3,21.5,0.0,0.0,Weekday,Fall,2023,Normal,Dry,No_Snow,Warm
1016,2023-10-14,25.0,14.7,12.9,18.2,5.8,0.0,Weekend,Fall,2023,Good,Light,No_Snow,Mild
1017,2023-10-15,26.0,16.1,10.9,21.2,0.0,0.0,Weekend,Fall,2023,Good,Dry,No_Snow,Warm
1018,2023-10-16,46.0,14.7,10.7,19.6,0.0,0.0,Weekday,Fall,2023,Normal,Dry,No_Snow,Mild
1019,2023-10-17,37.0,13.8,7.5,20.9,0.0,0.0,Weekday,Fall,2023,Normal,Dry,No_Snow,Mild
1020,2023-10-18,33.0,15.7,9.2,21.6,0.0,0.0,Weekday,Fall,2023,Normal,Dry,No_Snow,Warm
1021,2023-10-19,30.0,17.0,14.9,18.9,8.2,0.0,Weekday,Fall,2023,Good,Light,No_Snow,Warm
1022,2023-10-20,19.0,11.6,7.2,15.1,0.0,0.0,Weekday,Fall,2023,Good,Dry,No_Snow,Mild
1023,2023-10-21,21.0,10.4,5.9,16.6,1.1,0.0,Weekend,Fall,2023,Good,Light,No_Snow,Mild
1024,2023-10-22,27.0,12.5,5.4,18.7,0.0,0.0,Weekend,Fall,2023,Good,Dry,No_Snow,Mild
1025,2023-10-23,29.0,15.2,11.1,21.4,0.0,0.0,Weekday,Fall,2023,Good,Dry,No_Snow,Warm
1026,2023-10-24,32.0,15.6,11.2,19.3,0.0,0.0,Weekday,Fall,2023,Normal,Dry,No_Snow,Warm
1027,2023-10-25,34.0,16.6,12.7,21.9,0.0,0.0,Weekday,Fall,2023,Normal,Dry,No_Snow,Warm
1028,2023-10-26,46.0,17.2,14.6,21.1,0.0,0.0,Weekday,Fall,2023,Normal,Dry,No_Snow,Warm
1029,2023-10-27,28.0,15.7,12.6,20.2,0.0,0.0,Weekday,Fall,2023,Good,Dry,No_Snow,Warm
1030,2023-10-28,36.0,14.2,9.4,20.7,0.0,0.0,Weekend,Fall,2023,Normal,Dry,No_Snow,Mild
1031,2023-10-29,31.0,14.9,9.8,21.8,0.0,0.0,Weekend,Fall,2023,Normal,Dry,No_Snow,Mild
1032,2023-10-30,40.0,15.1,9.7,21.9,0.0,0.0,Weekday,Fall,2023,Normal,Dry,No_Snow,Warm
1033,2023-10-31,43.0,16.5,12.7,20.8,0.0,0.0,Weekday,Fall,2023,Normal,Dry,No_Snow,Warm
1034,2023-11-01,45.0,19.0,17.2,20.6,0.0,0.0,Weekday,Fall,2023,Normal,Dry,No_Snow,Warm
1035,2023-11-02,37.0,20.8,18.7,25.9,0.0,0.0,Weekday,Fall,2023,Normal,Dry,No_Snow,Warm
1036,2023-11-03,31.0,19.5,17.7,22.4,8.5,0.0,Weekday,Fall,2023,Normal,Light,No_Snow,Warm
1037,2023-11-04,50.0,17.4,14.1,20.9,0.0,0.0,Weekend,Fall,2023,Normal,Dry,No_Snow,Warm
1038,2023-11-05,17.0,17.3,15.1,20.4,10.4,0.0,Weekend,Fall,2023,Good,Moderate,No_Snow,Warm
1039,2023-11-06,18.0,13.3,6.6,19.3,45.8,0.0,Weekday,Fall,2023,Good,Moderate,No_Snow,Mild
1040,2023-11-07,20.0,5.8,3.6,9.9,0.0,0.0,Weekday,Fall,2023,Good,Dry,No_Snow,Mild
1041,2023-11-08,27.0,8.4,1.8,16.1,0.0,0.0,Weekday,Fall,2023,Good,Dry,No_Snow,Mild
1042,2023-11-09,29.0,11.4,5.9,18.4,5.1,0.0,Weekday,Fall,2023,Good,Light,No_Snow,Mild
1043,2023-11-10,28.84090909090909,3.4,0.5,9.1,0.0,0.0,Weekday,Fall,2023,Good,Dry,No_Snow,Mild
1044,2023-11-11,19.0,1.7,-1.9,6.7,0.0,0.0,Weekend,Fall,2023,Good,Dry,No_Snow,Mild
1045,2023-11-12,19.0,1.2,-2.0,5.7,0.0,0.0,Weekend,Fall,2023,Good,Dry,No_Snow,Mild
1046,2023-11-13,25.0,2.0,-2.2,6.7,0.0,0.0,Weekday,Fall,2023,Good,Dry,No_Snow,Mild
1047,2023-11-14,32.0,5.0,-0.8,10.8,0.0,0.0,Weekday,Fall,2023,Normal,Dry,No_Snow,Mild
1048,2023-11-15,38.0,7.0,2.0,12.5,0.0,0.0,Weekday,Fall,2023,Normal,Dry,No_Snow,Mild
1049,2023-11-16,36.0,6.6,5.7,7.4,8.4,0.0,Weekday,Fall,2023,Normal,Light,No_Snow,Mild
1050,2023-11-17,18.0,1.6,-1.9,5.9,0.0,0.0,Weekday,Fall,2023,Good,Dry,No_Snow,Mild
1051,2023-11-18,24.0,0.6,-3.8,5.7,0.0,0.0,Weekend,Fall,2023,Good,Dry,No_Snow,Mild
1052,2023-11-19,38.0,5.9,-0.3,13.4,0.0,0.0,Weekend,Fall,2023,Normal,Dry,No_Snow,Mild
1053,2023-11-20,33.0,6.2,1.8,12.8,0.0,0.0,Weekday,Fall,2023,Normal,Dry,No_Snow,Mild
1054,2023-11-21,32.0,7.4,1.4,14.8,0.0,0.0,Weekday,Fall,2023,Normal,Dry,No_Snow,Mild
1055,2023-11-22,33.0,9.5,2.9,15.1,0.0,0.0,Weekday,Fall,2023,Normal,Dry,No_Snow,Mild
1056,2023-11-23,92.0,9.9,1.9,14.6,0.1,0.0,Weekday,Fall,2023,Bad,Light,No_Snow,Mild
1057,2023-11-24,15.0,-1.5,-4.4,2.2,0.0,0.0,Weekday,Fall,2023,Good,Dry,No_Snow,Cold
1058,2023-11-25,19.0,-1.3,-5.9,4.0,0.0,0.0,Weekend,Fall,2023,Good,Dry,No_Snow,Cold
1059,2023-11-26,25.0,4.0,-0.1,7.2,0.0,0.0,Weekend,Fall,2023,Good,Dry,No_Snow,Mild
1060,2023-11-27,37.0,6.2,4.4,9.3,3.6,0.0,Weekday,Fall,2023,Normal,Light,No_Snow,Mild
1061,2023-11-28,29.0,1.3,-1.2,5.2,0.0,0.0,Weekday,Fall,2023,Good,Dry,No_Snow,Mild
1062,2023-11-29,18.0,-1.4,-4.0,3.0,0.0,0.0,Weekday,Fall,2023,Good,Dry,No_Snow,Cold
1063,2023-11-30,19.0,-4.3,-7.3,-0.5,0.0,0.0,Weekday,Fall,2023,Good,Dry,No_Snow,Cold
1064,2023-12-01,25.0,-3.2,-6.8,0.7,0.0,0.0,Weekday,Winter,2023,Good,Dry,No_Snow,Cold
1065,2023-12-02,33.0,2.0,-4.4,8.0,0.0,0.0,Weekend,Winter,2023,Normal,Dry,No_Snow,Mild
1066,2023-12-03,38.0,0.8,-2.8,6.0,0.0,0.0,Weekend,Winter,2023,Normal,Dry,No_Snow,Mild
1067,2023-12-04,36.0,2.7,-3.0,9.4,0.0,0.0,Weekday,Winter,2023,Normal,Dry,No_Snow,Mild
1068,2023-12-05,35.0,6.8,3.8,12.6,0.0,0.0,Weekday,Winter,2023,Normal,Dry,No_Snow,Mild
