,Date,Fine_dust(㎍/㎥),Precipitation(mm),Snow_depth(cm),Day_type,Season,Year,FD_Grade,P_Grade,S_Grade,Snow_depth(mm)
214,2021-08-03,0.049868766404199474,0.0,0.0,Weekday,Summer,2021,Good,Dry,No_Snow,0.0
215,2021-08-04,0.04461942257217848,0.0,0.0,Weekday,Summer,2021,Good,Dry,No_Snow,0.0
216,2021-08-05,0.04461942257217848,0.0,0.0,Weekday,Summer,2021,Good,Dry,No_Snow,0.0
217,2021-08-06,0.028871391076115485,0.0,0.0,Weekday,Summer,2021,Good,Dry,No_Snow,0.0
218,2021-08-07,0.023622047244094488,0.0,0.0,Weekend,Summer,2021,Good,Dry,No_Snow,0.0
219,2021-08-08,0.03937007874015748,0.07207718501702612,0.0,Weekend,Summer,2021,Good,Moderate,No_Snow,0.0
220,2021-08-09,0.02099737532808399,0.0,0.0,Weekday,Summer,2021,Good,Dry,No_Snow,0.0
221,2021-08-10,0.03412073490813648,0.0,0.0,Weekday,Summer,2021,Good,Dry,No_Snow,0.0
222,2021-08-11,0.08136482939632546,0.0,0.0,Weekday,Summer,2021,Normal,Dry,No_Snow,0.0
223,2021-08-12,0.07611548556430446,0.0,0.0,Weekday,Summer,2021,Normal,Dry,No_Snow,0.0
224,2021-08-13,0.05511811023622047,0.0,0.0,Weekday,Summer,2021,Good,Dry,No_Snow,0.0
225,2021-08-14,0.02099737532808399,0.0,0.0,Weekend,Summer,2021,Good,Dry,No_Snow,0.0
226,2021-08-15,0.026246719160104987,0.0,0.0,Weekend,Summer,2021,Good,Dry,No_Snow,0.0
227,2021-08-16,0.03937007874015748,0.0,0.0,Weekday,Summer,2021,Good,Dry,No_Snow,0.0
228,2021-08-17,0.03674540682414698,0.052780930760499445,0.0,Weekday,Summer,2021,Good,Light,No_Snow,0.0
229,2021-08-18,0.028871391076115485,0.03178206583427923,0.0,Weekday,Summer,2021,Good,Light,No_Snow,0.0
230,2021-08-19,0.026246719160104987,0.0,0.0,Weekday,Summer,2021,Good,Dry,No_Snow,0.0
231,2021-08-20,0.04199475065616798,0.0,0.0,Weekday,Summer,2021,Good,Dry,No_Snow,0.0
232,2021-08-21,0.03937007874015748,0.3564131668558457,0.0,Weekend,Summer,2021,Good,Heavy,No_Snow,0.0
