,Date,Fine_dust(㎍/㎥),Precipitation(mm),Snow_depth(cm),Day_type,Season,Year,FD_Grade,P_Grade,S_Grade,Snow_depth(mm)
264,2021-09-22,18.0,4.5,0.0,Weekend,Fall,2021,Good,Light,No_Snow,0.0
265,2021-09-23,18.0,0.0,0.0,Weekday,Fall,2021,Good,Dry,No_Snow,0.0
266,2021-09-24,20.0,0.0,0.0,Weekday,Fall,2021,Good,Dry,No_Snow,0.0
267,2021-09-25,12.0,0.0,0.0,Weekend,Fall,2021,Good,Dry,No_Snow,0.0
268,2021-09-26,10.0,0.0,0.0,Weekend,Fall,2021,Good,Dry,No_Snow,0.0
269,2021-09-27,14.0,0.0,0.0,Weekday,Fall,2021,Good,Dry,No_Snow,0.0
270,2021-09-28,14.0,1.3,0.0,Weekday,Fall,2021,Good,Light,No_Snow,0.0
271,2021-09-29,19.0,13.1,0.0,Weekday,Fall,2021,Good,Moderate,No_Snow,0.0
272,2021-09-30,26.0,0.0,0.0,Weekday,Fall,2021,Good,Dry,No_Snow,0.0
273,2021-10-01,39.0,13.3,0.0,Weekday,Fall,2021,Normal,Moderate,No_Snow,0.0
274,2021-10-02,28.84090909090909,0.0,0.0,Weekend,Fall,2021,Good,Dry,No_Snow,0.0
275,2021-10-03,39.0,0.0,0.0,Weekend,Fall,2021,Normal,Dry,No_Snow,0.0
276,2021-10-04,36.0,3.6,0.0,Weekend,Fall,2021,Normal,Light,No_Snow,0.0
277,2021-10-05,32.0,0.0,0.0,Weekday,Fall,2021,Normal,Dry,No_Snow,0.0
278,2021-10-06,12.0,6.4,0.0,Weekday,Fall,2021,Good,Light,No_Snow,0.0
279,2021-10-07,17.0,4.6,0.0,Weekday,Fall,2021,Good,Light,No_Snow,0.0
280,2021-10-08,28.0,3.5,0.0,Weekday,Fall,2021,Good,Light,No_Snow,0.0
281,2021-10-09,13.0,0.4,0.0,Weekend,Fall,2021,Good,Light,No_Snow,0.0
282,2021-10-10,24.0,14.2,0.0,Weekend,Fall,2021,Good,Moderate,No_Snow,0.0
283,2021-10-11,24.0,0.3,0.0,Weekend,Fall,2021,Good,Light,No_Snow,0.0
284,2021-10-12,14.0,0.0,0.0,Weekday,Fall,2021,Good,Dry,No_Snow,0.0
285,2021-10-13,16.0,0.0,0.0,Weekday,Fall,2021,Good,Dry,No_Snow,0.0
286,2021-10-14,24.0,0.0,0.0,Weekday,Fall,2021,Good,Dry,No_Snow,0.0
287,2021-10-15,26.0,0.0,0.0,Weekday,Fall,2021,Good,Dry,No_Snow,0.0
288,2021-10-16,30.0,0.0,0.0,Weekend,Fall,2021,Good,Dry,No_Snow,0.0
289,2021-10-17,21.0,0.0,0.0,Weekend,Fall,2021,Good,Dry,No_Snow,0.0
290,2021-10-18,27.0,5.6,0.0,Weekday,Fall,2021,Good,Light,No_Snow,0.0
291,2021-10-19,43.0,4.4,0.0,Weekday,Fall,2021,Normal,Light,No_Snow,0.0
292,2021-10-20,33.0,0.0,0.0,Weekday,Fall,2021,Normal,Dry,No_Snow,0.0
293,2021-10-21,35.0,0.0,0.0,Weekday,Fall,2021,Normal,Dry,No_Snow,0.0
294,2021-10-22,39.0,0.0,0.0,Weekday,Fall,2021,Normal,Dry,No_Snow,0.0
295,2021-10-23,39.0,0.0,0.0,Weekend,Fall,2021,Normal,Dry,No_Snow,0.0
296,2021-10-24,33.0,0.0,0.0,Weekend,Fall,2021,Normal,Dry,No_Snow,0.0
297,2021-10-25,31.0,0.0,0.0,Weekday,Fall,2021,Normal,Dry,No_Snow,0.0
298,2021-10-26,57.0,0.0,0.0,Weekday,Fall,2021,Normal,Dry,No_Snow,0.0
299,2021-10-27,59.0,0.0,0.0,Weekday,Fall,2021,Normal,Dry,No_Snow,0.0
300,2021-10-28,31.0,0.0,0.0,Weekday,Fall,2021,Normal,Dry,No_Snow,0.0
301,2021-10-29,22.0,0.0,0.0,Weekday,Fall,2021,Good,Dry,No_Snow,0.0
302,2021-10-30,25.0,0.0,0.0,Weekend,Fall,2021,Good,Dry,No_Snow,0.0
303,2021-10-31,40.0,0.7,0.0,Weekend,Fall,2021,Normal,Light,No_Snow,0.0
304,2021-11-01,48.0,0.0,0.0,Weekday,Fall,2021,Normal,Dry,No_Snow,0.0
305,2021-11-02,47.0,0.0,0.0,Weekday,Fall,2021,Normal,Dry,No_Snow,0.0
306,2021-11-03,49.0,0.0,0.0,Weekday,Fall,2021,Normal,Dry,No_Snow,0.0
307,2021-11-04,69.0,0.0,0.0,Weekday,Fall,2021,Normal,Dry,No_Snow,0.0
308,2021-11-05,74.0,0.0,0.0,Weekday,Fall,2021,Normal,Dry,No_Snow,0.0
309,2021-11-06,63.0,0.0,0.0,Weekend,Fall,2021,Normal,Dry,No_Snow,0.0
310,2021-11-07,32.0,0.0,0.0,Weekend,Fall,2021,Normal,Dry,No_Snow,0.0
311,2021-11-08,15.0,25.7,0.0,Weekday,Fall,2021,Good,Moderate,No_Snow,0.0
312,2021-11-09,13.0,2.0,0.0,Weekday,Fall,2021,Good,Light,No_Snow,0.0
313,2021-11-10,19.0,0.3,0.0,Weekday,Fall,2021,Good,Light,No_Snow,0.0
314,2021-11-11,19.0,0.0,0.0,Weekday,Fall,2021,Good,Dry,No_Snow,0.0
315,2021-11-12,20.0,0.0,0.0,Weekday,Fall,2021,Good,Dry,No_Snow,0.0
316,2021-11-13,25.0,0.0,0.0,Weekend,Fall,2021,Good,Dry,No_Snow,0.0
317,2021-11-14,54.0,0.0,0.0,Weekend,Fall,2021,Normal,Dry,No_Snow,0.0
318,2021-11-15,50.0,0.0,0.0,Weekday,Fall,2021,Normal,Dry,No_Snow,0.0
319,2021-11-16,44.0,0.0,0.0,Weekday,Fall,2021,Normal,Dry,No_Snow,0.0
320,2021-11-17,33.0,0.0,0.0,Weekday,Fall,2021,Normal,Dry,No_Snow,0.0
321,2021-11-18,57.0,0.0,0.0,Weekday,Fall,2021,Normal,Dry,No_Snow,0.0
322,2021-11-19,102.0,0.0,0.0,Weekday,Fall,2021,Bad,Dry,No_Snow,0.0
323,2021-11-20,140.0,0.0,0.0,Weekend,Fall,2021,Bad,Dry,No_Snow,0.0
324,2021-11-21,28.84090909090909,5.9,0.0,Weekend,Fall,2021,Good,Light,No_Snow,0.0
325,2021-11-22,28.84090909090909,1.3,0.0,Weekday,Fall,2021,Good,Light,No_Snow,0.0
326,2021-11-23,23.0,0.0,0.0,Weekday,Fall,2021,Good,Dry,No_Snow,0.0
327,2021-11-24,25.0,0.0,0.0,Weekday,Fall,2021,Good,Dry,No_Snow,0.0
328,2021-11-25,40.0,0.0,0.0,Weekday,Fall,2021,Normal,Dry,No_Snow,0.0
329,2021-11-26,25.0,0.0,0.0,Weekday,Fall,2021,Good,Dry,No_Snow,0.0
330,2021-11-27,41.0,0.0,0.0,Weekend,Fall,2021,Normal,Dry,No_Snow,0.0
331,2021-11-28,59.0,0.0,0.0,Weekend,Fall,2021,Normal,Dry,No_Snow,0.0
332,2021-11-29,66.0,0.0,0.0,Weekday,Fall,2021,Normal,Dry,No_Snow,0.0
333,2021-11-30,31.0,27.2,0.0,Weekday,Fall,2021,Normal,Moderate,No_Snow,0.0
334,2021-12-01,19.0,0.0,0.0,Weekday,Winter,2021,Good,Dry,No_Snow,0.0
335,2021-12-02,25.0,0.1,0.0,Weekday,Winter,2021,Good,Light,No_Snow,0.0
336,2021-12-03,22.0,0.4,0.0,Weekday,Winter,2021,Good,Light,No_Snow,0.0
337,2021-12-04,22.0,0.0,0.0,Weekend,Winter,2021,Good,Dry,No_Snow,0.0
338,2021-12-05,40.0,0.0,0.0,Weekend,Winter,2021,Normal,Dry,No_Snow,0.0
339,2021-12-06,49.0,0.0,0.0,Weekday,Winter,2021,Normal,Dry,No_Snow,0.0
340,2021-12-07,50.0,0.0,0.0,Weekday,Winter,2021,Normal,Dry,No_Snow,0.0
341,2021-12-08,41.0,0.0,0.0,Weekday,Winter,2021,Normal,Dry,No_Snow,0.0
342,2021-12-09,37.0,0.0,0.0,Weekday,Winter,2021,Normal,Dry,No_Snow,0.0
343,2021-12-10,33.0,0.7,0.0,Weekday,Winter,2021,Normal,Light,No_Snow,0.0
344,2021-12-11,69.0,0.0,0.0,Weekend,Winter,2021,Normal,Dry,No_Snow,0.0
345,2021-12-12,42.0,0.0,0.0,Weekend,Winter,2021,Normal,Dry,No_Snow,0.0
346,2021-12-13,20.0,0.0,0.0,Weekday,Winter,2021,Good,Dry,No_Snow,0.0
347,2021-12-14,36.0,1.2,0.0,Weekday,Winter,2021,Normal,Light,No_Snow,0.0
348,2021-12-15,81.0,2.1,0.0,Weekday,Winter,2021,Bad,Light,No_Snow,0.0
349,2021-12-16,85.0,0.0,0.0,Weekday,Winter,2021,Bad,Dry,No_Snow,0.0
350,2021-12-17,33.0,0.0,0.0,Weekday,Winter,2021,Normal,Dry,No_Snow,0.0
351,2021-12-18,26.0,2.8,4.4,Weekend,Winter,2021,Good,Light,Moderate_Snow,44.0
352,2021-12-19,28.0,0.2,4.6,Weekend,Winter,2021,Good,Light,Moderate_Snow,46.0
353,2021-12-20,52.0,0.0,1.8,Weekday,Winter,2021,Normal,Dry,Light_Snow,18.0
354,2021-12-21,59.0,0.0,0.0,Weekday,Winter,2021,Normal,Dry,No_Snow,0.0
355,2021-12-22,34.0,0.0,0.0,Weekday,Winter,2021,Normal,Dry,No_Snow,0.0
356,2021-12-23,43.0,0.0,0.0,Weekday,Winter,2021,Normal,Dry,No_Snow,0.0
357,2021-12-24,54.0,0.2,0.0,Weekday,Winter,2021,Normal,Light,No_Snow,0.0
358,2021-12-25,26.0,0.0,0.0,Weekend,Winter,2021,Good,Dry,No_Snow,0.0
359,2021-12-26,19.0,0.0,0.0,Weekend,Winter,2021,Good,Dry,No_Snow,0.0
360,2021-12-27,33.0,0.0,0.0,Weekday,Winter,2021,Normal,Dry,No_Snow,0.0
361,2021-12-28,60.0,0.0,0.0,Weekday,Winter,2021,Normal,Dry,No_Snow,0.0
362,2021-12-29,70.0,0.2,0.3,Weekday,Winter,2021,Normal,Light,Light_Snow,3.0
363,2021-12-30,30.0,0.0,0.0,Weekday,Winter,2021,Good,Dry,No_Snow,0.0
364,2021-12-31,21.0,0.0,0.0,Weekday,Winter,2021,Good,Dry,No_Snow,0.0
365,2022-01-01,34.0,0.0,0.0,Weekend,Winter,2022,Normal,Dry,No_Snow,0.0
366,2022-01-02,42.0,0.3,0.5,Weekend,Winter,2022,Normal,Light,Light_Snow,5.0
367,2022-01-03,28.0,0.0,0.0,Weekday,Winter,2022,Good,Dry,No_Snow,0.0
368,2022-01-04,37.0,0.0,0.0,Weekday,Winter,2022,Normal,Dry,No_Snow,0.0
369,2022-01-05,52.0,0.0,0.0,Weekday,Winter,2022,Normal,Dry,No_Snow,0.0
370,2022-01-06,59.0,0.0,0.0,Weekday,Winter,2022,Normal,Dry,No_Snow,0.0
371,2022-01-07,65.0,0.0,0.0,Weekday,Winter,2022,Normal,Dry,No_Snow,0.0
372,2022-01-08,70.0,0.0,0.0,Weekend,Winter,2022,Normal,Dry,No_Snow,0.0
373,2022-01-09,129.0,0.0,0.0,Weekend,Winter,2022,Bad,Dry,No_Snow,0.0
374,2022-01-10,97.0,0.9,0.9,Weekday,Winter,2022,Bad,Light,Light_Snow,9.0
375,2022-01-11,33.0,0.2,1.0,Weekday,Winter,2022,Normal,Light,Light_Snow,10.0
376,2022-01-12,27.0,0.0,0.2,Weekday,Winter,2022,Good,Dry,Light_Snow,2.0
377,2022-01-13,29.0,0.0,0.0,Weekday,Winter,2022,Good,Dry,No_Snow,0.0
378,2022-01-14,32.0,0.0,0.0,Weekday,Winter,2022,Normal,Dry,No_Snow,0.0
379,2022-01-15,52.0,0.0,0.0,Weekend,Winter,2022,Normal,Dry,No_Snow,0.0
380,2022-01-16,46.0,0.0,0.0,Weekend,Winter,2022,Normal,Dry,No_Snow,0.0
381,2022-01-17,30.0,0.5,0.8,Weekday,Winter,2022,Good,Light,Light_Snow,8.0
382,2022-01-18,38.0,0.0,0.5,Weekday,Winter,2022,Normal,Dry,Light_Snow,5.0
383,2022-01-19,56.0,1.7,3.5,Weekday,Winter,2022,Normal,Light,Moderate_Snow,35.0
384,2022-01-20,46.0,0.0,2.4,Weekday,Winter,2022,Normal,Dry,Moderate_Snow,24.0
385,2022-01-21,44.0,0.0,0.0,Weekday,Winter,2022,Normal,Dry,No_Snow,0.0
386,2022-01-22,68.0,0.0,0.0,Weekend,Winter,2022,Normal,Dry,No_Snow,0.0
387,2022-01-23,79.0,0.0,0.0,Weekend,Winter,2022,Normal,Dry,No_Snow,0.0
388,2022-01-24,24.0,0.0,0.0,Weekday,Winter,2022,Good,Dry,No_Snow,0.0
389,2022-01-25,37.0,0.7,0.0,Weekday,Winter,2022,Normal,Light,No_Snow,0.0
390,2022-01-26,66.0,0.0,0.0,Weekday,Winter,2022,Normal,Dry,No_Snow,0.0
391,2022-01-27,64.0,0.0,0.0,Weekday,Winter,2022,Normal,Dry,No_Snow,0.0
392,2022-01-28,34.0,0.0,0.0,Weekday,Winter,2022,Normal,Dry,No_Snow,0.0
393,2022-01-29,32.0,0.0,0.0,Weekend,Winter,2022,Normal,Dry,No_Snow,0.0
394,2022-01-30,36.0,0.0,0.0,Weekend,Winter,2022,Normal,Dry,No_Snow,0.0
395,2022-01-31,41.0,1.2,1.8,Weekend,Winter,2022,Normal,Light,Light_Snow,18.0
396,2022-02-01,52.0,1.7,5.0,Weekend,Winter,2022,Normal,Light,Moderate_Snow,50.0
397,2022-02-02,35.0,0.0,0.5,Weekend,Winter,2022,Normal,Dry,Light_Snow,5.0
398,2022-02-03,28.0,0.0,0.0,Weekday,Winter,2022,Good,Dry,No_Snow,0.0
399,2022-02-04,25.0,0.0,0.0,Weekday,Winter,2022,Good,Dry,No_Snow,0.0
400,2022-02-05,25.0,0.0,0.0,Weekend,Winter,2022,Good,Dry,No_Snow,0.0
401,2022-02-06,23.0,0.0,0.0,Weekend,Winter,2022,Good,Dry,No_Snow,0.0
402,2022-02-07,30.0,0.0,0.0,Weekday,Winter,2022,Good,Dry,No_Snow,0.0
403,2022-02-08,33.0,0.0,0.0,Weekday,Winter,2022,Normal,Dry,No_Snow,0.0
404,2022-02-09,44.0,0.0,0.0,Weekday,Winter,2022,Normal,Dry,No_Snow,0.0
405,2022-02-10,55.0,0.0,0.0,Weekday,Winter,2022,Normal,Dry,No_Snow,0.0
406,2022-02-11,104.0,0.0,0.0,Weekday,Winter,2022,Bad,Dry,No_Snow,0.0
407,2022-02-12,97.0,0.0,0.0,Weekend,Winter,2022,Bad,Dry,No_Snow,0.0
408,2022-02-13,60.0,0.0,0.0,Weekend,Winter,2022,Normal,Dry,No_Snow,0.0
409,2022-02-14,50.0,1.7,0.0,Weekday,Winter,2022,Normal,Light,No_Snow,0.0
410,2022-02-15,46.64150943396226,0.0,0.0,Weekday,Winter,2022,Normal,Dry,No_Snow,0.0
411,2022-02-16,32.0,0.0,0.0,Weekday,Winter,2022,Normal,Dry,No_Snow,0.0
412,2022-02-17,34.0,0.0,0.0,Weekday,Winter,2022,Normal,Dry,No_Snow,0.0
413,2022-02-18,51.0,0.0,0.0,Weekday,Winter,2022,Normal,Dry,No_Snow,0.0
414,2022-02-19,48.0,0.1,0.1,Weekend,Winter,2022,Normal,Light,Light_Snow,1.0
415,2022-02-20,36.0,0.0,0.0,Weekend,Winter,2022,Normal,Dry,No_Snow,0.0
416,2022-02-21,33.0,0.1,0.0,Weekday,Winter,2022,Normal,Light,No_Snow,0.0
417,2022-02-22,34.0,0.0,0.0,Weekday,Winter,2022,Normal,Dry,No_Snow,0.0
418,2022-02-23,30.0,0.0,0.0,Weekday,Winter,2022,Good,Dry,No_Snow,0.0
419,2022-02-24,33.0,0.0,0.0,Weekday,Winter,2022,Normal,Dry,No_Snow,0.0
420,2022-02-25,69.0,0.0,0.0,Weekday,Winter,2022,Normal,Dry,No_Snow,0.0
421,2022-02-26,61.0,1.1,0.0,Weekend,Winter,2022,Normal,Light,No_Snow,0.0
422,2022-02-27,52.0,0.0,0.0,Weekend,Winter,2022,Normal,Dry,No_Snow,0.0
423,2022-02-28,46.0,0.0,0.0,Weekday,Winter,2022,Normal,Dry,No_Snow,0.0
424,2022-03-01,34.0,2.3,0.0,Weekend,Spring,2022,Normal,Light,No_Snow,0.0
425,2022-03-02,30.0,0.0,0.0,Weekday,Spring,2022,Good,Dry,No_Snow,0.0
426,2022-03-03,48.0,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
427,2022-03-04,88.0,0.0,0.0,Weekday,Spring,2022,Bad,Dry,No_Snow,0.0
428,2022-03-05,111.0,0.0,0.0,Weekend,Spring,2022,Bad,Dry,No_Snow,0.0
429,2022-03-06,49.0,0.0,0.0,Weekend,Spring,2022,Normal,Dry,No_Snow,0.0
430,2022-03-07,57.39710144927536,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
431,2022-03-08,58.0,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
432,2022-03-09,63.0,0.0,0.0,Weekend,Spring,2022,Normal,Dry,No_Snow,0.0
433,2022-03-10,65.0,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
434,2022-03-11,70.0,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
435,2022-03-12,67.0,2.6,0.0,Weekend,Spring,2022,Normal,Light,No_Snow,0.0
436,2022-03-13,15.0,42.1,0.0,Weekend,Spring,2022,Good,Moderate,No_Snow,0.0
437,2022-03-14,57.39710144927536,8.7,0.0,Weekday,Spring,2022,Normal,Light,No_Snow,0.0
438,2022-03-15,43.0,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
439,2022-03-16,65.0,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
440,2022-03-17,59.0,1.2,0.0,Weekday,Spring,2022,Normal,Light,No_Snow,0.0
441,2022-03-18,57.39710144927536,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
442,2022-03-19,57.39710144927536,14.6,0.7,Weekend,Spring,2022,Normal,Moderate,Light_Snow,7.0
443,2022-03-20,25.0,0.0,0.0,Weekend,Spring,2022,Good,Dry,No_Snow,0.0
444,2022-03-21,32.0,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
445,2022-03-22,39.0,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
446,2022-03-23,33.0,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
447,2022-03-24,45.0,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
448,2022-03-25,64.0,10.9,0.0,Weekday,Spring,2022,Normal,Moderate,No_Snow,0.0
449,2022-03-26,57.39710144927536,19.8,0.0,Weekend,Spring,2022,Normal,Moderate,No_Snow,0.0
450,2022-03-27,35.0,0.0,0.0,Weekend,Spring,2022,Normal,Dry,No_Snow,0.0
451,2022-03-28,39.0,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
452,2022-03-29,40.0,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
453,2022-03-30,36.0,0.4,0.0,Weekday,Spring,2022,Normal,Light,No_Snow,0.0
454,2022-03-31,24.0,0.0,0.0,Weekday,Spring,2022,Good,Dry,No_Snow,0.0
455,2022-04-01,57.39710144927536,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
456,2022-04-02,34.0,0.0,0.0,Weekend,Spring,2022,Normal,Dry,No_Snow,0.0
457,2022-04-03,45.0,0.0,0.0,Weekend,Spring,2022,Normal,Dry,No_Snow,0.0
458,2022-04-04,50.0,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
459,2022-04-05,41.0,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
460,2022-04-06,50.0,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
461,2022-04-07,40.0,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
462,2022-04-08,54.0,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
463,2022-04-09,58.0,0.5,0.0,Weekend,Spring,2022,Normal,Light,No_Snow,0.0
464,2022-04-10,51.0,0.0,0.0,Weekend,Spring,2022,Normal,Dry,No_Snow,0.0
465,2022-04-11,36.0,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
466,2022-04-12,27.0,0.5,0.0,Weekday,Spring,2022,Good,Light,No_Snow,0.0
467,2022-04-13,13.0,1.3,0.0,Weekday,Spring,2022,Good,Light,No_Snow,0.0
468,2022-04-14,14.0,0.0,0.0,Weekday,Spring,2022,Good,Dry,No_Snow,0.0
469,2022-04-15,57.39710144927536,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
470,2022-04-16,39.0,0.0,0.0,Weekend,Spring,2022,Normal,Dry,No_Snow,0.0
471,2022-04-17,47.0,0.0,0.0,Weekend,Spring,2022,Normal,Dry,No_Snow,0.0
472,2022-04-18,50.0,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
473,2022-04-19,60.0,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
474,2022-04-20,59.0,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
475,2022-04-21,43.0,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
476,2022-04-22,52.0,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
477,2022-04-23,53.0,0.0,0.0,Weekend,Spring,2022,Normal,Dry,No_Snow,0.0
478,2022-04-24,50.0,0.3,0.0,Weekend,Spring,2022,Normal,Light,No_Snow,0.0
479,2022-04-25,44.0,1.3,0.0,Weekday,Spring,2022,Normal,Light,No_Snow,0.0
480,2022-04-26,47.0,1.0,0.0,Weekday,Spring,2022,Normal,Light,No_Snow,0.0
481,2022-04-27,169.0,0.0,0.0,Weekday,Spring,2022,Very_bad,Dry,No_Snow,0.0
482,2022-04-28,77.0,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
483,2022-04-29,57.39710144927536,15.5,0.0,Weekday,Spring,2022,Normal,Moderate,No_Snow,0.0
484,2022-04-30,25.0,0.0,0.0,Weekend,Spring,2022,Good,Dry,No_Snow,0.0
485,2022-05-01,48.0,0.0,0.0,Weekend,Spring,2022,Normal,Dry,No_Snow,0.0
486,2022-05-02,45.0,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
487,2022-05-03,40.0,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
488,2022-05-04,42.0,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
489,2022-05-05,34.0,0.0,0.0,Weekend,Spring,2022,Normal,Dry,No_Snow,0.0
490,2022-05-06,38.0,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
491,2022-05-07,31.0,0.5,0.0,Weekend,Spring,2022,Normal,Light,No_Snow,0.0
492,2022-05-08,20.0,2.0,0.0,Weekend,Spring,2022,Good,Light,No_Snow,0.0
493,2022-05-09,20.0,0.0,0.0,Weekday,Spring,2022,Good,Dry,No_Snow,0.0
494,2022-05-10,29.0,0.0,0.0,Weekday,Spring,2022,Good,Dry,No_Snow,0.0
495,2022-05-11,30.0,0.0,0.0,Weekday,Spring,2022,Good,Dry,No_Snow,0.0
496,2022-05-12,34.0,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
497,2022-05-13,30.0,0.0,0.0,Weekday,Spring,2022,Good,Dry,No_Snow,0.0
498,2022-05-14,35.0,0.0,0.0,Weekend,Spring,2022,Normal,Dry,No_Snow,0.0
499,2022-05-15,27.0,0.0,0.0,Weekend,Spring,2022,Good,Dry,No_Snow,0.0
500,2022-05-16,33.0,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
501,2022-05-17,56.0,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
502,2022-05-18,60.0,1.5,0.0,Weekday,Spring,2022,Normal,Light,No_Snow,0.0
503,2022-05-19,46.0,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
504,2022-05-20,38.0,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
505,2022-05-21,36.0,0.0,0.0,Weekend,Spring,2022,Normal,Dry,No_Snow,0.0
506,2022-05-22,39.0,0.0,0.0,Weekend,Spring,2022,Normal,Dry,No_Snow,0.0
507,2022-05-23,69.0,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
508,2022-05-24,35.0,0.0,0.0,Weekday,Spring,2022,Normal,Dry,No_Snow,0.0
509,2022-05-25,25.0,3.5,0.0,Weekday,Spring,2022,Good,Light,No_Snow,0.0
510,2022-05-26,26.0,0.0,0.0,Weekday,Spring,2022,Good,Dry,No_Snow,0.0
511,2022-05-27,26.0,0.0,0.0,Weekday,Spring,2022,Good,Dry,No_Snow,0.0
512,2022-05-28,35.0,0.0,0.0,Weekend,Spring,2022,Normal,Dry,No_Snow,0.0
513,2022-05-29,31.0,0.0,0.0,Weekend,Spring,2022,Normal,Dry,No_Snow,0.0
514,2022-05-30,28.0,0.0,0.0,Weekday,Spring,2022,Good,Dry,No_Snow,0.0
515,2022-05-31,28.0,0.0,0.0,Weekday,Spring,2022,Good,Dry,No_Snow,0.0
516,2022-06-01,26.0,0.0,0.0,Weekday,Summer,2022,Good,Dry,No_Snow,0.0
517,2022-06-02,29.0,0.0,0.0,Weekday,Summer,2022,Good,Dry,No_Snow,0.0
518,2022-06-03,41.0,0.0,0.0,Weekday,Summer,2022,Normal,Dry,No_Snow,0.0
519,2022-06-04,38.0,0.0,0.0,Weekend,Summer,2022,Normal,Dry,No_Snow,0.0
520,2022-06-05,24.0,0.0,0.0,Weekend,Summer,2022,Good,Dry,No_Snow,0.0
521,2022-06-06,28.0625,4.3,0.0,Weekend,Summer,2022,Good,Light,No_Snow,0.0
522,2022-06-07,28.0625,0.0,0.0,Weekday,Summer,2022,Good,Dry,No_Snow,0.0
523,2022-06-08,19.0,0.0,0.0,Weekday,Summer,2022,Good,Dry,No_Snow,0.0
524,2022-06-09,24.0,2.6,0.0,Weekday,Summer,2022,Good,Light,No_Snow,0.0
525,2022-06-10,27.0,1.2,0.0,Weekday,Summer,2022,Good,Light,No_Snow,0.0
526,2022-06-11,28.0,0.0,0.0,Weekend,Summer,2022,Good,Dry,No_Snow,0.0
527,2022-06-12,25.0,0.0,0.0,Weekend,Summer,2022,Good,Dry,No_Snow,0.0
528,2022-06-13,27.0,18.0,0.0,Weekday,Summer,2022,Good,Moderate,No_Snow,0.0
529,2022-06-14,13.0,0.0,0.0,Weekday,Summer,2022,Good,Dry,No_Snow,0.0
530,2022-06-15,14.0,18.5,0.0,Weekday,Summer,2022,Good,Moderate,No_Snow,0.0
531,2022-06-16,18.0,0.7,0.0,Weekday,Summer,2022,Good,Light,No_Snow,0.0
532,2022-06-17,25.0,0.0,0.0,Weekday,Summer,2022,Good,Dry,No_Snow,0.0
533,2022-06-18,21.0,0.0,0.0,Weekend,Summer,2022,Good,Dry,No_Snow,0.0
534,2022-06-19,26.0,0.0,0.0,Weekend,Summer,2022,Good,Dry,No_Snow,0.0
535,2022-06-20,25.0,0.0,0.0,Weekday,Summer,2022,Good,Dry,No_Snow,0.0
536,2022-06-21,29.0,0.0,0.0,Weekday,Summer,2022,Good,Dry,No_Snow,0.0
537,2022-06-22,28.0,0.0,0.0,Weekday,Summer,2022,Good,Dry,No_Snow,0.0
