,station_id,station_name,date,fine_dust(㎍/㎥)
731,108,서울,2023-02-05,63
732,108,서울,2023-02-06,70
733,108,서울,2023-02-07,74
734,108,서울,2023-02-08,68
735,108,서울,2023-02-09,35
736,108,서울,2023-02-10,21
737,108,서울,2023-02-11,41
738,108,서울,2023-02-12,67
739,108,서울,2023-02-13,31
740,108,서울,2023-02-14,42
741,108,서울,2023-02-15,18
742,108,서울,2023-02-16,26
743,108,서울,2023-02-17,40
744,108,서울,2023-02-18,76
745,108,서울,2023-02-19,39
746,108,서울,2023-02-20,46
747,108,서울,2023-02-21,34
748,108,서울,2023-02-22,40
749,108,서울,2023-02-23,39
750,108,서울,2023-02-24,44
751,108,서울,2023-02-25,42
752,108,서울,2023-02-26,38
753,108,서울,2023-02-27,47
754,108,서울,2023-02-28,33
755,108,서울,2023-03-01,33
756,108,서울,2023-03-02,61
757,108,서울,2023-03-03,44
758,108,서울,2023-03-04,65
759,108,서울,2023-03-05,61
760,108,서울,2023-03-06,49
761,108,서울,2023-03-07,59
762,108,서울,2023-03-08,61
763,108,서울,2023-03-09,59
764,108,서울,2023-03-10,96
765,108,서울,2023-03-11,104
766,108,서울,2023-03-12,54
767,108,서울,2023-03-13,40
768,108,서울,2023-03-14,47
769,108,서울,2023-03-15,55
770,108,서울,2023-03-16,71
771,108,서울,2023-03-17,46
772,108,서울,2023-03-18,66
773,108,서울,2023-03-19,98
774,108,서울,2023-03-20,78
775,108,서울,2023-03-21,55
776,108,서울,2023-03-22,63
777,108,서울,2023-03-23,129
778,108,서울,2023-03-24,161
779,108,서울,2023-03-25,117
780,108,서울,2023-03-26,68
781,108,서울,2023-03-27,51
782,108,서울,2023-03-28,66
783,108,서울,2023-03-29,71
784,108,서울,2023-03-30,91
785,108,서울,2023-03-31,103
786,108,서울,2023-04-01,88
787,108,서울,2023-04-02,52
788,108,서울,2023-04-03,52
789,108,서울,2023-04-04,32
790,108,서울,2023-04-06,63
791,108,서울,2023-04-07,93
792,108,서울,2023-04-08,46
793,108,서울,2023-04-09,67
794,108,서울,2023-04-10,48
795,108,서울,2023-04-11,68
796,108,서울,2023-04-12,333
797,108,서울,2023-04-13,226
798,108,서울,2023-04-14,109
799,108,서울,2023-04-15,61
800,108,서울,2023-04-16,118
801,108,서울,2023-04-17,117
802,108,서울,2023-04-18,55
803,108,서울,2023-04-19,44
804,108,서울,2023-04-20,15
805,108,서울,2023-04-21,64
806,108,서울,2023-04-22,62
807,108,서울,2023-04-23,59
808,108,서울,2023-04-24,60
809,108,서울,2023-04-25,31
810,108,서울,2023-04-26,28
811,108,서울,2023-04-27,43
812,108,서울,2023-04-28,38
813,108,서울,2023-04-29,25
814,108,서울,2023-04-30,47
815,108,서울,2023-05-01,54
816,108,서울,2023-05-02,39
817,108,서울,2023-05-03,47
818,108,서울,2023-05-04,48
819,108,서울,2023-05-07,36
820,108,서울,2023-05-08,42
821,108,서울,2023-05-09,57
822,108,서울,2023-05-10,59
823,108,서울,2023-05-11,51
824,108,서울,2023-05-12,52
825,108,서울,2023-05-13,38
826,108,서울,2023-05-14,25
827,108,서울,2023-05-15,38
828,108,서울,2023-05-16,62
829,108,서울,2023-05-17,37
830,108,서울,2023-05-18,33
831,108,서울,2023-05-19,24
832,108,서울,2023-05-20,28
833,108,서울,2023-05-21,89
834,108,서울,2023-05-22,148
835,108,서울,2023-05-23,67
836,108,서울,2023-05-24,40
837,108,서울,2023-05-25,37
838,108,서울,2023-05-26,35
839,108,서울,2023-05-27,26
840,108,서울,2023-05-28,11
841,108,서울,2023-05-29,19
842,108,서울,2023-05-30,34
843,108,서울,2023-05-31,31
844,108,서울,2023-06-01,38
845,108,서울,2023-06-02,29
846,108,서울,2023-06-03,38
847,108,서울,2023-06-04,39
848,108,서울,2023-06-05,32
849,108,서울,2023-06-06,22
850,108,서울,2023-06-07,37
851,108,서울,2023-06-08,22
852,108,서울,2023-06-10,34
853,108,서울,2023-06-11,24
854,108,서울,2023-06-12,29
855,108,서울,2023-06-13,27
856,108,서울,2023-06-14,26
857,108,서울,2023-06-15,30
858,108,서울,2023-06-16,25
859,108,서울,2023-06-17,21
860,108,서울,2023-06-18,26
861,108,서울,2023-06-19,50
