,date,bus_total_passenger,bus_commute_passenger,bus_other_passenger,train_total_passenger,train_commute_passenger,train_other_passenger,fine_dust(㎍/㎥),avg_temp,min_temp,max_temp,precipitation(mm),snow_depth(mm),season,year,fd_grade,p_grade,s_grade,at_grade,day_type
1197,2024-04-12,4936234.0,1999849.0,2936385.0,6020892.0,2643150.0,3377742.0,51.0,17.2,12.0,24.2,0.0,0.0,Spring,2024,Normal,Dry,No_Snow,Warm,Weekday
1198,2024-04-13,3743065.0,1102616.0,2640449.0,4394934.0,1286832.0,3108102.0,50.0,19.1,11.2,27.3,0.0,0.0,Spring,2024,Normal,Dry,No_Snow,Warm,Weekend
1199,2024-04-14,2869787.0,837262.0,2032525.0,3150444.0,944061.0,2206383.0,44.0,20.8,13.6,29.4,0.0,0.0,Spring,2024,Normal,Dry,No_Snow,Warm,Weekend
1200,2024-04-15,4589215.0,2016957.0,2572258.0,5423672.0,2622501.0,2801171.0,23.0,16.0,11.7,20.0,17.1,0.0,Spring,2024,Good,Moderate,No_Snow,Warm,Weekday
1201,2024-04-16,4865356.0,2102592.0,2762764.0,5786337.0,2734916.0,3051421.0,99.0,13.3,11.5,17.9,2.3,0.0,Spring,2024,Bad,Light,No_Snow,Mild,Weekday
1202,2024-04-17,4899277.0,2068795.0,2830482.0,5855710.0,2711301.0,3144409.0,152.0,15.0,9.7,21.8,0.0,0.0,Spring,2024,Very_bad,Dry,No_Snow,Warm,Weekday
1203,2024-04-18,4865263.0,2043152.0,2822111.0,5862162.0,2699882.0,3162280.0,137.0,17.3,10.7,24.9,0.0,0.0,Spring,2024,Bad,Dry,No_Snow,Warm,Weekday
1204,2024-04-19,4940619.0,1992558.0,2948061.0,5999299.0,2617690.0,3381609.0,105.0,17.6,11.5,24.3,0.0,0.0,Spring,2024,Bad,Dry,No_Snow,Warm,Weekday
1205,2024-04-20,3402297.0,1006047.0,2396250.0,3998456.0,1175622.0,2822834.0,70.0,14.9,13.0,17.2,4.8,0.0,Spring,2024,Normal,Light,No_Snow,Mild,Weekend
1206,2024-04-21,2742205.0,796687.0,1945518.0,2999453.0,894258.0,2105195.0,27.0,17.2,13.3,21.7,0.0,0.0,Spring,2024,Good,Dry,No_Snow,Warm,Weekend
1207,2024-04-22,4698331.0,1996950.0,2701381.0,5569434.0,2641251.0,2928183.0,33.0,18.8,15.0,24.1,0.0,0.0,Spring,2024,Normal,Dry,No_Snow,Warm,Weekday
1208,2024-04-23,4825858.0,2052685.0,2773173.0,5746808.0,2691334.0,3055474.0,22.0,17.3,13.2,24.2,0.0,0.0,Spring,2024,Good,Dry,No_Snow,Warm,Weekday
1209,2024-04-24,4828258.0,2062970.0,2765288.0,5700147.0,2654683.0,3045464.0,16.0,13.2,11.0,16.5,9.0,0.0,Spring,2024,Good,Light,No_Snow,Mild,Weekday
1210,2024-04-25,4910871.0,2046998.0,2863873.0,5902685.0,2697121.0,3205564.0,31.0,14.4,10.3,20.8,0.0,0.0,Spring,2024,Normal,Dry,No_Snow,Mild,Weekday
1211,2024-04-26,5038098.0,2019756.0,3018342.0,6128776.0,2640321.0,3488455.0,70.0,17.8,11.4,26.0,0.0,0.0,Spring,2024,Normal,Dry,No_Snow,Warm,Weekday
1212,2024-04-27,3866180.0,1158089.0,2708091.0,4602311.0,1341579.0,3260732.0,50.0,18.2,11.5,26.2,0.0,0.0,Spring,2024,Normal,Dry,No_Snow,Warm,Weekend
1213,2024-04-28,2941461.0,851892.0,2089569.0,3378785.0,988024.0,2390761.0,41.0,20.7,13.0,28.9,0.0,0.0,Spring,2024,Normal,Dry,No_Snow,Warm,Weekend
1214,2024-04-29,4820635.0,2036575.0,2784060.0,5748020.0,2688920.0,3059100.0,47.0,20.9,16.9,26.1,0.0,0.0,Spring,2024,Normal,Dry,No_Snow,Warm,Weekday
1215,2024-04-30,5039259.0,2093363.0,2945896.0,6050110.0,2755358.0,3294752.0,63.0,18.6,16.0,22.5,0.0,0.0,Spring,2024,Normal,Dry,No_Snow,Warm,Weekday
1216,2024-05-01,3876104.0,1253933.0,2622171.0,4209058.0,1376804.0,2832254.0,30.0,18.5,13.9,24.0,0.0,0.0,Spring,2024,Good,Dry,No_Snow,Warm,Weekday
1217,2024-05-02,4975463.0,2070906.0,2904557.0,6005022.0,2743141.0,3261881.0,39.0,18.1,12.4,23.7,0.0,0.0,Spring,2024,Normal,Dry,No_Snow,Warm,Weekday
1218,2024-05-03,5072835.0,2030508.0,3042327.0,6231846.0,2693030.0,3538816.0,49.0,19.7,12.2,27.9,0.0,0.0,Spring,2024,Normal,Dry,No_Snow,Warm,Weekday
1219,2024-05-04,3740503.0,1101177.0,2639326.0,4449316.0,1290800.0,3158516.0,52.0,21.4,14.6,28.5,0.0,0.0,Spring,2024,Normal,Dry,No_Snow,Warm,Weekend
1220,2024-05-05,2423881.0,718761.0,1705120.0,2764175.0,826903.0,1937272.0,24.0,17.8,15.7,20.6,48.3,0.0,Spring,2024,Good,Moderate,No_Snow,Warm,Weekend
1222,2024-05-07,4868559.0,2101546.0,2767013.0,5695532.0,2711240.0,2984292.0,23.0,13.3,12.2,15.0,2.4,0.0,Spring,2024,Good,Light,No_Snow,Mild,Weekday
1223,2024-05-08,5002542.0,2128253.0,2874289.0,5867568.0,2759898.0,3107670.0,26.0,14.7,9.0,21.4,0.0,0.0,Spring,2024,Good,Dry,No_Snow,Mild,Weekday
1224,2024-05-09,4959281.0,2076908.0,2882373.0,5972569.0,2747000.0,3225569.0,35.0,16.1,10.9,21.8,0.0,0.0,Spring,2024,Normal,Dry,No_Snow,Warm,Weekday
1225,2024-05-10,5100354.0,2064931.0,3035423.0,6232284.0,2730168.0,3502116.0,30.0,17.9,12.5,23.8,0.0,0.0,Spring,2024,Good,Dry,No_Snow,Warm,Weekday
1226,2024-05-11,3437316.0,998333.0,2438983.0,4237818.0,1227879.0,3009939.0,23.0,17.0,14.0,22.0,31.7,0.0,Spring,2024,Good,Moderate,No_Snow,Warm,Weekend
1227,2024-05-12,2996276.0,880692.0,2115584.0,3384006.0,1008752.0,2375254.0,75.0,16.6,11.9,21.6,0.0,0.0,Spring,2024,Normal,Dry,No_Snow,Warm,Weekend
1228,2024-05-13,4846067.0,2040905.0,2805162.0,5748057.0,2694524.0,3053533.0,34.0,18.3,11.9,24.5,0.0,0.0,Spring,2024,Normal,Dry,No_Snow,Warm,Weekday
1229,2024-05-14,5110526.0,2101722.0,3008804.0,6134068.0,2777251.0,3356817.0,29.0,18.8,12.7,24.7,0.0,0.0,Spring,2024,Good,Dry,No_Snow,Warm,Weekday
1230,2024-05-15,3006417.0,879699.0,2126718.0,3287269.0,978551.0,2308718.0,57.39710144927536,12.6,7.2,18.8,20.6,0.0,Spring,2024,Normal,Moderate,No_Snow,Mild,Weekend
1231,2024-05-16,4928513.0,2053437.0,2875076.0,5933186.0,2708952.0,3224234.0,57.39710144927536,13.7,6.9,19.8,0.1,0.0,Spring,2024,Normal,Light,No_Snow,Mild,Weekday
1232,2024-05-17,5038949.0,2025709.0,3013240.0,6116833.0,2658434.0,3458399.0,57.39710144927536,18.3,10.8,24.9,0.0,0.0,Spring,2024,Normal,Dry,No_Snow,Warm,Weekday
1233,2024-05-18,3893527.0,1156969.0,2736558.0,4562660.0,1344556.0,3218104.0,28.0,20.7,16.0,26.5,0.0,0.0,Spring,2024,Good,Dry,No_Snow,Warm,Weekend
1234,2024-05-19,3004766.0,875943.0,2128823.0,3337824.0,1000090.0,2337734.0,25.0,21.5,15.9,27.9,0.0,0.0,Spring,2024,Good,Dry,No_Snow,Warm,Weekend
1235,2024-05-20,4773265.0,2014363.0,2758902.0,5636005.0,2652107.0,2983898.0,30.0,19.4,16.8,22.8,0.0,0.0,Spring,2024,Good,Dry,No_Snow,Warm,Weekday
1236,2024-05-21,4941022.0,2084226.0,2856796.0,5881302.0,2733336.0,3147966.0,40.0,21.7,16.3,28.3,0.0,0.0,Spring,2024,Normal,Dry,No_Snow,Warm,Weekday
1237,2024-05-22,4982226.0,2071992.0,2910234.0,5916526.0,2708830.0,3207696.0,47.0,20.5,16.4,25.5,0.0,0.0,Spring,2024,Normal,Dry,No_Snow,Warm,Weekday
1238,2024-05-23,4975505.0,2060575.0,2914930.0,5952290.0,2708816.0,3243474.0,31.0,20.2,15.8,26.4,0.0,0.0,Spring,2024,Normal,Dry,No_Snow,Warm,Weekday
1239,2024-05-24,5078444.0,2026742.0,3051702.0,6103419.0,2639489.0,3463930.0,34.0,20.1,15.7,24.7,0.0,0.0,Spring,2024,Normal,Dry,No_Snow,Warm,Weekday
1240,2024-05-25,3926122.0,1162774.0,2763348.0,4664758.0,1340396.0,3324362.0,35.0,21.4,18.7,24.7,0.0,0.0,Spring,2024,Normal,Dry,No_Snow,Warm,Weekend
1241,2024-05-26,2745327.0,790175.0,1955152.0,3113037.0,906092.0,2206945.0,26.0,19.9,17.0,23.7,8.7,0.0,Spring,2024,Good,Light,No_Snow,Warm,Weekend
1242,2024-05-27,4812311.0,2023442.0,2788869.0,5693255.0,2664642.0,3028613.0,28.0,18.5,14.1,22.6,0.0,0.0,Spring,2024,Good,Dry,No_Snow,Warm,Weekday
1245,2024-05-30,4901492.0,2031872.0,2869620.0,5857553.0,2670838.0,3186715.0,27.0,20.7,16.2,24.6,0.0,0.0,Spring,2024,Good,Dry,No_Snow,Warm,Weekday
1246,2024-05-31,5056465.0,2028963.0,3027502.0,6054413.0,2634995.0,3419418.0,25.0,20.4,16.9,25.4,1.0,0.0,Spring,2024,Good,Light,No_Snow,Warm,Weekday
1247,2024-06-01,3773712.0,1118784.0,2654928.0,4461116.0,1304759.0,3156357.0,28.0,20.7,17.5,25.2,0.0,0.0,Summer,2024,Good,Dry,No_Snow,Warm,Weekend
1248,2024-06-02,2902286.0,844152.0,2058134.0,3141402.0,927677.0,2213725.0,22.0,20.4,15.7,25.8,0.0,0.0,Summer,2024,Good,Dry,No_Snow,Warm,Weekend
1249,2024-06-03,4790602.0,2030421.0,2760181.0,5624104.0,2670424.0,2953680.0,28.0625,22.2,15.7,28.7,0.0,0.0,Summer,2024,Good,Dry,No_Snow,Warm,Weekday
1250,2024-06-04,4924684.0,2074878.0,2849806.0,5803989.0,2714191.0,3089798.0,19.0,22.8,16.3,29.3,0.0,0.0,Summer,2024,Good,Dry,No_Snow,Warm,Weekday
1251,2024-06-05,5089545.0,2087095.0,3002450.0,5993030.0,2719393.0,3273637.0,40.0,23.6,18.1,30.1,0.0,0.0,Summer,2024,Normal,Dry,No_Snow,Warm,Weekday
1253,2024-06-07,4729231.0,1800023.0,2929208.0,5482215.0,2291393.0,3190822.0,31.0,23.1,18.3,28.0,0.8,0.0,Summer,2024,Normal,Light,No_Snow,Warm,Weekday
1254,2024-06-08,3351098.0,1019521.0,2331577.0,3776601.0,1123507.0,2653094.0,21.0,20.3,17.9,25.0,16.9,0.0,Summer,2024,Good,Moderate,No_Snow,Warm,Weekend
1255,2024-06-09,2839878.0,830127.0,2009751.0,3031544.0,913408.0,2118136.0,24.0,22.9,17.4,28.8,0.0,0.0,Summer,2024,Good,Dry,No_Snow,Warm,Weekend
1256,2024-06-10,4835439.0,2031988.0,2803451.0,5562374.0,2629813.0,2932561.0,45.0,24.7,19.0,31.1,0.0,0.0,Summer,2024,Normal,Dry,No_Snow,Warm,Weekday
1257,2024-06-11,4957742.0,2079321.0,2878421.0,5775695.0,2688233.0,3087462.0,56.0,25.4,21.7,31.6,0.0,0.0,Summer,2024,Normal,Dry,No_Snow,Warm,Weekday
1258,2024-06-12,4991015.0,2073993.0,2917022.0,5781278.0,2664906.0,3116372.0,32.0,24.8,19.2,31.8,0.0,0.0,Summer,2024,Normal,Dry,No_Snow,Warm,Weekday
1259,2024-06-13,5009875.0,2076907.0,2932968.0,5854634.0,2672767.0,3181867.0,32.0,26.4,20.0,32.8,0.0,0.0,Summer,2024,Normal,Dry,No_Snow,Warm,Weekday
1260,2024-06-14,5098271.0,2047069.0,3051202.0,5968522.0,2607333.0,3361189.0,35.0,26.3,21.4,33.0,0.0,0.0,Summer,2024,Normal,Dry,No_Snow,Warm,Weekday
1261,2024-06-15,3704627.0,1102834.0,2601793.0,4148317.0,1211528.0,2936789.0,26.0,24.2,21.8,28.2,6.1,0.0,Summer,2024,Good,Light,No_Snow,Warm,Weekend
1262,2024-06-16,2917791.0,852369.0,2065422.0,3074822.0,913294.0,2161528.0,22.0,24.3,19.9,29.5,0.0,0.0,Summer,2024,Good,Dry,No_Snow,Warm,Weekend
1263,2024-06-17,4807886.0,2016906.0,2790980.0,5557554.0,2603052.0,2954502.0,23.0,24.8,18.9,30.2,0.0,0.0,Summer,2024,Good,Dry,No_Snow,Warm,Weekday
1264,2024-06-18,4907275.0,2058001.0,2849274.0,5708555.0,2647684.0,3060871.0,27.0,26.0,20.4,32.9,0.0,0.0,Summer,2024,Good,Dry,No_Snow,Warm,Weekday
1265,2024-06-19,4990095.0,2082224.0,2907871.0,5729559.0,2635829.0,3093730.0,42.0,28.8,21.4,35.8,0.0,0.0,Summer,2024,Normal,Dry,No_Snow,Warm,Weekday
1266,2024-06-20,5002698.0,2079170.0,2923528.0,5781815.0,2638171.0,3143644.0,42.0,29.4,23.4,35.4,0.0,0.0,Summer,2024,Normal,Dry,No_Snow,Warm,Weekday
1267,2024-06-21,5098931.0,2053211.0,3045720.0,5932064.0,2581380.0,3350684.0,42.0,28.1,22.9,33.9,0.0,0.0,Summer,2024,Normal,Dry,No_Snow,Warm,Weekday
1268,2024-06-22,3462271.0,1060879.0,2401392.0,4004442.0,1180936.0,2823506.0,29.0,24.2,22.6,26.1,16.5,0.0,Summer,2024,Good,Moderate,No_Snow,Warm,Weekend
1269,2024-06-23,2865842.0,840323.0,2025519.0,3042715.0,910468.0,2132247.0,16.0,25.1,22.5,30.1,5.1,0.0,Summer,2024,Good,Light,No_Snow,Warm,Weekend
1270,2024-06-24,4772799.0,2007037.0,2765762.0,5512171.0,2587285.0,2924886.0,50.0,24.3,21.2,27.9,0.0,0.0,Summer,2024,Normal,Dry,No_Snow,Warm,Weekday
1271,2024-06-25,4901091.0,2051517.0,2849574.0,5729796.0,2645648.0,3084148.0,21.0,22.9,19.1,27.2,0.0,0.0,Summer,2024,Good,Dry,No_Snow,Warm,Weekday
1272,2024-06-26,4995087.0,2059892.0,2935195.0,5792096.0,2632224.0,3159872.0,26.0,24.9,18.9,31.6,0.0,0.0,Summer,2024,Good,Dry,No_Snow,Warm,Weekday
1273,2024-06-27,4967014.0,2049140.0,2917874.0,5786522.0,2619229.0,3167293.0,32.0,26.3,20.6,31.6,0.0,0.0,Summer,2024,Normal,Dry,No_Snow,Warm,Weekday
1274,2024-06-28,5135970.0,2054187.0,3081783.0,5968314.0,2587861.0,3380453.0,40.0,26.6,21.3,32.5,0.0,0.0,Summer,2024,Normal,Dry,No_Snow,Warm,Weekday
1275,2024-06-29,3650409.0,1075550.0,2574859.0,4104417.0,1215456.0,2888961.0,33.0,26.7,21.6,32.3,38.3,0.0,Summer,2024,Normal,Moderate,No_Snow,Warm,Weekend
1276,2024-06-30,2603371.0,777431.0,1825940.0,2719659.0,816426.0,1903233.0,21.0,23.5,22.0,24.9,32.2,0.0,Summer,2024,Good,Moderate,No_Snow,Warm,Weekend
1277,2024-07-01,4852485.0,2060385.0,2792100.0,5472362.0,2606987.0,2865375.0,26.0,26.3,22.0,31.3,0.0,0.0,Summer,2024,Good,Dry,No_Snow,Warm,Weekday
1279,2024-07-03,4946387.0,2069738.0,2876649.0,5660968.0,2626522.0,3034446.0,25.0,24.7,23.6,25.9,0.8,0.0,Summer,2024,Good,Light,No_Snow,Warm,Weekday
1280,2024-07-04,4976608.0,2072300.0,2904308.0,5716066.0,2626197.0,3089869.0,40.0,26.8,23.2,30.6,3.6,0.0,Summer,2024,Normal,Light,No_Snow,Warm,Weekday
1281,2024-07-05,5046405.0,2058050.0,2988355.0,5850064.0,2591737.0,3258327.0,18.0,23.4,21.3,26.1,4.1,0.0,Summer,2024,Good,Light,No_Snow,Warm,Weekday
1282,2024-07-06,3511342.0,1026382.0,2484960.0,3899250.0,1124022.0,2775228.0,28.0,25.1,22.1,30.0,2.8,0.0,Summer,2024,Good,Light,No_Snow,Warm,Weekend
1283,2024-07-07,2810870.0,801164.0,2009706.0,2964270.0,882310.0,2081960.0,23.0,24.4,21.5,28.2,28.7,0.0,Summer,2024,Good,Moderate,No_Snow,Warm,Weekend
1284,2024-07-08,4617854.0,2020751.0,2597103.0,5245847.0,2545392.0,2700455.0,10.0,23.8,23.1,24.5,21.1,0.0,Summer,2024,Good,Moderate,No_Snow,Warm,Weekday
1285,2024-07-09,4845487.0,2070101.0,2775386.0,5549093.0,2618532.0,2930561.0,16.0,24.5,22.7,26.7,0.3,0.0,Summer,2024,Good,Light,No_Snow,Warm,Weekday
1286,2024-07-10,4999408.0,2091556.0,2907852.0,5669195.0,2611643.0,3057552.0,14.0,26.6,22.7,31.1,1.4,0.0,Summer,2024,Good,Light,No_Snow,Warm,Weekday
1287,2024-07-11,4975422.0,2070819.0,2904603.0,5707733.0,2612001.0,3095732.0,37.0,25.7,23.3,28.9,0.0,0.0,Summer,2024,Normal,Dry,No_Snow,Warm,Weekday
1288,2024-07-12,5108892.0,2061862.0,3047030.0,5881859.0,2563681.0,3318178.0,37.0,25.6,21.8,30.2,0.0,0.0,Summer,2024,Normal,Dry,No_Snow,Warm,Weekday
1289,2024-07-13,3843913.0,1143133.0,2700780.0,4203101.0,1224280.0,2978821.0,49.0,28.1,23.5,33.3,0.0,0.0,Summer,2024,Normal,Dry,No_Snow,Warm,Weekend
1290,2024-07-14,2944228.0,868197.0,2076031.0,3069767.0,934730.0,2135037.0,33.0,28.4,24.9,32.1,0.4,0.0,Summer,2024,Normal,Light,No_Snow,Warm,Weekend
1291,2024-07-15,4911702.0,2086293.0,2825409.0,5469886.0,2592888.0,2876998.0,13.0,28.4,24.5,31.3,0.0,0.0,Summer,2024,Good,Dry,No_Snow,Warm,Weekday
1292,2024-07-16,4859951.0,2075205.0,2784746.0,5537305.0,2613286.0,2924019.0,14.0,27.0,24.6,30.7,17.0,0.0,Summer,2024,Good,Moderate,No_Snow,Warm,Weekday
1293,2024-07-17,4729001.0,2024017.0,2704984.0,5350237.0,2514067.0,2836170.0,13.0,25.4,24.1,28.1,98.8,0.0,Summer,2024,Good,Heavy,No_Snow,Warm,Weekday
1294,2024-07-18,4582007.0,2010816.0,2571191.0,5243757.0,2502937.0,2740820.0,11.0,24.3,23.1,25.6,128.8,0.0,Summer,2024,Good,Heavy,No_Snow,Warm,Weekday
1295,2024-07-19,5225395.0,2096234.0,3129161.0,5873441.0,2567878.0,3305563.0,24.0,27.0,24.2,30.8,0.1,0.0,Summer,2024,Good,Light,No_Snow,Warm,Weekday
1296,2024-07-20,3568052.0,1067401.0,2500651.0,3855254.0,1151793.0,2703461.0,17.0,27.2,25.1,30.6,14.9,0.0,Summer,2024,Good,Moderate,No_Snow,Warm,Weekend
1297,2024-07-21,2805176.0,826340.0,1978836.0,2869580.0,856006.0,2013574.0,18.0,26.5,22.5,29.8,8.5,0.0,Summer,2024,Good,Light,No_Snow,Warm,Weekend
1298,2024-07-22,4577085.0,1983568.0,2593517.0,5263021.0,2524990.0,2738031.0,28.0625,26.6,24.3,27.9,79.9,0.0,Summer,2024,Good,Heavy,No_Snow,Warm,Weekday
1299,2024-07-23,4729280.0,2004274.0,2725006.0,5443577.0,2556530.0,2887047.0,28.0625,26.4,25.8,27.3,2.0,0.0,Summer,2024,Good,Light,No_Snow,Warm,Weekday
1300,2024-07-24,4942599.0,2054588.0,2888011.0,5600133.0,2578606.0,3021527.0,28.0625,28.1,26.0,30.9,14.7,0.0,Summer,2024,Good,Moderate,No_Snow,Warm,Weekday
1301,2024-07-25,4953874.0,2040667.0,2913207.0,5642659.0,2570039.0,3072620.0,21.0,28.8,25.4,32.2,25.3,0.0,Summer,2024,Good,Moderate,No_Snow,Warm,Weekday
1302,2024-07-26,4897789.0,1968301.0,2929488.0,5619022.0,2457535.0,3161487.0,18.0,28.7,25.2,32.7,5.5,0.0,Summer,2024,Good,Light,No_Snow,Warm,Weekday
1303,2024-07-27,3481969.0,1033942.0,2448027.0,3721495.0,1089553.0,2631942.0,18.0,28.9,27.5,31.7,33.5,0.0,Summer,2024,Good,Moderate,No_Snow,Warm,Weekend
1304,2024-07-28,2820319.0,845341.0,1974978.0,2852129.0,862884.0,1989245.0,17.0,29.2,27.3,32.2,0.0,0.0,Summer,2024,Good,Dry,No_Snow,Warm,Weekend
1305,2024-07-29,4501804.0,1882967.0,2618837.0,5160525.0,2413364.0,2747161.0,19.0,27.4,26.8,27.8,0.0,0.0,Summer,2024,Good,Dry,No_Snow,Warm,Weekday
1306,2024-07-30,4703857.0,1939388.0,2764469.0,5385583.0,2472620.0,2912963.0,22.0,28.6,26.3,31.9,0.0,0.0,Summer,2024,Good,Dry,No_Snow,Warm,Weekday
1307,2024-07-31,4787883.0,1947768.0,2840115.0,5453840.0,2446384.0,3007456.0,16.0,29.4,27.0,33.3,0.0,0.0,Summer,2024,Good,Dry,No_Snow,Warm,Weekday
1308,2024-08-01,4637938.0,1899256.0,2738682.0,5272442.0,2391104.0,2881338.0,19.0,29.9,27.3,33.2,0.3,0.0,Summer,2024,Good,Light,No_Snow,Warm,Weekday
1310,2024-08-03,3427876.0,1025479.0,2402397.0,3612255.0,1048919.0,2563336.0,31.0,30.2,27.2,34.2,0.0,0.0,Summer,2024,Normal,Dry,No_Snow,Hot,Weekend
1311,2024-08-04,2670165.0,822947.0,1847218.0,2651942.0,824354.0,1827588.0,30.0,31.8,27.3,36.2,0.0,0.0,Summer,2024,Good,Dry,No_Snow,Hot,Weekend
1312,2024-08-05,4531431.0,1929730.0,2601701.0,4984036.0,2380030.0,2604006.0,30.0,30.0,26.9,33.7,1.3,0.0,Summer,2024,Good,Light,No_Snow,Hot,Weekday
1313,2024-08-06,4681817.0,1983004.0,2698813.0,5182314.0,2447954.0,2734360.0,18.0,29.5,25.6,33.5,0.0,0.0,Summer,2024,Good,Dry,No_Snow,Warm,Weekday
1314,2024-08-07,4743633.0,2004374.0,2739259.0,5243892.0,2455299.0,2788593.0,18.0,29.6,27.2,33.4,3.4,0.0,Summer,2024,Good,Light,No_Snow,Warm,Weekday
1315,2024-08-08,4739761.0,1984641.0,2755120.0,5317139.0,2463969.0,2853170.0,19.0,28.5,26.9,31.6,0.0,0.0,Summer,2024,Good,Dry,No_Snow,Warm,Weekday
1316,2024-08-09,4861612.0,1983362.0,2878250.0,5433795.0,2418025.0,3015770.0,26.0,29.3,25.6,33.6,0.0,0.0,Summer,2024,Good,Dry,No_Snow,Warm,Weekday
1317,2024-08-10,3632930.0,1101228.0,2531702.0,3746955.0,1111378.0,2635577.0,32.0,30.0,26.4,33.6,0.0,0.0,Summer,2024,Normal,Dry,No_Snow,Hot,Weekend
1318,2024-08-11,2747706.0,826971.0,1920735.0,2773688.0,836173.0,1937515.0,29.0,30.8,27.8,34.4,0.0,0.0,Summer,2024,Good,Dry,No_Snow,Hot,Weekend
1319,2024-08-12,4748353.0,2017181.0,2731172.0,5229840.0,2477949.0,2751891.0,28.0,31.1,28.2,34.1,0.0,0.0,Summer,2024,Good,Dry,No_Snow,Hot,Weekday
1320,2024-08-13,4853659.0,2049755.0,2803904.0,5392622.0,2527450.0,2865172.0,28.0,31.3,28.1,36.4,0.0,0.0,Summer,2024,Good,Dry,No_Snow,Hot,Weekday
1321,2024-08-14,4982337.0,2035387.0,2946950.0,5520763.0,2481146.0,3039617.0,26.0,30.0,27.3,34.9,3.0,0.0,Summer,2024,Good,Light,No_Snow,Hot,Weekday
1322,2024-08-15,2969491.0,879892.0,2089599.0,3072790.0,906463.0,2166327.0,24.0,29.2,26.7,34.6,6.4,0.0,Summer,2024,Good,Light,No_Snow,Warm,Weekend
1323,2024-08-16,4732694.0,1843658.0,2889036.0,4986030.0,2097150.0,2888880.0,22.0,29.8,26.8,34.3,0.0,0.0,Summer,2024,Good,Dry,No_Snow,Warm,Weekday
1324,2024-08-17,3449279.0,1034464.0,2414815.0,3544438.0,1053311.0,2491127.0,25.0,29.8,27.2,34.0,11.0,0.0,Summer,2024,Good,Moderate,No_Snow,Warm,Weekend
1325,2024-08-18,2765465.0,842106.0,1923359.0,2710593.0,832786.0,1877807.0,23.0,29.5,27.0,33.9,0.0,0.0,Summer,2024,Good,Dry,No_Snow,Warm,Weekend
1326,2024-08-19,4862523.0,2083674.0,2778849.0,5175965.0,2473247.0,2702718.0,26.0,29.7,26.3,35.3,2.3,0.0,Summer,2024,Good,Light,No_Snow,Warm,Weekday
1327,2024-08-20,4862523.0,2083674.0,2778849.0,5175965.0,2473247.0,2702718.0,26.0,31.4,27.0,35.4,0.0,0.0,Summer,2024,Good,Dry,No_Snow,Hot,Weekday
1328,2024-08-21,4847592.0,2099420.0,2748172.0,5224946.0,2484018.0,2740928.0,13.0,28.4,26.9,30.8,42.2,0.0,Summer,2024,Good,Moderate,No_Snow,Warm,Weekday
1329,2024-08-22,4925553.0,2116763.0,2808790.0,5386373.0,2521940.0,2864433.0,16.0,28.6,27.1,30.3,0.6,0.0,Summer,2024,Good,Light,No_Snow,Warm,Weekday
1330,2024-08-23,5207889.0,2115044.0,3092845.0,5699221.0,2511509.0,3187712.0,28.0,28.4,26.4,31.8,0.0,0.0,Summer,2024,Good,Dry,No_Snow,Warm,Weekday
1331,2024-08-24,3741387.0,1115077.0,2626310.0,3975597.0,1149339.0,2826258.0,40.0,27.6,25.1,30.9,2.0,0.0,Summer,2024,Normal,Light,No_Snow,Warm,Weekend
1332,2024-08-25,2877081.0,853124.0,2023957.0,2916018.0,869463.0,2046555.0,39.0,28.5,24.9,32.7,0.0,0.0,Summer,2024,Normal,Dry,No_Snow,Warm,Weekend
1333,2024-08-26,4905522.0,2079761.0,2825761.0,5322498.0,2520488.0,2802010.0,35.0,28.1,25.6,30.6,0.0,0.0,Summer,2024,Normal,Dry,No_Snow,Warm,Weekday
1334,2024-08-27,4992049.0,2135719.0,2856330.0,5502674.0,2577285.0,2925389.0,21.0,26.5,24.6,30.3,0.3,0.0,Summer,2024,Good,Light,No_Snow,Warm,Weekday
1335,2024-08-28,5106809.0,2136107.0,2970702.0,5588790.0,2579267.0,3009523.0,14.0,28.2,23.0,33.2,0.0,0.0,Summer,2024,Good,Dry,No_Snow,Warm,Weekday
1336,2024-08-29,5060894.0,2110862.0,2950032.0,5577741.0,2568210.0,3009531.0,12.0,28.4,23.4,33.5,0.0,0.0,Summer,2024,Good,Dry,No_Snow,Warm,Weekday
1337,2024-08-30,5235636.0,2121484.0,3114152.0,5748172.0,2540313.0,3207859.0,14.0,28.0,23.7,32.9,0.0,0.0,Summer,2024,Good,Dry,No_Snow,Warm,Weekday
1338,2024-08-31,3855906.0,1140220.0,2715686.0,4050877.0,1173059.0,2877818.0,37.0,27.6,22.6,33.0,0.0,0.0,Summer,2024,Normal,Dry,No_Snow,Warm,Weekend
1339,2024-09-01,2973063.0,881702.0,2091361.0,2976509.0,905970.0,2070539.0,30.0,27.1,24.6,31.6,0.0,0.0,Fall,2024,Good,Dry,No_Snow,Warm,Weekend
1340,2024-09-02,5017525.0,2151559.0,2865966.0,5495147.0,2634193.0,2860954.0,20.0,24.5,22.2,26.9,2.7,0.0,Fall,2024,Good,Light,No_Snow,Warm,Weekday
1341,2024-09-03,5195173.0,2210355.0,2984818.0,5704466.0,2693629.0,3010837.0,13.0,27.0,23.2,32.0,0.0,0.0,Fall,2024,Good,Dry,No_Snow,Warm,Weekday
