,date,avg_temp,min_temp,max_temp,day_type,season,year,at_grade
744,2023-01-15,-0.2,-3.5,3.8,Weekend,Winter,2023,cold
745,2023-01-16,-4.6,-6.8,-1.2,Weekday,Winter,2023,cold
746,2023-01-17,-3.7,-7.0,-0.4,Weekday,Winter,2023,cold
747,2023-01-18,-1.9,-4.6,2.2,Weekday,Winter,2023,cold
748,2023-01-19,-0.4,-6.0,4.3,Weekday,Winter,2023,cold
749,2023-01-20,-3.3,-7.7,2.0,Weekday,Winter,2023,cold
750,2023-01-21,-4.5,-10.5,1.5,Weekend,Winter,2023,cold
751,2023-01-22,-0.6,-2.8,2.6,Weekend,Winter,2023,cold
752,2023-01-23,-0.8,-6.9,4.6,Weekend,Winter,2023,cold
753,2023-01-24,-14.7,-17.0,-6.9,Weekend,Winter,2023,very_cold
754,2023-01-25,-11.3,-17.3,-5.4,Weekday,Winter,2023,very_cold
755,2023-01-26,-6.0,-9.0,-3.5,Weekday,Winter,2023,cold
756,2023-01-27,-7.3,-9.6,-3.8,Weekday,Winter,2023,cold
757,2023-01-28,-6.0,-11.2,-0.6,Weekend,Winter,2023,cold
758,2023-01-29,-1.8,-8.0,4.9,Weekend,Winter,2023,cold
759,2023-01-30,-0.9,-4.4,4.2,Weekday,Winter,2023,cold
760,2023-01-31,2.4,-3.5,7.8,Weekday,Winter,2023,mild
761,2023-02-01,0.9,-3.0,6.0,Weekday,Winter,2023,mild
762,2023-02-02,-2.4,-5.1,1.4,Weekday,Winter,2023,cold
763,2023-02-03,-1.6,-3.9,3.4,Weekday,Winter,2023,cold
764,2023-02-04,-0.2,-5.2,6.0,Weekend,Winter,2023,cold
765,2023-02-05,1.7,-3.3,7.1,Weekend,Winter,2023,mild
766,2023-02-06,3.0,-1.7,8.8,Weekday,Winter,2023,mild
767,2023-02-07,3.5,-0.6,9.5,Weekday,Winter,2023,mild
768,2023-02-08,2.1,-1.3,7.8,Weekday,Winter,2023,mild
769,2023-02-09,4.0,-2.8,9.9,Weekday,Winter,2023,mild
770,2023-02-10,3.8,1.1,6.2,Weekday,Winter,2023,mild
771,2023-02-11,2.8,-1.2,8.5,Weekend,Winter,2023,mild
772,2023-02-12,3.7,-0.9,7.6,Weekend,Winter,2023,mild
773,2023-02-13,5.9,2.7,8.4,Weekday,Winter,2023,mild
774,2023-02-14,1.7,-2.5,6.6,Weekday,Winter,2023,mild
775,2023-02-15,3.2,-1.2,8.9,Weekday,Winter,2023,mild
776,2023-02-16,2.3,-0.7,4.5,Weekday,Winter,2023,mild
777,2023-02-17,3.4,-1.5,9.8,Weekday,Winter,2023,mild
778,2023-02-18,5.7,3.0,8.1,Weekend,Winter,2023,mild
779,2023-02-19,3.5,0.2,6.1,Weekend,Winter,2023,mild
780,2023-02-20,-0.5,-3.5,2.4,Weekday,Winter,2023,cold
781,2023-02-21,-1.3,-5.3,4.8,Weekday,Winter,2023,cold
782,2023-02-22,1.2,-4.5,8.4,Weekday,Winter,2023,mild
783,2023-02-23,2.9,-1.8,9.2,Weekday,Winter,2023,mild
784,2023-02-24,3.5,-0.4,8.5,Weekday,Winter,2023,mild
785,2023-02-25,0.7,-2.9,5.7,Weekend,Winter,2023,mild
786,2023-02-26,2.2,-3.4,9.4,Weekend,Winter,2023,mild
787,2023-02-27,4.4,-1.8,12.4,Weekday,Winter,2023,mild
788,2023-02-28,4.3,-0.7,8.7,Weekday,Winter,2023,mild
789,2023-03-01,6.0,2.9,9.0,Weekend,Spring,2023,mild
790,2023-03-02,2.2,-1.8,6.6,Weekday,Spring,2023,mild
791,2023-03-03,4.6,-1.9,10.4,Weekday,Spring,2023,mild
792,2023-03-04,7.7,3.7,14.1,Weekend,Spring,2023,mild
793,2023-03-05,8.0,2.5,15.4,Weekend,Spring,2023,mild
794,2023-03-06,9.2,2.2,16.5,Weekday,Spring,2023,mild
795,2023-03-07,11.7,6.3,19.4,Weekday,Spring,2023,mild
796,2023-03-08,12.5,7.4,17.7,Weekday,Spring,2023,mild
797,2023-03-09,10.3,7.4,13.1,Weekday,Spring,2023,mild
798,2023-03-10,13.5,6.2,22.2,Weekday,Spring,2023,mild
799,2023-03-11,15.2,10.2,22.8,Weekend,Spring,2023,warm
800,2023-03-12,5.9,0.6,12.6,Weekend,Spring,2023,mild
801,2023-03-13,2.9,-1.9,7.6,Weekday,Spring,2023,mild
802,2023-03-14,9.2,3.3,15.4,Weekday,Spring,2023,mild
803,2023-03-15,8.6,3.5,14.4,Weekday,Spring,2023,mild
804,2023-03-16,4.6,0.4,9.0,Weekday,Spring,2023,mild
805,2023-03-17,7.2,0.7,12.7,Weekday,Spring,2023,mild
806,2023-03-18,7.7,2.5,14.0,Weekend,Spring,2023,mild
807,2023-03-19,8.3,2.3,15.2,Weekend,Spring,2023,mild
808,2023-03-20,9.5,2.6,17.1,Weekday,Spring,2023,mild
809,2023-03-21,13.0,5.0,22.2,Weekday,Spring,2023,mild
810,2023-03-22,17.0,9.2,25.1,Weekday,Spring,2023,warm
811,2023-03-23,17.4,12.3,23.3,Weekday,Spring,2023,warm
812,2023-03-24,12.5,7.6,18.3,Weekday,Spring,2023,mild
813,2023-03-25,12.5,8.0,18.7,Weekend,Spring,2023,mild
814,2023-03-26,9.4,4.7,14.0,Weekend,Spring,2023,mild
815,2023-03-27,7.3,1.9,14.5,Weekday,Spring,2023,mild
816,2023-03-28,9.2,2.8,15.7,Weekday,Spring,2023,mild
817,2023-03-29,11.8,5.1,19.7,Weekday,Spring,2023,mild
818,2023-03-30,13.3,6.4,21.2,Weekday,Spring,2023,mild
819,2023-03-31,15.0,7.5,23.9,Weekday,Spring,2023,warm
820,2023-04-01,17.5,9.4,25.6,Weekend,Spring,2023,warm
821,2023-04-02,18.8,11.9,25.2,Weekend,Spring,2023,warm
822,2023-04-03,19.0,11.3,25.9,Weekday,Spring,2023,warm
823,2023-04-04,17.6,12.7,21.7,Weekday,Spring,2023,warm
824,2023-04-05,11.9,8.7,14.9,Weekday,Spring,2023,mild
825,2023-04-06,8.8,7.4,9.7,Weekday,Spring,2023,mild
826,2023-04-07,8.9,4.6,15.7,Weekday,Spring,2023,mild
827,2023-04-08,8.8,3.1,14.9,Weekend,Spring,2023,mild
828,2023-04-09,10.8,3.5,17.8,Weekend,Spring,2023,mild
829,2023-04-10,13.2,6.2,19.1,Weekday,Spring,2023,mild
830,2023-04-11,13.1,9.2,17.4,Weekday,Spring,2023,mild
831,2023-04-12,10.1,4.8,15.3,Weekday,Spring,2023,mild
832,2023-04-13,11.9,5.1,17.2,Weekday,Spring,2023,mild
833,2023-04-14,16.2,11.9,21.3,Weekday,Spring,2023,warm
834,2023-04-15,13.5,9.3,16.6,Weekend,Spring,2023,mild
835,2023-04-16,10.8,7.5,16.1,Weekend,Spring,2023,mild
836,2023-04-17,13.1,6.8,18.1,Weekday,Spring,2023,mild
837,2023-04-18,14.0,10.7,18.4,Weekday,Spring,2023,mild
838,2023-04-19,19.1,11.5,28.4,Weekday,Spring,2023,warm
839,2023-04-20,15.8,14.5,18.9,Weekday,Spring,2023,warm
840,2023-04-21,16.7,11.4,22.8,Weekday,Spring,2023,warm
841,2023-04-22,16.9,12.2,22.5,Weekend,Spring,2023,warm
842,2023-04-23,16.1,10.7,22.1,Weekend,Spring,2023,warm
843,2023-04-24,15.8,11.5,21.3,Weekday,Spring,2023,warm
844,2023-04-25,10.9,9.0,13.2,Weekday,Spring,2023,mild
845,2023-04-26,10.2,7.4,13.5,Weekday,Spring,2023,mild
846,2023-04-27,12.9,5.1,20.0,Weekday,Spring,2023,mild
847,2023-04-28,15.7,9.0,21.3,Weekday,Spring,2023,warm
848,2023-04-29,13.2,9.9,15.8,Weekend,Spring,2023,mild
849,2023-04-30,12.7,7.9,17.9,Weekend,Spring,2023,mild
850,2023-05-01,14.6,9.8,20.8,Weekday,Spring,2023,mild
851,2023-05-02,16.7,9.1,23.7,Weekday,Spring,2023,warm
852,2023-05-03,19.5,12.4,26.2,Weekday,Spring,2023,warm
853,2023-05-04,21.4,15.6,25.8,Weekday,Spring,2023,warm
854,2023-05-05,18.4,15.5,21.6,Weekend,Spring,2023,warm
855,2023-05-06,12.6,11.7,15.5,Weekend,Spring,2023,mild
856,2023-05-07,14.4,11.1,18.6,Weekend,Spring,2023,mild
857,2023-05-08,15.3,7.9,22.0,Weekday,Spring,2023,warm
858,2023-05-09,17.0,10.0,24.4,Weekday,Spring,2023,warm
859,2023-05-10,18.4,10.7,26.0,Weekday,Spring,2023,warm
860,2023-05-11,19.5,12.8,26.7,Weekday,Spring,2023,warm
861,2023-05-12,18.4,13.1,24.7,Weekday,Spring,2023,warm
862,2023-05-13,17.8,12.6,23.9,Weekend,Spring,2023,warm
863,2023-05-14,18.1,12.9,23.8,Weekend,Spring,2023,warm
864,2023-05-15,20.6,12.8,27.9,Weekday,Spring,2023,warm
865,2023-05-16,24.0,17.2,31.2,Weekday,Spring,2023,warm
866,2023-05-17,23.5,18.6,28.7,Weekday,Spring,2023,warm
867,2023-05-18,21.2,18.8,27.6,Weekday,Spring,2023,warm
868,2023-05-19,22.3,16.7,27.8,Weekday,Spring,2023,warm
869,2023-05-20,21.2,16.6,26.7,Weekend,Spring,2023,warm
870,2023-05-21,17.8,15.3,21.9,Weekend,Spring,2023,warm
871,2023-05-22,20.3,15.9,26.8,Weekday,Spring,2023,warm
872,2023-05-23,20.5,14.1,26.9,Weekday,Spring,2023,warm
873,2023-05-24,20.6,14.8,25.9,Weekday,Spring,2023,warm
874,2023-05-25,21.2,15.7,27.4,Weekday,Spring,2023,warm
875,2023-05-26,21.4,15.8,27.3,Weekday,Spring,2023,warm
876,2023-05-27,19.3,18.6,20.7,Weekend,Spring,2023,warm
877,2023-05-28,19.2,18.4,20.2,Weekend,Spring,2023,warm
878,2023-05-29,23.2,19.0,28.5,Weekday,Spring,2023,warm
879,2023-05-30,24.0,20.5,28.9,Weekday,Spring,2023,warm
880,2023-05-31,22.8,18.8,28.2,Weekday,Spring,2023,warm
881,2023-06-01,22.8,19.7,26.3,Weekday,Summer,2023,warm
882,2023-06-02,20.4,17.9,25.0,Weekday,Summer,2023,warm
883,2023-06-03,22.0,16.6,27.8,Weekend,Summer,2023,warm
884,2023-06-04,22.1,16.9,28.0,Weekend,Summer,2023,warm
885,2023-06-05,21.5,17.6,26.3,Weekday,Summer,2023,warm
886,2023-06-06,20.3,17.3,25.2,Weekend,Summer,2023,warm
887,2023-06-07,21.4,18.9,25.7,Weekday,Summer,2023,warm
888,2023-06-08,20.4,18.3,23.9,Weekday,Summer,2023,warm
889,2023-06-09,23.3,18.3,28.4,Weekday,Summer,2023,warm
890,2023-06-10,23.2,19.6,28.5,Weekend,Summer,2023,warm
891,2023-06-11,22.1,17.9,27.3,Weekend,Summer,2023,warm
892,2023-06-12,22.2,18.4,27.5,Weekday,Summer,2023,warm
893,2023-06-13,22.0,19.2,26.0,Weekday,Summer,2023,warm
894,2023-06-14,20.6,17.5,25.0,Weekday,Summer,2023,warm
895,2023-06-15,22.7,17.7,28.3,Weekday,Summer,2023,warm
896,2023-06-16,23.7,19.1,28.9,Weekday,Summer,2023,warm
897,2023-06-17,24.2,18.9,30.2,Weekend,Summer,2023,warm
898,2023-06-18,25.9,20.8,32.6,Weekend,Summer,2023,warm
899,2023-06-19,28.5,23.3,34.0,Weekday,Summer,2023,warm
900,2023-06-20,24.7,21.4,26.4,Weekday,Summer,2023,warm
901,2023-06-21,20.5,19.2,22.1,Weekday,Summer,2023,warm
902,2023-06-22,22.5,18.9,26.4,Weekday,Summer,2023,warm
903,2023-06-23,24.4,20.0,29.9,Weekday,Summer,2023,warm
904,2023-06-24,26.4,21.9,31.1,Weekend,Summer,2023,warm
905,2023-06-25,28.2,22.8,33.1,Weekend,Summer,2023,warm
906,2023-06-26,24.2,22.3,27.5,Weekday,Summer,2023,warm
907,2023-06-27,25.3,21.4,29.1,Weekday,Summer,2023,warm
908,2023-06-28,26.5,24.2,30.1,Weekday,Summer,2023,warm
909,2023-06-29,24.2,23.2,25.9,Weekday,Summer,2023,warm
910,2023-06-30,25.3,23.2,29.1,Weekday,Summer,2023,warm
911,2023-07-01,27.7,23.3,32.9,Weekend,Summer,2023,warm
912,2023-07-02,26.7,23.5,30.6,Weekend,Summer,2023,warm
913,2023-07-03,29.1,24.1,34.9,Weekday,Summer,2023,warm
914,2023-07-04,26.1,24.5,29.2,Weekday,Summer,2023,warm
915,2023-07-05,24.5,22.1,27.1,Weekday,Summer,2023,warm
916,2023-07-06,27.3,22.4,31.8,Weekday,Summer,2023,warm
917,2023-07-07,26.7,23.3,31.4,Weekday,Summer,2023,warm
918,2023-07-08,25.6,22.4,29.7,Weekend,Summer,2023,warm
919,2023-07-09,24.7,21.6,27.0,Weekend,Summer,2023,warm
920,2023-07-10,26.3,22.9,30.9,Weekday,Summer,2023,warm
921,2023-07-11,23.5,21.6,25.9,Weekday,Summer,2023,warm
922,2023-07-12,25.8,22.0,29.1,Weekday,Summer,2023,warm
923,2023-07-13,25.2,24.7,26.5,Weekday,Summer,2023,warm
924,2023-07-14,24.6,23.9,25.1,Weekday,Summer,2023,warm
925,2023-07-15,24.5,23.7,25.7,Weekend,Summer,2023,warm
926,2023-07-16,24.6,23.7,25.4,Weekend,Summer,2023,warm
927,2023-07-17,25.5,23.7,27.8,Weekday,Summer,2023,warm
928,2023-07-18,25.2,24.1,27.7,Weekday,Summer,2023,warm
929,2023-07-19,27.2,22.5,32.4,Weekday,Summer,2023,warm
930,2023-07-20,27.9,24.0,32.8,Weekday,Summer,2023,warm
931,2023-07-21,29.5,24.6,34.3,Weekday,Summer,2023,warm
932,2023-07-22,27.7,24.6,32.5,Weekend,Summer,2023,warm
933,2023-07-23,25.2,24.5,25.8,Weekend,Summer,2023,warm
934,2023-07-24,26.9,24.6,30.0,Weekday,Summer,2023,warm
935,2023-07-25,27.8,25.8,30.5,Weekday,Summer,2023,warm
936,2023-07-26,27.6,24.9,31.1,Weekday,Summer,2023,warm
937,2023-07-27,28.4,24.4,32.2,Weekday,Summer,2023,warm
938,2023-07-28,29.5,25.4,34.1,Weekday,Summer,2023,warm
939,2023-07-29,29.1,26.1,33.3,Weekend,Summer,2023,warm
940,2023-07-30,28.8,24.9,34.9,Weekend,Summer,2023,warm
941,2023-07-31,28.7,25.6,33.4,Weekday,Summer,2023,warm
942,2023-08-01,29.9,25.5,34.2,Weekday,Summer,2023,warm
943,2023-08-02,29.7,26.8,33.7,Weekday,Summer,2023,warm
944,2023-08-03,29.5,25.8,33.8,Weekday,Summer,2023,warm
945,2023-08-04,30.0,26.5,34.4,Weekday,Summer,2023,hot
946,2023-08-05,30.3,26.4,34.9,Weekend,Summer,2023,hot
947,2023-08-06,29.8,27.0,33.0,Weekend,Summer,2023,warm
948,2023-08-07,30.4,27.3,34.6,Weekday,Summer,2023,hot
949,2023-08-08,30.9,26.4,35.8,Weekday,Summer,2023,hot
950,2023-08-09,28.3,25.1,31.6,Weekday,Summer,2023,warm
951,2023-08-10,22.2,20.9,25.1,Weekday,Summer,2023,warm
952,2023-08-11,23.5,21.6,24.9,Weekday,Summer,2023,warm
953,2023-08-12,23.3,22.5,24.1,Weekend,Summer,2023,warm
954,2023-08-13,27.0,22.6,31.1,Weekend,Summer,2023,warm
955,2023-08-14,28.1,24.8,31.9,Weekday,Summer,2023,warm
956,2023-08-15,28.6,24.7,32.7,Weekday,Summer,2023,warm
957,2023-08-16,27.3,24.7,31.6,Weekday,Summer,2023,warm
958,2023-08-17,28.2,24.5,32.4,Weekday,Summer,2023,warm
959,2023-08-18,29.1,25.5,33.3,Weekday,Summer,2023,warm
960,2023-08-19,29.1,26.4,33.6,Weekend,Summer,2023,warm
961,2023-08-20,28.3,25.5,31.8,Weekend,Summer,2023,warm
962,2023-08-21,29.5,26.0,33.6,Weekday,Summer,2023,warm
963,2023-08-22,27.6,25.8,32.2,Weekday,Summer,2023,warm
964,2023-08-23,24.8,23.2,27.2,Weekday,Summer,2023,warm
965,2023-08-24,25.1,22.3,27.8,Weekday,Summer,2023,warm
966,2023-08-25,26.5,24.0,30.0,Weekday,Summer,2023,warm
967,2023-08-26,26.4,23.3,30.3,Weekend,Summer,2023,warm
968,2023-08-27,26.1,22.7,29.6,Weekend,Summer,2023,warm
969,2023-08-28,22.7,20.8,25.6,Weekday,Summer,2023,warm
970,2023-08-29,23.9,22.5,25.5,Weekday,Summer,2023,warm
971,2023-08-30,22.8,21.5,24.5,Weekday,Summer,2023,warm
972,2023-08-31,23.9,21.0,28.9,Weekday,Summer,2023,warm
973,2023-09-01,24.5,19.7,29.6,Weekday,Fall,2023,warm
974,2023-09-02,25.4,19.7,30.8,Weekend,Fall,2023,warm
975,2023-09-03,25.8,23.1,28.8,Weekend,Fall,2023,warm
976,2023-09-04,27.0,24.3,30.2,Weekday,Fall,2023,warm
977,2023-09-05,28.5,25.0,32.8,Weekday,Fall,2023,warm
978,2023-09-06,27.9,24.0,32.1,Weekday,Fall,2023,warm
979,2023-09-07,26.3,20.9,31.6,Weekday,Fall,2023,warm
980,2023-09-08,25.3,19.6,30.5,Weekday,Fall,2023,warm
981,2023-09-09,25.8,20.8,31.2,Weekend,Fall,2023,warm
982,2023-09-10,25.7,22.0,29.6,Weekend,Fall,2023,warm
983,2023-09-11,25.5,23.1,29.8,Weekday,Fall,2023,warm
984,2023-09-12,25.7,21.7,29.8,Weekday,Fall,2023,warm
985,2023-09-13,22.1,19.6,24.6,Weekday,Fall,2023,warm
986,2023-09-14,23.4,19.2,27.2,Weekday,Fall,2023,warm
987,2023-09-15,22.3,20.3,24.3,Weekday,Fall,2023,warm
988,2023-09-16,23.9,22.0,26.6,Weekend,Fall,2023,warm
989,2023-09-17,24.7,22.0,28.0,Weekend,Fall,2023,warm
990,2023-09-18,24.7,22.1,28.9,Weekday,Fall,2023,warm
991,2023-09-19,24.1,21.6,27.2,Weekday,Fall,2023,warm
992,2023-09-20,20.6,18.8,23.9,Weekday,Fall,2023,warm
993,2023-09-21,20.1,17.5,23.6,Weekday,Fall,2023,warm
994,2023-09-22,20.5,15.2,26.7,Weekday,Fall,2023,warm
995,2023-09-23,21.8,16.3,27.6,Weekend,Fall,2023,warm
996,2023-09-24,21.8,17.9,26.2,Weekend,Fall,2023,warm
997,2023-09-25,21.6,17.9,26.0,Weekday,Fall,2023,warm
998,2023-09-26,19.9,18.6,20.8,Weekday,Fall,2023,warm
999,2023-09-27,21.5,20.0,23.7,Weekday,Fall,2023,warm
1000,2023-09-28,22.7,19.6,27.3,Weekend,Fall,2023,warm
1001,2023-09-29,21.1,17.4,26.9,Weekend,Fall,2023,warm
1002,2023-09-30,19.7,17.1,22.2,Weekend,Fall,2023,warm
1003,2023-10-01,18.4,14.4,23.7,Weekend,Fall,2023,warm
1004,2023-10-02,18.2,12.9,24.6,Weekend,Fall,2023,warm
1005,2023-10-03,17.5,14.4,22.5,Weekend,Fall,2023,warm
1006,2023-10-04,17.3,14.2,23.2,Weekday,Fall,2023,warm
1007,2023-10-05,14.2,9.9,19.2,Weekday,Fall,2023,mild
1008,2023-10-06,15.5,9.6,21.5,Weekday,Fall,2023,warm
1009,2023-10-07,16.8,11.7,21.2,Weekend,Fall,2023,warm
1010,2023-10-08,17.1,15.2,19.5,Weekend,Fall,2023,warm
1011,2023-10-09,17.4,14.1,22.4,Weekend,Fall,2023,warm
1012,2023-10-10,17.1,11.9,23.5,Weekday,Fall,2023,warm
1013,2023-10-11,17.6,12.9,24.0,Weekday,Fall,2023,warm
1014,2023-10-12,17.5,12.0,24.1,Weekday,Fall,2023,warm
1015,2023-10-13,17.5,14.3,21.5,Weekday,Fall,2023,warm
1016,2023-10-14,14.7,12.9,18.2,Weekend,Fall,2023,mild
1017,2023-10-15,16.1,10.9,21.2,Weekend,Fall,2023,warm
1018,2023-10-16,14.7,10.7,19.6,Weekday,Fall,2023,mild
1019,2023-10-17,13.8,7.5,20.9,Weekday,Fall,2023,mild
1020,2023-10-18,15.7,9.2,21.6,Weekday,Fall,2023,warm
1021,2023-10-19,17.0,14.9,18.9,Weekday,Fall,2023,warm
1022,2023-10-20,11.6,7.2,15.1,Weekday,Fall,2023,mild
1023,2023-10-21,10.4,5.9,16.6,Weekend,Fall,2023,mild
1024,2023-10-22,12.5,5.4,18.7,Weekend,Fall,2023,mild
1025,2023-10-23,15.2,11.1,21.4,Weekday,Fall,2023,warm
1026,2023-10-24,15.6,11.2,19.3,Weekday,Fall,2023,warm
1027,2023-10-25,16.6,12.7,21.9,Weekday,Fall,2023,warm
1028,2023-10-26,17.2,14.6,21.1,Weekday,Fall,2023,warm
1029,2023-10-27,15.7,12.6,20.2,Weekday,Fall,2023,warm
1030,2023-10-28,14.2,9.4,20.7,Weekend,Fall,2023,mild
1031,2023-10-29,14.9,9.8,21.8,Weekend,Fall,2023,mild
1032,2023-10-30,15.1,9.7,21.9,Weekday,Fall,2023,warm
1033,2023-10-31,16.5,12.7,20.8,Weekday,Fall,2023,warm
1034,2023-11-01,19.0,17.2,20.6,Weekday,Fall,2023,warm
1035,2023-11-02,20.8,18.7,25.9,Weekday,Fall,2023,warm
1036,2023-11-03,19.5,17.7,22.4,Weekday,Fall,2023,warm
1037,2023-11-04,17.4,14.1,20.9,Weekend,Fall,2023,warm
1038,2023-11-05,17.3,15.1,20.4,Weekend,Fall,2023,warm
1039,2023-11-06,13.3,6.6,19.3,Weekday,Fall,2023,mild
1040,2023-11-07,5.8,3.6,9.9,Weekday,Fall,2023,mild
1041,2023-11-08,8.4,1.8,16.1,Weekday,Fall,2023,mild
1042,2023-11-09,11.4,5.9,18.4,Weekday,Fall,2023,mild
1043,2023-11-10,3.4,0.5,9.1,Weekday,Fall,2023,mild
1044,2023-11-11,1.7,-1.9,6.7,Weekend,Fall,2023,mild
1045,2023-11-12,1.2,-2.0,5.7,Weekend,Fall,2023,mild
1046,2023-11-13,2.0,-2.2,6.7,Weekday,Fall,2023,mild
1047,2023-11-14,5.0,-0.8,10.8,Weekday,Fall,2023,mild
1048,2023-11-15,7.0,2.0,12.5,Weekday,Fall,2023,mild
1049,2023-11-16,6.6,5.7,7.4,Weekday,Fall,2023,mild
1050,2023-11-17,1.6,-1.9,5.9,Weekday,Fall,2023,mild
1051,2023-11-18,0.6,-3.8,5.7,Weekend,Fall,2023,mild
1052,2023-11-19,5.9,-0.3,13.4,Weekend,Fall,2023,mild
1053,2023-11-20,6.2,1.8,12.8,Weekday,Fall,2023,mild
1054,2023-11-21,7.4,1.4,14.8,Weekday,Fall,2023,mild
1055,2023-11-22,9.5,2.9,15.1,Weekday,Fall,2023,mild
1056,2023-11-23,9.9,1.9,14.6,Weekday,Fall,2023,mild
1057,2023-11-24,-1.5,-4.4,2.2,Weekday,Fall,2023,cold
1058,2023-11-25,-1.3,-5.9,4.0,Weekend,Fall,2023,cold
1059,2023-11-26,4.0,-0.1,7.2,Weekend,Fall,2023,mild
1060,2023-11-27,6.2,4.4,9.3,Weekday,Fall,2023,mild
1061,2023-11-28,1.3,-1.2,5.2,Weekday,Fall,2023,mild
1062,2023-11-29,-1.4,-4.0,3.0,Weekday,Fall,2023,cold
1063,2023-11-30,-4.3,-7.3,-0.5,Weekday,Fall,2023,cold
1064,2023-12-01,-3.2,-6.8,0.7,Weekday,Winter,2023,cold
1065,2023-12-02,2.0,-4.4,8.0,Weekend,Winter,2023,mild
1066,2023-12-03,0.8,-2.8,6.0,Weekend,Winter,2023,mild
1067,2023-12-04,2.7,-3.0,9.4,Weekday,Winter,2023,mild
1068,2023-12-05,6.8,3.8,12.6,Weekday,Winter,2023,mild
1069,2023-12-06,6.1,3.9,8.7,Weekday,Winter,2023,mild
1070,2023-12-07,6.6,0.8,11.4,Weekday,Winter,2023,mild
1071,2023-12-08,11.2,5.1,16.8,Weekday,Winter,2023,mild
1072,2023-12-09,13.7,11.7,16.2,Weekend,Winter,2023,mild
1073,2023-12-10,11.4,6.7,15.5,Weekend,Winter,2023,mild
1074,2023-12-11,8.9,5.0,12.3,Weekday,Winter,2023,mild
1075,2023-12-12,5.4,3.5,9.3,Weekday,Winter,2023,mild
1076,2023-12-13,6.8,2.6,10.3,Weekday,Winter,2023,mild
1077,2023-12-14,7.6,6.2,9.1,Weekday,Winter,2023,mild
1078,2023-12-15,4.9,3.7,6.2,Weekday,Winter,2023,mild
1079,2023-12-16,-4.1,-9.9,3.8,Weekend,Winter,2023,cold
1080,2023-12-17,-9.8,-12.4,-6.4,Weekend,Winter,2023,cold
1081,2023-12-18,-7.7,-12.2,-3.6,Weekday,Winter,2023,cold
1082,2023-12-19,-3.7,-8.2,0.2,Weekday,Winter,2023,cold
1083,2023-12-20,-7.4,-11.9,-2.1,Weekday,Winter,2023,cold
1084,2023-12-21,-11.7,-14.4,-8.0,Weekday,Winter,2023,very_cold
1085,2023-12-22,-11.6,-14.7,-8.0,Weekday,Winter,2023,very_cold
1086,2023-12-23,-6.8,-12.7,-0.9,Weekend,Winter,2023,cold
1087,2023-12-24,-2.2,-5.6,3.0,Weekend,Winter,2023,cold
1088,2023-12-25,-0.7,-2.7,2.1,Weekend,Winter,2023,cold
1089,2023-12-26,1.9,-2.6,7.2,Weekday,Winter,2023,mild
1090,2023-12-27,1.5,-2.8,6.8,Weekday,Winter,2023,mild
1091,2023-12-28,1.2,-1.7,4.4,Weekday,Winter,2023,mild
1092,2023-12-29,1.3,-1.5,4.6,Weekday,Winter,2023,mild
1093,2023-12-30,0.6,-0.9,2.1,Weekend,Winter,2023,mild
1094,2023-12-31,2.1,0.6,4.3,Weekend,Winter,2023,mild
1095,2024-01-01,3.3,-0.3,7.3,Weekend,Winter,2024,mild
1096,2024-01-02,2.9,2.2,4.3,Weekday,Winter,2024,mild
1097,2024-01-03,1.8,-1.1,4.0,Weekday,Winter,2024,mild
1098,2024-01-04,1.4,-3.3,4.7,Weekday,Winter,2024,mild
1099,2024-01-05,5.0,1.4,9.1,Weekday,Winter,2024,mild
1100,2024-01-06,0.7,-2.7,5.2,Weekend,Winter,2024,mild
1101,2024-01-07,-4.4,-8.3,-0.9,Weekend,Winter,2024,cold
1102,2024-01-08,-4.7,-10.3,0.0,Weekday,Winter,2024,cold
1103,2024-01-09,-0.6,-1.9,0.4,Weekday,Winter,2024,cold
1104,2024-01-10,-1.0,-4.1,3.3,Weekday,Winter,2024,cold
1105,2024-01-11,1.7,-2.4,4.5,Weekday,Winter,2024,mild
1106,2024-01-12,0.9,-1.4,4.2,Weekday,Winter,2024,mild
1107,2024-01-13,0.4,-3.8,6.4,Weekend,Winter,2024,mild
1108,2024-01-14,-0.6,-3.3,2.4,Weekend,Winter,2024,cold
1109,2024-01-15,-3.7,-6.9,0.9,Weekday,Winter,2024,cold
1110,2024-01-16,-2.1,-7.2,4.3,Weekday,Winter,2024,cold
1111,2024-01-17,0.6,-2.3,1.9,Weekday,Winter,2024,mild
1112,2024-01-18,4.5,1.4,9.4,Weekday,Winter,2024,mild
1113,2024-01-19,5.4,4.0,9.0,Weekday,Winter,2024,mild
1114,2024-01-20,3.4,1.9,4.9,Weekend,Winter,2024,mild
1115,2024-01-21,1.7,-2.4,4.3,Weekend,Winter,2024,mild
1116,2024-01-22,-8.7,-11.9,-2.4,Weekday,Winter,2024,cold
1117,2024-01-23,-11.7,-14.0,-8.2,Weekday,Winter,2024,very_cold
1118,2024-01-24,-8.0,-11.2,-3.7,Weekday,Winter,2024,cold
1119,2024-01-25,-5.3,-9.7,-0.5,Weekday,Winter,2024,cold
1120,2024-01-26,-1.7,-6.9,4.0,Weekday,Winter,2024,cold
1121,2024-01-27,-0.5,-4.6,4.6,Weekend,Winter,2024,cold
1122,2024-01-28,-1.5,-5.0,3.8,Weekend,Winter,2024,cold
