,지점명,측정일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),합계 일사량(MJ/m2),평균 전운량(1/10),미세먼지_평균,미세먼지_최소,미세먼지_최대,미세먼지_표준편차,초미세먼지_평균,초미세먼지_최소,초미세먼지_최대,초미세먼지_표준편차
871,서울,2016-05-21,24.1,17.8,30.4,0.0,2.0,24.05,2.6,41.44,28.0,63.0,8.12,25.79,12.0,39.0,4.31
872,서울,2016-05-22,24.7,17.6,31.7,0.0,1.9,24.63,2.8,58.03,39.0,80.0,10.31,37.79,19.0,55.0,6.28
873,서울,2016-05-23,23.3,18.3,29.4,0.0,2.1,17.7,7.5,71.0,51.0,100.0,11.05,44.9,22.0,61.0,6.66
874,서울,2016-05-24,16.8,15.4,21.8,38.5,2.6,7.08,7.0,34.82,29.0,47.0,4.81,23.28,13.0,33.0,3.01
875,서울,2016-05-25,19.7,15.3,24.4,0.0,2.7,15.6,6.9,92.64,79.0,123.0,9.48,60.9,31.0,77.0,8.53
876,서울,2016-05-26,19.4,17.5,22.9,0.0,1.8,8.3,8.1,109.62,94.0,137.0,9.78,70.36,37.0,93.0,11.84
877,서울,2016-05-27,20.9,14.8,27.1,0.0,1.7,20.68,7.1,92.72,74.0,117.0,9.51,53.95,27.0,77.0,9.33
878,서울,2016-05-28,21.7,17.2,28.0,0.0,2.1,23.9,2.9,79.03,54.0,105.0,9.97,39.44,20.0,53.0,5.88
879,서울,2016-05-29,21.5,17.2,27.6,0.0,2.3,20.67,4.1,84.26,57.0,115.0,12.09,41.49,21.0,55.0,7.15
880,서울,2016-05-30,22.1,16.9,28.9,0.0,2.4,24.57,0.0,94.26,56.0,130.0,13.69,52.33,24.0,68.0,10.32
881,서울,2016-05-31,21.6,17.4,27.6,0.0,2.5,21.99,2.9,81.18,68.0,104.0,8.8,44.9,21.0,62.0,7.88
882,서울,2016-06-01,23.3,17.1,29.9,0.0,2.1,24.45,2.4,43.85,27.0,64.0,7.63,21.77,11.0,35.0,4.06
883,서울,2016-06-02,23.2,17.2,29.1,0.0,2.4,25.38,0.6,38.41,23.0,58.0,8.34,18.21,9.0,32.0,4.12
884,서울,2016-06-03,22.2,17.6,27.7,0.0,2.2,22.84,4.0,48.36,32.0,73.0,8.44,25.44,13.0,35.0,3.85
885,서울,2016-06-04,21.2,18.2,26.3,0.0,1.6,11.24,7.5,54.67,39.0,71.0,8.76,28.1,14.0,39.0,4.62
886,서울,2016-06-05,24.7,17.3,32.2,0.0,1.7,24.43,3.5,52.03,35.0,71.0,8.05,28.41,13.0,42.0,4.46
887,서울,2016-06-06,23.3,20.8,28.4,0.0,2.3,15.57,7.4,24.82,15.0,41.0,5.83,14.0,7.0,23.0,3.1
888,서울,2016-06-07,21.7,19.6,25.9,0.1,1.7,9.42,6.8,44.95,32.0,66.0,7.99,26.9,14.0,40.0,4.2
889,서울,2016-06-08,22.1,18.2,27.7,0.0,2.3,20.45,5.1,39.92,33.0,61.0,5.48,24.03,13.0,33.0,3.35
890,서울,2016-06-09,24.1,17.8,31.3,0.0,2.0,22.84,1.4,55.36,36.0,80.0,9.24,30.69,15.0,43.0,5.59
891,서울,2016-06-10,24.6,20.2,31.3,0.0,2.2,21.74,2.1,62.21,48.0,88.0,8.4,36.21,19.0,47.0,4.96
892,서울,2016-06-11,23.5,20.9,26.5,3.0,1.7,7.81,8.3,50.23,42.0,64.0,5.44,30.46,17.0,45.0,4.54
893,서울,2016-06-12,23.5,19.9,26.7,1.5,2.1,10.48,8.3,31.76,23.0,45.0,4.55,20.32,11.0,28.0,3.16
894,서울,2016-06-13,23.5,19.4,29.6,0.0,2.4,19.87,5.1,64.67,44.0,85.0,9.11,36.03,21.0,48.0,5.88
895,서울,2016-06-14,23.8,19.7,29.5,0.0,2.1,19.48,6.0,53.46,42.0,73.0,5.92,30.87,18.0,43.0,3.89
896,서울,2016-06-15,20.9,17.4,24.5,15.5,2.7,7.05,9.0,37.82,31.0,59.0,5.43,22.72,14.0,33.0,2.96
897,서울,2016-06-16,20.9,18.6,24.9,0.0,2.8,13.83,6.9,33.13,26.0,49.0,5.08,19.36,13.0,28.0,2.78
898,서울,2016-06-17,23.8,18.6,29.1,0.0,2.5,22.38,2.5,56.03,40.0,75.0,6.13,35.95,21.0,46.0,4.05
899,서울,2016-06-18,24.5,20.1,29.9,0.0,1.8,22.46,1.3,68.03,55.0,89.0,7.34,44.59,25.0,56.0,6.01
900,서울,2016-06-19,24.1,20.3,29.3,0.0,1.9,18.36,4.4,42.13,31.0,57.0,6.24,27.56,14.0,38.0,3.96
901,서울,2016-06-20,24.7,19.6,30.7,0.0,1.7,16.89,6.8,54.26,38.0,73.0,8.15,35.1,19.0,50.0,5.42
902,서울,2016-06-21,26.0,21.0,31.3,0.0,1.7,16.41,6.1,65.56,46.0,122.0,12.21,42.59,23.0,55.0,5.84
903,서울,2016-06-22,24.3,20.9,30.2,30.5,2.0,8.64,6.4,71.31,57.0,86.0,7.79,47.1,25.0,68.0,7.18
904,서울,2016-06-23,24.7,19.6,29.4,0.1,2.1,16.45,5.0,47.51,27.0,67.0,8.9,31.46,15.0,45.0,6.65
905,서울,2016-06-24,23.1,21.1,25.7,3.5,2.0,8.81,7.3,55.21,35.0,83.0,13.74,31.95,21.0,59.0,9.33
906,서울,2016-06-25,22.8,19.2,26.7,0.0,2.8,18.54,4.5,34.43,22.0,60.0,6.19,18.16,11.0,30.0,3.21
907,서울,2016-06-26,24.4,19.4,30.3,0.0,2.7,25.57,0.8,32.3,22.0,49.0,4.71,18.55,10.0,29.0,3.06
908,서울,2016-06-27,24.4,19.9,29.5,0.0,1.6,13.72,6.6,37.37,27.0,65.0,7.16,21.82,12.0,34.0,3.54
909,서울,2016-06-28,24.7,20.4,29.7,0.0,1.8,17.87,5.0,62.55,49.0,89.0,7.19,40.47,23.0,52.0,6.13
910,서울,2016-06-29,25.3,20.9,30.2,0.0,2.2,17.64,6.9,39.39,28.0,58.0,7.19,25.05,14.0,38.0,4.55
911,서울,2016-06-30,24.6,23.0,26.9,0.2,2.8,7.45,9.5,31.63,22.0,43.0,4.77,20.08,12.0,28.0,3.58
912,서울,2016-07-01,24.0,22.0,26.6,108.5,2.3,3.23,9.9,22.97,14.0,34.0,4.32,14.18,9.0,22.0,2.74
913,서울,2016-07-02,23.5,20.6,27.7,4.0,2.4,13.17,8.0,15.86,8.0,28.0,4.35,9.7,5.0,19.0,2.62
914,서울,2016-07-03,23.5,21.1,26.8,0.0,1.6,12.08,6.5,43.65,30.0,63.0,7.97,29.19,15.0,38.0,4.94
915,서울,2016-07-04,21.8,20.2,24.1,29.5,3.0,5.05,9.1,23.16,4.0,33.0,5.26,14.87,9.0,22.0,2.84
916,서울,2016-07-05,23.1,20.2,24.8,100.5,2.8,2.17,10.0,15.34,6.0,27.0,4.8,9.37,4.0,19.0,3.22
917,서울,2016-07-06,22.9,20.3,26.9,0.0,1.9,15.62,6.8,19.71,10.0,35.0,5.39,10.24,5.0,21.0,3.04
918,서울,2016-07-07,24.0,20.1,28.5,0.0,1.3,15.11,7.5,44.85,31.0,62.0,7.11,27.33,15.0,40.0,4.73
919,서울,2016-07-08,27.3,21.2,32.4,0.0,1.8,24.24,0.1,58.41,44.0,82.0,7.53,35.79,26.0,48.0,5.62
920,서울,2016-07-09,27.7,23.2,32.7,0.0,2.0,24.33,3.1,40.59,28.0,54.0,6.28,23.03,16.0,32.0,3.61
921,서울,2016-07-10,27.9,23.2,33.1,0.0,1.8,20.7,7.3,37.13,22.0,49.0,5.14,22.15,5.0,32.0,4.38
922,서울,2016-07-11,28.4,24.8,33.4,0.0,1.7,15.06,8.1,57.05,35.0,85.0,8.67,36.82,13.0,49.0,6.81
923,서울,2016-07-12,26.3,22.1,30.9,3.0,2.1,17.79,7.3,39.92,28.0,58.0,6.8,27.31,14.0,40.0,5.52
924,서울,2016-07-13,26.3,23.2,29.5,0.0,2.1,13.8,7.6,32.59,20.0,50.0,6.39,18.45,10.0,29.0,3.58
925,서울,2016-07-14,27.5,24.0,32.4,0.1,2.1,16.79,5.8,31.47,20.0,54.0,8.2,18.66,12.0,31.0,4.1
926,서울,2016-07-15,26.2,23.7,29.2,1.5,2.6,12.2,9.3,21.34,10.0,44.0,7.09,11.21,5.0,22.0,3.42
927,서울,2016-07-16,20.8,19.8,23.8,46.5,3.5,3.68,10.0,10.84,3.0,21.0,3.85,6.39,2.0,14.0,2.74
928,서울,2016-07-17,21.7,20.4,23.1,2.5,2.6,5.0,10.0,15.87,6.0,30.0,4.36,10.29,6.0,18.0,2.44
929,서울,2016-07-18,24.4,20.7,28.4,0.2,1.5,14.65,5.9,29.76,21.0,44.0,4.85,17.37,12.0,28.0,2.93
930,서울,2016-07-19,27.1,20.9,32.4,0.0,1.5,20.48,3.6,38.59,24.0,61.0,7.37,22.81,15.0,37.0,4.2
931,서울,2016-07-20,28.6,24.0,32.9,0.0,1.9,15.58,5.4,38.36,25.0,57.0,7.61,23.39,15.0,34.0,3.78
932,서울,2016-07-21,28.3,24.9,32.2,0.0,2.2,15.16,6.8,32.69,11.0,50.0,7.34,19.87,3.0,32.0,4.6
933,서울,2016-07-22,29.1,25.3,34.1,0.0,2.2,17.51,6.5,37.67,21.0,54.0,6.28,23.45,12.0,38.0,4.06
934,서울,2016-07-23,28.7,27.2,31.6,0.5,1.9,9.93,8.8,43.29,24.0,57.0,5.44,28.11,15.0,44.0,4.28
935,서울,2016-07-24,28.0,27.0,30.1,0.5,2.0,6.61,9.6,39.59,21.0,52.0,5.63,26.08,13.0,39.0,4.75
936,서울,2016-07-25,28.4,26.4,31.4,0.0,1.9,9.71,6.6,44.64,25.0,60.0,5.65,31.0,16.0,42.0,4.96
937,서울,2016-07-26,28.4,25.6,31.9,0.0,2.6,13.94,6.8,35.08,20.0,48.0,5.12,24.29,13.0,36.0,3.56
938,서울,2016-07-27,27.6,26.7,28.9,0.5,3.2,4.67,9.4,36.33,19.0,53.0,5.75,23.71,12.0,35.0,3.57
939,서울,2016-07-28,28.0,26.7,30.5,0.2,2.8,17.82,6.3,58.54,33.0,76.0,7.84,39.05,22.0,52.0,5.89
940,서울,2016-07-29,26.3,23.4,28.4,59.5,1.6,5.33,9.6,47.23,27.0,65.0,7.46,30.45,18.0,44.0,6.1
941,서울,2016-07-30,28.6,26.4,33.0,0.5,2.1,15.27,5.9,45.64,25.0,61.0,6.93,31.19,17.0,43.0,5.74
942,서울,2016-07-31,28.9,26.6,32.8,0.2,1.6,16.33,5.4,39.95,22.0,50.0,5.24,26.97,14.0,36.0,3.9
943,서울,2016-08-01,28.4,25.8,32.4,0.0,1.6,16.53,6.3,34.95,19.0,50.0,6.42,22.65,12.0,35.0,4.22
944,서울,2016-08-02,27.2,25.0,31.1,2.0,1.2,9.03,7.6,29.67,17.0,45.0,5.95,17.55,9.0,31.0,3.47
945,서울,2016-08-03,29.1,24.0,34.2,0.0,1.6,19.2,4.1,31.79,18.0,50.0,6.81,18.79,10.0,32.0,3.84
946,서울,2016-08-04,30.7,26.0,35.7,0.0,1.6,15.8,1.1,34.69,20.0,57.0,7.95,21.08,12.0,37.0,4.97
947,서울,2016-08-05,31.2,26.5,36.0,0.0,1.8,17.78,1.9,43.56,25.0,72.0,10.26,27.92,16.0,52.0,7.01
948,서울,2016-08-06,30.5,26.6,34.0,0.0,1.7,13.56,1.9,60.51,34.0,87.0,10.15,39.44,20.0,59.0,7.01
949,서울,2016-08-07,30.6,27.0,35.0,0.0,1.9,20.68,0.9,37.89,21.0,52.0,6.12,26.34,13.0,37.0,4.71
950,서울,2016-08-08,30.5,26.4,35.5,0.0,1.8,18.34,2.5,41.49,25.0,56.0,6.64,26.03,16.0,40.0,4.22
951,서울,2016-08-09,29.3,26.4,33.6,1.0,1.9,12.45,3.8,35.9,23.0,87.0,10.48,24.31,16.0,50.0,5.84
952,서울,2016-08-10,29.4,26.1,34.8,0.0,1.9,16.98,4.4,67.59,44.0,102.0,14.57,45.41,29.0,63.0,9.01
953,서울,2016-08-11,30.5,26.1,36.4,0.0,2.0,22.2,0.3,34.85,20.0,63.0,7.8,21.05,12.0,34.0,4.11
954,서울,2016-08-12,30.4,26.4,35.9,0.0,2.0,19.62,1.8,44.82,28.0,63.0,7.58,28.79,22.0,43.0,4.41
955,서울,2016-08-13,30.2,26.8,35.1,0.0,2.4,20.66,3.0,38.21,29.0,54.0,5.66,26.13,12.0,40.0,4.17
956,서울,2016-08-14,28.9,27.3,31.8,0.2,1.9,11.38,5.3,37.82,29.0,54.0,5.3,28.15,21.0,43.0,3.67
957,서울,2016-08-15,29.1,25.8,34.0,0.0,1.9,17.09,6.1,38.69,29.0,52.0,5.89,24.08,18.0,32.0,2.68
958,서울,2016-08-16,29.3,26.2,34.9,0.5,1.6,12.39,4.5,49.23,34.0,68.0,9.3,29.72,22.0,39.0,3.6
959,서울,2016-08-17,29.9,25.1,34.7,0.0,1.9,17.75,3.3,44.31,27.0,69.0,9.81,26.67,18.0,41.0,4.92
960,서울,2016-08-18,29.9,26.2,34.3,0.0,1.6,11.68,7.0,57.59,41.0,84.0,11.72,35.87,22.0,52.0,5.94
961,서울,2016-08-19,28.9,26.6,33.2,11.5,1.4,9.18,7.5,65.46,44.0,122.0,15.75,43.67,27.0,63.0,7.6
962,서울,2016-08-20,30.1,26.5,34.9,0.0,1.7,13.72,6.9,36.05,24.0,67.0,8.21,22.23,16.0,33.0,3.88
963,서울,2016-08-21,30.7,26.9,36.6,0.0,2.1,17.95,4.4,29.59,17.0,46.0,6.09,18.67,13.0,30.0,3.28
964,서울,2016-08-22,30.7,25.8,36.3,0.4,2.1,18.91,3.6,32.08,19.0,62.0,8.25,19.55,13.0,33.0,3.69
965,서울,2016-08-23,28.3,26.0,33.0,8.0,2.1,10.1,5.1,37.21,19.0,60.0,8.77,23.1,14.0,39.0,5.21
966,서울,2016-08-24,29.1,26.4,32.9,0.0,1.8,13.97,5.4,37.85,29.0,55.0,6.42,23.03,17.0,36.0,3.38
967,서울,2016-08-25,27.1,24.0,32.2,4.5,1.9,11.54,7.4,32.67,20.0,53.0,7.08,18.72,13.0,30.0,3.46
968,서울,2016-08-26,23.0,19.5,28.2,20.0,3.6,17.17,4.3,16.51,6.0,36.0,6.26,7.69,3.0,17.0,2.87
969,서울,2016-08-27,23.4,16.9,29.7,0.0,3.1,20.97,4.9,16.0,6.0,34.0,5.64,6.56,2.0,16.0,3.03
970,서울,2016-08-28,21.0,18.3,24.5,1.5,2.6,10.21,8.3,12.9,4.0,31.0,5.1,5.69,2.0,16.0,2.74
971,서울,2016-08-29,22.2,17.4,27.1,0.0,2.0,16.17,5.1,19.44,8.0,45.0,7.0,8.31,4.0,19.0,3.01
972,서울,2016-08-30,20.6,17.9,24.5,0.0,3.3,12.02,6.1,30.28,14.0,49.0,6.95,10.36,6.0,19.0,2.66
973,서울,2016-08-31,17.7,16.1,19.2,17.5,3.8,3.02,8.4,20.74,9.0,35.0,5.53,8.08,3.0,17.0,2.75
974,서울,2016-09-01,23.2,15.8,28.6,0.0,3.1,13.76,2.9,64.26,23.0,104.0,15.48,34.56,27.0,48.0,5.39
975,서울,2016-09-02,24.2,20.6,29.0,4.5,2.7,16.79,6.5,35.62,23.0,55.0,6.85,23.69,18.0,33.0,3.16
976,서울,2016-09-03,23.9,20.4,28.6,0.5,1.8,8.93,6.1,24.13,12.0,42.0,5.79,14.54,9.0,25.0,3.02
977,서울,2016-09-04,25.6,22.1,29.6,0.0,1.5,10.25,7.3,24.23,14.0,50.0,6.06,13.72,8.0,24.0,3.01
978,서울,2016-09-05,26.4,23.0,31.1,0.0,1.7,14.15,5.4,33.74,20.0,63.0,7.8,17.9,13.0,28.0,2.86
979,서울,2016-09-06,24.7,21.0,29.0,0.0,1.8,13.98,4.4,60.72,43.0,80.0,8.94,36.03,19.0,46.0,4.81
980,서울,2016-09-07,24.3,20.9,28.6,0.0,1.8,9.88,6.9,78.59,53.0,98.0,10.75,51.51,37.0,64.0,5.8
981,서울,2016-09-08,23.0,21.5,26.5,4.5,1.3,8.27,8.1,50.79,39.0,72.0,8.07,31.41,24.0,43.0,3.57
982,서울,2016-09-09,23.9,19.7,29.3,0.0,1.8,15.29,4.4,45.15,31.0,78.0,9.27,27.74,20.0,43.0,4.19
983,서울,2016-09-10,24.4,20.0,29.1,0.0,1.6,12.96,6.3,45.1,29.0,82.0,10.32,27.95,20.0,44.0,4.86
984,서울,2016-09-11,24.5,22.1,28.2,0.0,1.7,9.83,7.1,41.13,26.0,59.0,6.95,27.67,21.0,39.0,3.7
985,서울,2016-09-12,23.4,21.4,27.5,2.5,1.9,9.18,4.5,32.23,18.0,67.0,8.45,18.64,12.0,30.0,3.65
986,서울,2016-09-13,24.6,19.6,30.8,0.0,1.8,15.74,3.8,21.05,8.0,41.0,6.66,11.15,4.0,23.0,3.72
987,서울,2016-09-14,24.6,21.4,28.9,0.0,1.8,11.88,5.0,33.95,20.0,54.0,6.24,21.54,15.0,38.0,3.86
988,서울,2016-09-15,23.9,18.8,29.5,0.0,1.3,13.62,7.6,42.44,30.0,57.0,6.25,27.18,18.0,37.0,3.4
989,서울,2016-09-16,24.6,20.4,29.5,0.0,1.5,11.91,9.3,52.49,34.0,72.0,7.94,35.56,27.0,51.0,4.86
990,서울,2016-09-17,23.1,18.5,28.2,7.0,2.9,13.53,4.9,30.82,24.0,44.0,4.46,20.64,16.0,27.0,2.38
991,서울,2016-09-18,23.5,20.2,28.3,0.0,3.1,15.29,5.4,24.49,17.0,34.0,4.01,14.03,9.0,21.0,2.24
992,서울,2016-09-19,21.9,18.2,27.8,0.0,3.5,16.12,1.4,15.38,7.0,37.0,5.28,6.51,1.0,14.0,2.81
993,서울,2016-09-20,20.6,15.4,26.8,0.0,3.1,19.23,1.1,20.54,11.0,42.0,5.7,10.82,6.0,20.0,2.69
994,서울,2016-09-21,20.2,14.3,25.3,0.0,2.0,15.52,5.6,35.62,28.0,51.0,6.03,22.69,17.0,36.0,3.56
995,서울,2016-09-22,21.9,17.5,27.2,0.0,1.8,15.24,3.9,42.03,30.0,65.0,6.88,26.97,19.0,40.0,3.66
996,서울,2016-09-23,21.4,16.4,27.9,0.0,1.6,14.3,2.6,53.36,37.0,72.0,9.0,33.9,22.0,55.0,5.57
997,서울,2016-09-24,22.3,16.5,28.9,0.0,1.6,14.56,3.3,63.41,47.0,81.0,8.36,41.59,28.0,60.0,5.69
998,서울,2016-09-25,23.0,18.6,29.7,0.0,1.2,12.66,6.8,54.76,42.0,71.0,7.12,36.38,23.0,52.0,5.19
999,서울,2016-09-26,23.6,19.7,28.9,0.0,1.8,11.48,5.4,47.78,34.0,69.0,8.35,29.57,21.0,48.0,4.86
1000,서울,2016-09-27,21.0,19.1,23.8,13.5,1.3,2.77,9.6,38.05,27.0,58.0,7.59,23.7,16.0,38.0,4.05
1001,서울,2016-09-28,19.9,18.7,21.8,0.5,1.3,3.59,10.0,38.78,30.0,88.0,11.2,22.3,16.0,36.0,3.73
1002,서울,2016-09-29,20.4,18.2,24.8,0.0,3.0,12.55,8.4,16.73,9.0,41.0,5.86,7.19,2.0,13.0,2.51
1003,서울,2016-09-30,20.5,17.7,23.5,0.0,1.6,7.66,8.8,33.73,20.0,77.0,9.68,15.68,11.0,28.0,3.25
1004,서울,2016-10-01,21.1,17.5,25.6,0.0,1.2,10.06,7.8,48.16,32.0,73.0,8.57,26.78,19.0,40.0,4.47
1005,서울,2016-10-02,19.0,16.7,22.4,18.5,2.7,2.6,9.8,30.19,24.0,39.0,3.48,17.08,12.0,27.0,2.77
1006,서울,2016-10-03,22.7,19.6,27.9,6.5,2.7,14.52,4.0,18.95,12.0,31.0,4.26,9.86,6.0,19.0,2.52
1007,서울,2016-10-04,22.0,15.6,29.0,0.0,2.4,16.86,0.9,32.95,21.0,51.0,6.06,15.73,12.0,28.0,3.02
1008,서울,2016-10-05,21.1,17.5,27.2,0.0,3.0,11.59,3.4,28.76,13.0,54.0,6.81,13.46,8.0,30.0,4.0
1009,서울,2016-10-06,18.0,13.6,23.5,0.0,2.6,15.52,2.8,40.61,24.0,54.0,6.88,18.58,14.0,27.0,2.6
1010,서울,2016-10-07,19.7,16.5,24.8,2.0,2.6,9.25,8.8,28.68,22.0,53.0,6.11,13.21,9.0,24.0,2.8
1011,서울,2016-10-08,16.8,10.3,21.8,6.0,2.9,12.09,5.5,23.05,14.0,36.0,4.73,11.47,6.0,23.0,2.81
1012,서울,2016-10-09,11.3,6.5,16.6,0.0,2.9,16.46,3.3,19.47,12.0,28.0,3.52,9.5,5.0,18.0,2.48
1013,서울,2016-10-10,14.0,7.4,21.4,0.0,1.6,15.29,4.4,29.58,18.0,56.0,6.89,12.47,5.0,23.0,3.09
1014,서울,2016-10-11,15.4,10.0,21.1,0.0,1.8,11.48,6.0,46.27,24.0,70.0,8.75,23.08,17.0,38.0,4.39
1015,서울,2016-10-12,15.5,11.4,20.7,0.0,2.0,13.98,3.3,57.16,33.0,75.0,8.27,29.41,19.0,44.0,4.0
1016,서울,2016-10-13,15.2,9.3,21.9,0.0,1.4,13.22,3.8,45.03,31.0,71.0,8.8,20.66,13.0,33.0,3.5
1017,서울,2016-10-14,16.7,10.5,23.5,0.0,1.3,11.82,0.0,74.63,55.0,117.0,12.12,40.76,26.0,56.0,5.48
1018,서울,2016-10-15,19.1,12.4,27.1,0.0,1.3,12.6,4.1,82.21,62.0,113.0,12.33,48.66,25.0,64.0,6.96
1019,서울,2016-10-16,17.2,15.4,19.5,1.5,1.5,3.06,9.4,56.21,40.0,72.0,7.87,35.39,17.0,48.0,5.23
1020,서울,2016-10-17,17.5,14.5,21.7,0.0,1.4,9.51,6.1,53.89,40.0,86.0,8.67,32.21,23.0,45.0,4.04
1021,서울,2016-10-18,17.0,11.2,24.0,0.0,1.4,12.24,3.0,57.82,39.0,84.0,10.06,29.29,21.0,43.0,3.92
1022,서울,2016-10-19,18.0,14.0,24.3,0.0,1.5,11.84,1.3,66.82,49.0,94.0,9.83,36.21,27.0,45.0,3.8
1023,서울,2016-10-20,18.6,12.9,25.8,0.0,1.8,12.55,1.6,67.68,49.0,95.0,9.77,37.79,26.0,54.0,5.15
1024,서울,2016-10-21,17.9,15.7,22.0,0.0,3.0,8.17,9.4,26.87,16.0,48.0,6.89,12.79,7.0,22.0,3.33
1025,서울,2016-10-22,18.3,14.5,22.8,0.0,1.8,8.59,6.8,32.46,22.0,57.0,6.7,16.33,10.0,24.0,2.61
1026,서울,2016-10-23,13.3,10.6,17.8,2.5,4.0,2.33,9.4,13.59,5.0,24.0,4.3,6.72,2.0,14.0,2.68
1027,서울,2016-10-24,15.1,9.0,20.6,0.0,2.4,13.55,5.6,19.51,11.0,34.0,5.09,8.72,3.0,16.0,2.86
1028,서울,2016-10-25,14.1,12.5,17.5,37.0,2.2,4.25,7.6,18.66,10.0,37.0,5.31,9.95,4.0,19.0,2.87
1029,서울,2016-10-26,13.3,10.5,16.3,0.0,1.4,5.48,5.4,44.82,31.0,83.0,9.46,23.21,15.0,36.0,4.32
1030,서울,2016-10-27,14.6,8.6,20.9,0.0,1.9,9.88,6.5,47.23,36.0,72.0,7.96,23.21,16.0,32.0,3.02
1031,서울,2016-10-28,14.6,10.2,18.4,0.3,2.5,7.11,8.8,39.95,28.0,63.0,7.47,17.69,11.0,24.0,2.73
1032,서울,2016-10-29,7.8,3.5,11.2,0.0,3.0,6.54,6.6,36.9,26.0,68.0,8.14,16.51,11.0,29.0,3.12
1033,서울,2016-10-30,7.9,1.6,15.1,0.0,1.5,13.56,0.9,28.0,19.0,45.0,5.54,12.54,7.0,22.0,2.89
1034,서울,2016-10-31,5.7,0.7,8.2,0.5,2.0,2.14,7.4,31.46,22.0,46.0,5.05,15.67,12.0,23.0,2.37
1035,서울,2016-11-01,1.5,-2.4,6.6,0.0,2.7,13.52,0.0,24.97,12.0,39.0,4.79,11.1,5.0,20.0,3.03
1036,서울,2016-11-02,4.1,-2.7,10.5,0.1,1.4,10.76,4.4,37.79,28.0,56.0,6.92,16.97,11.0,26.0,3.06
1037,서울,2016-11-03,9.1,4.2,14.1,0.2,1.6,9.91,4.9,44.74,35.0,68.0,6.88,24.39,15.0,36.0,3.64
1038,서울,2016-11-04,12.3,8.2,15.7,0.0,2.7,5.14,8.3,63.08,51.0,84.0,8.23,34.49,18.0,53.0,5.16
1039,서울,2016-11-05,15.0,12.2,18.1,0.0,2.2,5.09,7.3,77.89,62.0,99.0,8.75,44.97,35.0,62.0,5.43
1040,서울,2016-11-06,14.0,11.9,18.3,0.0,3.4,8.91,7.5,35.0,24.0,52.0,5.9,20.05,5.0,34.0,4.42
1041,서울,2016-11-07,12.8,8.5,17.8,5.5,2.8,5.09,9.0,36.63,21.0,49.0,6.06,22.86,13.0,28.0,3.68
1042,서울,2016-11-08,4.1,0.4,8.4,0.5,3.5,10.89,2.4,65.37,51.0,80.0,6.96,49.15,41.0,57.0,4.29
1043,서울,2016-11-09,2.1,-3.2,8.6,0.0,1.9,12.02,1.4,43.03,32.0,57.0,6.35,26.87,21.0,31.0,2.81
1044,서울,2016-11-10,6.0,1.5,9.8,0.4,2.0,3.87,9.5,43.89,33.0,65.0,6.85,25.97,18.0,31.0,3.02
1045,서울,2016-11-11,9.1,6.2,14.2,4.0,2.2,9.97,2.0,52.55,43.0,69.0,7.67,22.32,16.0,28.0,3.0
1046,서울,2016-11-12,11.4,5.1,16.7,0.0,2.3,9.07,3.3,77.67,58.0,102.0,11.62,31.17,22.0,37.0,3.26
1047,서울,2016-11-13,14.4,12.1,18.1,0.5,1.7,6.62,7.3,64.82,51.0,79.0,7.6,30.11,24.0,36.0,3.0
1048,서울,2016-11-14,13.2,10.2,15.8,1.5,1.7,2.44,7.9,55.74,44.0,74.0,7.74,29.35,21.0,35.0,3.16
1049,서울,2016-11-15,5.2,2.5,10.2,0.0,2.8,11.6,0.0,59.85,45.0,77.0,8.55,20.81,15.0,26.0,3.23
1050,서울,2016-11-16,5.2,0.0,12.0,0.0,1.4,8.59,1.1,56.97,40.0,94.0,10.42,27.19,19.0,34.0,3.26
1051,서울,2016-11-17,9.1,4.0,16.5,0.0,1.2,9.33,2.0,76.46,54.0,112.0,12.16,39.62,24.0,51.0,5.83
1052,서울,2016-11-18,10.3,4.9,14.6,0.0,1.9,6.39,5.6,97.0,72.0,123.0,13.15,54.88,33.0,66.0,7.16
1053,서울,2016-11-19,13.0,9.9,18.6,0.0,2.2,7.42,8.9,59.03,44.0,83.0,9.49,34.48,19.0,44.0,5.38
1054,서울,2016-11-20,9.8,6.4,15.3,0.0,2.5,10.14,1.6,45.31,37.0,63.0,5.93,24.28,18.0,28.0,2.39
1055,서울,2016-11-21,9.5,5.1,14.6,0.0,2.2,4.26,7.8,65.97,44.0,99.0,12.36,29.19,21.0,34.0,2.89
1056,서울,2016-11-22,2.0,-2.1,8.4,0.2,3.9,7.38,8.4,43.92,34.0,57.0,6.44,18.53,13.0,25.0,2.96
1057,서울,2016-11-23,-1.8,-4.8,3.6,0.0,3.0,9.14,3.4,40.26,29.0,57.0,6.64,15.53,10.0,22.0,2.41
1058,서울,2016-11-24,-2.5,-6.2,2.4,0.0,2.1,10.5,0.0,28.82,21.0,44.0,5.48,12.97,8.0,19.0,2.31
1059,서울,2016-11-25,1.0,-3.5,6.0,0.0,1.5,8.31,4.3,41.77,29.0,77.0,9.02,21.19,14.0,34.0,4.2
1060,서울,2016-11-26,0.9,-0.7,2.7,2.8,2.3,1.68,7.5,56.15,45.0,77.0,8.09,35.62,23.0,52.0,5.53
1061,서울,2016-11-27,3.3,0.5,6.6,0.0,1.5,3.81,7.5,73.59,49.0,100.0,9.9,47.35,32.0,62.0,7.27
