,지점명,측정일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),합계 일사량(MJ/m2),평균 전운량(1/10),미세먼지_평균,미세먼지_최소,미세먼지_최대,미세먼지_표준편차,초미세먼지_평균,초미세먼지_최소,초미세먼지_최대,초미세먼지_표준편차
2987,서울,2022-03-07,2.8,-2.7,8.7,0.0,2.0,14.99,6.1,40.1,21.0,50.0,4.5,17.7,13.0,22.0,1.98
2988,서울,2022-03-08,6.0,1.1,12.3,0.0,2.0,16.44,4.9,51.32,27.0,75.0,8.0,24.41,19.0,38.0,3.45
2989,서울,2022-03-09,7.1,1.7,14.8,0.0,1.9,18.85,2.3,68.32,43.0,88.0,8.32,40.29,31.0,55.0,5.18
2990,서울,2022-03-10,9.3,4.2,15.8,0.0,2.1,16.75,6.6,68.54,41.0,82.0,7.49,42.46,22.0,63.0,6.39
2991,서울,2022-03-11,11.2,5.1,18.4,0.0,1.9,14.49,5.3,70.74,53.0,87.0,6.76,37.86,30.0,45.0,3.52
2992,서울,2022-03-12,12.8,6.3,19.5,2.6,2.7,12.82,5.8,69.7,57.0,87.0,6.44,39.26,32.0,54.0,4.16
2993,서울,2022-03-13,11.7,10.7,12.6,42.1,1.9,2.1,9.4,15.74,7.0,22.0,3.14,10.82,6.0,18.0,2.65
2994,서울,2022-03-14,8.2,4.9,13.2,8.7,3.2,2.18,6.4,16.7,7.0,25.0,3.16,9.64,2.0,16.0,2.3
2995,서울,2022-03-15,7.2,2.3,13.3,0.0,2.0,17.55,3.8,43.92,35.0,57.0,5.21,30.22,24.0,44.0,3.75
2996,서울,2022-03-16,10.3,3.6,16.8,0.0,2.1,17.67,3.8,69.24,55.0,95.0,8.07,39.9,29.0,51.0,5.16
2997,서울,2022-03-17,10.7,7.8,15.1,1.2,2.7,9.49,10.0,49.55,35.0,63.0,5.68,24.06,19.0,28.0,2.4
2998,서울,2022-03-18,7.5,5.5,9.6,0.0,4.4,5.17,9.1,7.96,3.0,19.0,3.42,2.51,1.0,7.0,1.26
2999,서울,2022-03-19,3.4,0.9,6.1,14.6,3.0,4.93,8.9,5.98,3.0,10.0,1.95,3.0,1.0,7.0,1.44
3000,서울,2022-03-20,5.4,2.2,9.3,0.0,2.6,15.76,5.1,21.18,12.0,30.0,3.78,14.18,9.0,19.0,2.28
3001,서울,2022-03-21,5.0,-0.3,10.9,0.0,2.4,16.69,7.5,28.74,20.0,40.0,3.58,15.86,12.0,19.0,1.59
3002,서울,2022-03-22,7.1,1.1,13.6,0.0,2.2,21.71,2.5,37.44,28.0,52.0,4.43,24.02,19.0,28.0,2.16
3003,서울,2022-03-23,6.2,4.9,8.2,0.0,2.3,7.05,9.0,35.64,28.0,44.0,3.61,20.52,15.0,25.0,2.11
3004,서울,2022-03-24,8.2,3.9,12.4,0.0,1.8,6.34,8.4,46.06,31.0,60.0,5.9,28.32,18.0,36.0,3.75
3005,서울,2022-03-25,12.0,6.3,17.2,10.9,2.6,9.06,7.9,71.55,56.0,91.0,6.74,47.33,38.0,55.0,4.29
3006,서울,2022-03-26,11.8,9.5,14.7,19.8,2.9,6.39,8.3,11.18,5.0,19.0,2.66,5.61,3.0,10.0,1.41
3007,서울,2022-03-27,8.1,5.0,12.6,0.0,3.0,22.23,0.3,31.21,22.0,39.0,3.42,12.22,9.0,15.0,1.54
3008,서울,2022-03-28,8.2,1.5,15.1,0.0,2.1,24.71,0.5,31.65,22.0,46.0,5.23,12.37,7.0,17.0,2.01
3009,서울,2022-03-29,9.7,3.3,15.6,0.0,2.1,23.32,1.4,38.47,29.0,52.0,4.67,15.39,11.0,19.0,1.99
3010,서울,2022-03-30,10.8,5.9,15.7,0.4,1.8,7.64,7.0,36.26,27.0,49.0,4.13,16.5,13.0,21.0,2.03
3011,서울,2022-03-31,10.9,7.6,14.7,0.0,2.5,13.98,7.0,21.52,11.0,34.0,4.37,10.72,7.0,15.0,1.87
3012,서울,2022-04-01,9.2,4.5,14.9,0.0,2.6,23.35,1.1,16.08,11.0,24.0,2.78,7.68,3.0,11.0,1.77
3013,서울,2022-04-02,8.2,3.7,14.2,0.0,2.3,24.09,0.5,31.62,25.0,41.0,3.19,17.18,13.0,20.0,1.83
3014,서울,2022-04-03,9.6,3.5,17.0,0.0,2.1,24.34,0.0,46.22,36.0,61.0,4.71,29.34,23.0,35.0,2.58
3015,서울,2022-04-04,10.3,5.1,16.4,0.0,2.3,24.75,0.0,58.94,49.0,76.0,5.7,39.04,30.0,45.0,3.53
3016,서울,2022-04-05,10.3,4.9,15.8,0.0,2.4,21.21,6.1,46.52,32.0,59.0,5.18,28.42,20.0,35.0,2.94
3017,서울,2022-04-06,11.7,8.0,17.0,0.0,2.5,21.54,6.4,52.6,40.0,65.0,5.42,25.18,19.0,32.0,2.83
3018,서울,2022-04-07,10.9,7.4,15.7,0.0,3.3,24.3,2.4,36.48,28.0,45.0,3.83,9.68,4.0,14.0,2.07
3019,서울,2022-04-08,12.9,5.1,20.0,0.0,2.1,24.92,0.0,48.78,38.0,64.0,5.04,20.36,17.0,28.0,2.15
3020,서울,2022-04-09,17.8,12.4,24.2,0.5,3.0,21.41,2.4,53.54,42.0,76.0,6.64,23.3,17.0,29.0,3.11
3021,서울,2022-04-10,18.2,12.7,25.1,0.0,2.0,24.18,1.5,44.32,31.0,85.0,7.52,21.16,12.0,28.0,3.45
3022,서울,2022-04-11,19.6,13.4,26.6,0.0,2.4,24.04,2.8,37.16,29.0,44.0,3.68,17.5,13.0,21.0,2.01
3023,서울,2022-04-12,19.3,15.9,26.4,0.5,2.8,18.23,8.6,29.96,21.0,40.0,4.07,15.7,12.0,20.0,1.96
3024,서울,2022-04-13,13.1,12.0,15.9,1.3,4.4,4.06,10.0,15.14,6.0,25.0,3.44,7.68,4.0,12.0,1.83
3025,서울,2022-04-14,13.2,11.4,15.3,0.0,4.0,9.52,9.3,12.1,6.0,24.0,3.34,4.4,1.0,10.0,1.91
3026,서울,2022-04-15,13.3,7.5,19.3,0.0,3.0,26.31,1.0,21.04,14.0,30.0,3.1,8.52,1.0,12.0,2.27
3027,서울,2022-04-16,13.2,7.1,20.2,0.0,2.5,26.64,0.3,35.58,25.0,59.0,4.86,16.8,11.0,21.0,2.42
3028,서울,2022-04-17,14.0,7.2,21.9,0.0,2.3,26.0,2.6,53.46,43.0,72.0,5.86,29.9,21.0,37.0,3.07
3029,서울,2022-04-18,15.2,11.4,21.6,0.0,2.4,20.59,4.8,59.52,49.0,75.0,6.12,34.28,25.0,43.0,3.51
3030,서울,2022-04-19,15.2,8.9,22.1,0.0,2.4,25.17,0.0,67.62,56.0,90.0,6.75,39.74,28.0,50.0,3.64
3031,서울,2022-04-20,15.7,9.7,22.1,0.0,2.3,26.26,0.0,69.6,56.0,91.0,7.05,44.98,36.0,54.0,4.13
3032,서울,2022-04-21,16.3,9.6,22.7,0.0,2.8,19.54,5.3,52.58,41.0,75.0,6.36,29.2,20.0,35.0,3.25
3033,서울,2022-04-22,15.0,13.2,16.8,0.0,3.5,3.06,8.5,50.46,30.0,62.0,5.18,25.3,18.0,32.0,2.59
3034,서울,2022-04-23,17.7,10.4,25.3,0.0,1.7,23.47,6.0,54.04,36.0,81.0,8.0,33.52,20.0,44.0,4.47
3035,서울,2022-04-24,18.5,15.0,24.5,0.3,2.3,20.45,6.4,52.98,42.0,65.0,4.3,31.0,21.0,38.0,2.78
3036,서울,2022-04-25,20.0,17.0,23.6,1.3,1.4,8.1,10.0,50.66,32.0,68.0,7.6,31.6,23.0,42.0,3.79
3037,서울,2022-04-26,21.9,17.0,28.7,1.0,3.1,24.94,5.0,45.82,37.0,58.0,5.0,20.66,14.0,26.0,2.52
3038,서울,2022-04-27,17.7,12.6,23.9,0.0,2.7,26.83,0.4,151.8,124.0,201.0,18.19,17.42,11.0,27.0,3.16
3039,서울,2022-04-28,18.2,11.6,25.9,0.0,2.6,22.34,5.8,73.06,58.0,96.0,8.15,15.84,12.0,23.0,2.06
3040,서울,2022-04-29,13.4,10.7,16.5,15.5,3.4,13.08,8.8,10.44,5.0,20.0,3.29,3.44,1.0,8.0,1.45
3041,서울,2022-04-30,13.0,10.5,17.8,0.0,2.9,12.52,8.0,16.02,11.0,23.0,2.45,7.8,5.0,12.0,1.44
3042,서울,2022-05-01,13.4,7.9,19.2,0.0,3.1,27.41,1.3,41.48,32.0,53.0,5.38,14.8,10.0,21.0,2.57
3043,서울,2022-05-02,14.2,9.1,19.4,0.0,2.4,26.03,2.0,45.96,34.0,62.0,5.06,20.38,16.0,25.0,2.02
3044,서울,2022-05-03,14.8,9.1,20.8,0.0,2.5,28.07,1.0,36.84,29.0,53.0,4.0,19.46,13.0,25.0,2.38
3045,서울,2022-05-04,17.8,10.0,25.2,0.0,2.7,27.22,0.0,39.6,31.0,59.0,4.75,19.2,13.0,26.0,2.62
3046,서울,2022-05-05,18.9,12.5,25.8,0.0,2.2,29.35,0.5,34.0,26.0,60.0,5.61,16.34,8.0,23.0,2.77
3047,서울,2022-05-06,19.6,13.7,25.6,0.0,2.5,25.6,5.3,36.74,28.0,55.0,4.93,19.06,15.0,24.0,2.07
3048,서울,2022-05-07,18.4,15.3,23.1,0.5,3.0,22.57,8.6,28.74,21.0,43.0,4.22,11.42,8.0,17.0,2.08
3049,서울,2022-05-08,15.3,11.7,18.2,2.0,2.8,6.2,9.1,18.4,11.0,25.0,3.21,6.9,2.0,11.0,1.98
3050,서울,2022-05-09,17.9,11.0,25.3,0.0,2.2,29.25,3.1,15.66,9.0,29.0,3.97,6.32,3.0,11.0,1.87
3051,서울,2022-05-10,19.9,13.6,26.3,0.0,2.2,27.82,7.3,25.2,18.0,49.0,4.92,11.82,7.0,20.0,2.27
3052,서울,2022-05-11,19.7,16.6,25.2,0.0,2.4,25.73,6.9,30.44,24.0,43.0,4.26,14.52,10.0,19.0,2.14
3053,서울,2022-05-12,20.9,14.1,28.1,0.0,1.9,27.45,3.9,32.4,23.0,51.0,4.64,14.22,10.0,21.0,2.31
3054,서울,2022-05-13,19.4,15.0,25.2,0.0,2.2,19.95,5.9,30.62,20.0,51.0,5.18,12.62,6.0,20.0,2.63
3055,서울,2022-05-14,15.7,11.9,20.0,0.0,3.3,22.58,4.4,34.08,24.0,56.0,6.04,10.72,7.0,19.0,2.21
3056,서울,2022-05-15,16.2,10.5,22.4,0.0,3.2,30.01,2.0,23.5,18.0,36.0,3.54,8.44,4.0,13.0,1.92
3057,서울,2022-05-16,17.3,10.9,23.7,0.0,2.8,28.89,0.5,31.6,24.0,43.0,3.98,12.58,9.0,17.0,1.82
3058,서울,2022-05-17,20.0,13.0,27.4,0.0,2.4,27.56,0.3,53.14,42.0,70.0,5.69,27.98,23.0,35.0,2.81
3059,서울,2022-05-18,20.0,15.7,25.4,1.5,2.9,15.71,4.3,62.56,50.0,89.0,6.83,34.98,29.0,43.0,2.94
3060,서울,2022-05-19,19.9,16.1,24.2,0.0,3.0,20.97,4.9,45.08,36.0,66.0,4.75,20.68,14.0,27.0,2.57
3061,서울,2022-05-20,20.6,15.6,25.8,0.0,2.3,25.74,5.0,36.52,27.0,51.0,4.21,21.08,16.0,25.0,2.27
3062,서울,2022-05-21,20.1,16.1,26.0,0.0,2.5,24.88,3.6,36.74,27.0,52.0,5.34,21.14,15.0,31.0,3.39
3063,서울,2022-05-22,20.3,15.7,25.8,0.0,2.5,24.3,3.8,40.36,33.0,61.0,4.84,24.02,18.0,32.0,2.87
3064,서울,2022-05-23,23.0,17.8,30.7,0.0,2.3,26.01,3.0,70.64,60.0,96.0,7.49,43.12,36.0,56.0,4.19
3065,서울,2022-05-24,22.9,16.7,30.2,0.0,2.1,28.86,3.4,35.1,25.0,55.0,5.52,18.4,13.0,25.0,2.38
3066,서울,2022-05-25,21.0,16.7,26.7,3.5,2.6,22.59,6.5,26.58,15.0,51.0,5.47,12.78,8.0,22.0,2.3
3067,서울,2022-05-26,18.7,14.1,23.5,0.0,3.7,28.88,4.5,25.12,17.0,43.0,5.19,7.8,4.0,14.0,1.74
3068,서울,2022-05-27,20.0,16.0,25.6,0.0,3.3,28.71,2.4,25.74,19.0,37.0,4.15,10.14,5.0,15.0,1.94
3069,서울,2022-05-28,22.3,15.0,29.3,0.0,2.8,27.49,2.1,36.24,29.0,50.0,4.72,18.64,16.0,23.0,1.76
3070,서울,2022-05-29,23.1,19.3,29.7,0.0,2.3,21.5,6.0,31.12,26.0,44.0,3.46,20.86,17.0,27.0,1.69
3071,서울,2022-05-30,20.8,17.2,24.7,0.0,2.5,9.8,7.9,29.88,20.0,41.0,4.24,18.04,13.0,24.0,2.16
3072,서울,2022-05-31,20.7,14.2,27.2,0.0,2.5,27.48,1.4,27.0,18.0,45.0,4.7,8.2,4.0,13.0,1.81
3073,서울,2022-06-01,22.1,16.2,28.6,0.0,2.6,30.79,0.6,25.0,18.0,41.0,4.53,8.38,4.0,12.0,1.87
3074,서울,2022-06-02,21.5,17.1,26.9,0.0,2.7,27.13,3.9,29.9,22.0,44.0,4.17,14.94,9.0,18.0,1.92
3075,서울,2022-06-03,24.5,18.7,32.6,0.0,2.0,27.2,4.1,42.04,30.0,70.0,6.2,23.62,17.0,31.0,2.96
3076,서울,2022-06-04,25.6,20.3,29.7,0.0,1.7,18.22,7.0,36.02,28.0,52.0,4.62,19.42,16.0,26.0,2.18
3077,서울,2022-06-05,22.7,20.2,27.0,0.0,2.3,8.16,9.1,25.68,21.0,38.0,2.91,14.74,10.0,19.0,2.24
3078,서울,2022-06-06,19.7,16.7,24.5,4.3,3.2,21.01,6.9,8.66,4.0,16.0,2.65,3.64,1.0,7.0,1.47
3079,서울,2022-06-07,20.6,15.1,25.1,0.0,2.7,17.34,6.4,7.74,4.0,17.0,2.86,2.78,1.0,7.0,1.36
3080,서울,2022-06-08,21.2,16.2,25.8,0.0,2.3,16.97,6.4,17.5,12.0,29.0,3.3,8.52,5.0,14.0,1.89
3081,서울,2022-06-09,20.9,18.5,24.5,2.6,1.6,10.66,5.5,26.42,16.0,46.0,5.08,13.32,8.0,20.0,2.62
3082,서울,2022-06-10,20.9,17.2,26.6,1.2,1.9,15.38,5.6,28.58,17.0,39.0,4.7,16.24,11.0,26.0,2.56
3083,서울,2022-06-11,24.6,17.7,32.7,0.0,2.2,26.54,3.4,23.7,13.0,34.0,4.14,12.6,8.0,18.0,2.06
3084,서울,2022-06-12,24.6,18.9,31.5,0.0,2.5,24.52,5.8,22.06,4.0,31.0,3.89,12.86,7.0,17.0,1.9
3085,서울,2022-06-13,23.6,19.6,29.2,18.0,2.6,20.66,7.5,26.46,19.0,36.0,3.88,15.22,8.0,21.0,2.52
3086,서울,2022-06-14,21.5,17.7,27.1,0.0,4.2,18.58,7.8,14.2,8.0,21.0,3.14,4.9,2.0,8.0,1.69
3087,서울,2022-06-15,17.5,14.9,20.1,18.5,2.3,5.62,9.8,11.66,7.0,18.0,2.52,5.34,2.0,8.0,1.49
3088,서울,2022-06-16,20.3,17.6,24.8,0.7,2.3,13.0,5.6,17.28,10.0,27.0,3.6,8.06,4.0,14.0,1.96
3089,서울,2022-06-17,22.5,16.5,28.1,0.0,1.9,17.86,5.8,42.1,26.0,404.0,52.9,20.88,15.0,26.0,2.27
3090,서울,2022-06-18,23.3,22.0,25.1,0.0,1.7,6.07,7.6,23.52,17.0,33.0,3.66,11.55,4.0,19.0,3.01
3091,서울,2022-06-19,23.4,22.3,25.1,0.0,1.4,5.06,8.6,25.27,18.0,34.0,3.11,13.6,6.0,20.0,2.7
3092,서울,2022-06-20,25.2,22.0,29.0,0.0,1.3,12.59,6.0,27.63,17.0,38.0,5.45,15.53,8.0,25.0,3.97
3093,서울,2022-06-21,26.5,21.2,32.6,0.0,2.0,28.94,3.1,28.18,15.0,41.0,6.17,13.94,6.0,23.0,4.67
3094,서울,2022-06-22,25.9,21.9,31.0,0.0,2.1,22.39,6.1,27.27,20.0,36.0,3.52,14.16,9.0,20.0,2.31
3095,서울,2022-06-23,24.3,23.3,26.4,103.0,2.8,3.41,8.9,31.47,22.0,44.0,4.91,19.47,15.0,24.0,2.6
3096,서울,2022-06-24,22.6,20.6,24.9,19.1,3.5,8.5,8.4,20.29,14.0,33.0,3.39,11.94,6.0,18.0,2.24
3097,서울,2022-06-25,26.0,21.5,30.5,0.0,2.8,17.55,7.5,48.55,40.0,74.0,5.5,33.67,27.0,42.0,3.18
3098,서울,2022-06-26,26.5,24.8,28.1,0.0,2.6,3.0,10.0,24.08,15.0,37.0,4.16,12.27,6.0,17.0,2.48
3099,서울,2022-06-27,26.8,25.4,28.1,6.1,2.8,4.75,10.0,13.04,5.0,24.0,3.71,4.5,1.0,8.0,2.03
3100,서울,2022-06-28,26.9,25.7,27.9,6.3,5.8,3.33,10.0,18.0,11.0,34.0,4.58,5.44,1.0,11.0,2.14
3101,서울,2022-06-29,25.1,24.4,26.1,37.8,4.1,2.94,10.0,14.62,6.0,33.0,4.98,5.54,1.0,10.0,2.21
3102,서울,2022-06-30,22.3,21.2,24.5,176.2,2.3,2.42,10.0,6.26,3.0,21.0,3.01,2.8,1.0,6.0,1.5
3103,서울,2022-07-01,26.6,21.9,30.9,0.0,2.1,21.53,5.6,17.38,10.0,29.0,3.98,6.52,1.0,11.0,2.32
3104,서울,2022-07-02,28.8,24.0,33.8,0.0,1.7,25.83,4.1,26.8,19.0,42.0,4.56,13.78,1.0,20.0,3.33
3105,서울,2022-07-03,29.3,24.4,34.2,0.0,1.7,26.25,4.6,35.92,26.0,56.0,5.5,25.61,18.0,33.0,4.1
3106,서울,2022-07-04,29.3,26.4,32.6,0.0,1.8,14.9,6.9,36.74,29.0,51.0,4.75,25.82,18.0,31.0,3.75
3107,서울,2022-07-05,29.2,26.7,33.1,0.0,1.7,15.99,7.5,36.38,26.0,53.0,7.76,25.6,16.0,42.0,5.72
3108,서울,2022-07-06,29.5,26.2,33.3,16.1,2.1,14.49,7.3,32.22,24.0,44.0,4.95,21.98,13.0,33.0,4.37
3109,서울,2022-07-07,28.2,26.4,31.0,0.0,2.8,8.29,9.3,22.68,13.0,42.0,5.16,11.12,5.0,17.0,3.19
3110,서울,2022-07-08,25.8,24.0,27.9,1.7,2.9,6.94,9.5,25.42,19.0,42.0,4.13,15.5,8.0,20.0,2.88
3111,서울,2022-07-09,26.9,24.0,30.9,0.1,1.7,13.64,7.0,23.28,15.0,40.0,4.66,15.04,8.0,23.0,3.16
3112,서울,2022-07-10,29.2,24.6,35.1,0.0,1.7,23.08,5.6,42.02,36.0,56.0,3.88,27.8,21.0,35.0,2.84
3113,서울,2022-07-11,27.0,24.7,30.6,9.0,1.8,13.85,6.3,26.7,21.0,39.0,4.09,15.92,9.0,22.0,2.51
3114,서울,2022-07-12,26.8,23.2,29.4,0.0,2.2,11.82,8.1,12.7,7.0,21.0,3.69,5.0,1.0,11.0,1.94
3115,서울,2022-07-13,25.0,24.0,27.1,114.5,1.8,1.25,10.0,15.5,7.0,24.0,3.87,8.5,2.0,13.0,2.8
3116,서울,2022-07-14,25.7,23.3,29.9,0.9,2.3,17.21,8.1,13.48,7.0,26.0,3.91,6.2,2.0,11.0,2.25
3117,서울,2022-07-15,26.0,23.0,30.3,0.0,2.3,24.49,5.3,25.26,18.0,43.0,4.59,13.34,7.0,23.0,2.98
3118,서울,2022-07-16,24.8,23.2,28.2,34.0,2.0,10.77,8.3,29.22,22.0,40.0,3.71,19.0,11.0,24.0,3.06
3119,서울,2022-07-17,25.5,22.5,29.7,0.0,1.8,16.82,7.3,24.64,18.0,32.0,3.66,15.6,9.0,19.0,2.62
3120,서울,2022-07-18,26.8,23.1,30.1,0.0,2.2,21.01,5.4,25.76,19.0,39.0,3.86,15.88,8.0,21.0,2.87
3121,서울,2022-07-19,27.4,24.3,31.1,0.0,2.3,23.44,6.3,33.98,28.0,45.0,3.63,21.82,16.0,25.0,2.34
3122,서울,2022-07-20,27.1,24.3,30.4,1.1,2.2,17.68,9.0,34.0,28.0,45.0,4.11,20.64,14.0,25.0,2.74
3123,서울,2022-07-21,23.2,20.8,25.2,10.4,2.9,6.6,8.9,13.52,8.0,23.0,3.65,7.48,3.0,13.0,2.24
3124,서울,2022-07-22,25.1,22.9,27.5,5.2,1.9,13.54,7.5,26.74,19.0,39.0,4.03,16.44,11.0,22.0,3.12
3125,서울,2022-07-23,24.8,22.3,28.0,9.9,2.0,9.09,9.4,37.12,26.0,50.0,4.93,24.88,18.0,31.0,3.17
3126,서울,2022-07-24,25.0,22.0,28.4,1.2,2.1,8.82,9.5,17.18,12.0,28.0,3.44,10.48,5.0,19.0,2.69
3127,서울,2022-07-25,27.5,23.6,32.0,0.0,1.9,25.49,3.8,18.22,12.0,30.0,3.87,7.38,2.0,12.0,2.49
3128,서울,2022-07-26,28.9,24.4,33.1,0.0,1.8,22.31,5.0,31.68,25.0,46.0,4.18,19.12,12.0,25.0,3.15
3129,서울,2022-07-27,29.3,26.4,33.4,0.0,2.0,19.72,5.3,33.38,24.0,48.0,5.35,21.44,13.0,30.0,4.05
3130,서울,2022-07-28,29.7,25.1,34.4,0.0,2.4,25.2,3.5,24.02,17.0,40.0,4.8,15.18,8.0,22.0,3.06
3131,서울,2022-07-29,30.7,27.3,34.3,0.0,2.2,20.28,5.0,23.5,16.0,35.0,4.55,15.22,8.0,26.0,3.78
3132,서울,2022-07-30,30.9,27.3,36.1,1.0,2.6,23.53,4.5,17.88,11.0,31.0,4.29,10.2,3.0,17.0,3.25
3133,서울,2022-07-31,27.2,25.4,29.0,47.2,2.5,4.93,9.8,11.5,5.0,18.0,3.54,5.6,1.0,9.0,2.48
3134,서울,2022-08-01,28.6,25.4,32.4,30.0,2.4,15.09,8.9,14.22,7.0,22.0,3.6,7.52,2.0,12.0,2.52
3135,서울,2022-08-02,26.8,25.5,28.5,33.5,2.8,4.37,9.9,12.02,4.0,31.0,4.51,5.68,1.0,12.0,2.61
3136,서울,2022-08-03,27.1,25.2,30.0,51.1,2.8,8.74,9.3,22.64,13.0,36.0,4.49,15.84,9.0,22.0,3.58
3137,서울,2022-08-04,28.9,26.0,32.9,0.0,2.5,22.24,4.4,17.56,8.0,29.0,3.85,9.32,2.0,14.0,3.22
3138,서울,2022-08-05,29.4,27.0,32.7,0.0,2.6,19.58,5.9,19.44,12.0,28.0,3.88,9.44,3.0,15.0,3.01
3139,서울,2022-08-06,28.7,27.4,30.3,13.6,1.7,7.48,7.5,34.36,23.0,48.0,4.81,21.26,12.0,28.0,3.67
3140,서울,2022-08-07,28.9,27.2,31.7,0.9,2.4,9.26,8.4,29.46,18.0,42.0,4.62,17.7,11.0,24.0,3.72
3141,서울,2022-08-08,26.8,0.0,28.4,129.6,3.3,0.0,10.0,22.28,10.0,33.0,5.37,11.06,4.0,17.0,3.38
3142,서울,2022-08-09,25.1,22.0,26.5,123.1,2.6,2.42,10.0,10.18,3.0,19.0,3.82,4.65,1.0,9.0,2.23
3143,서울,2022-08-10,24.7,21.4,28.8,7.6,1.6,16.23,9.1,14.86,8.0,35.0,5.62,6.16,2.0,10.0,1.89
3144,서울,2022-08-11,25.0,23.4,27.5,38.8,1.6,8.81,9.0,14.22,7.0,26.0,3.66,8.2,3.0,14.0,2.34
3145,서울,2022-08-12,27.0,23.0,32.4,0.0,1.7,24.86,4.5,26.35,19.0,38.0,4.41,14.29,9.0,20.0,2.5
3146,서울,2022-08-13,25.8,24.7,27.5,4.0,1.3,5.06,8.9,29.39,21.0,39.0,3.88,17.8,11.0,23.0,2.64
3147,서울,2022-08-14,27.6,24.5,31.5,3.0,1.9,13.95,7.8,21.98,14.0,34.0,3.88,13.24,7.0,19.0,2.95
3148,서울,2022-08-15,28.1,26.6,29.8,0.9,4.8,6.28,9.5,25.37,11.0,43.0,5.98,10.16,3.0,16.0,3.16
3149,서울,2022-08-16,26.7,24.1,30.0,0.0,2.6,23.34,4.8,25.24,12.0,48.0,7.34,11.63,5.0,17.0,2.85
3150,서울,2022-08-17,26.0,22.8,30.5,0.0,2.0,17.1,4.0,24.04,16.0,36.0,4.41,12.9,7.0,18.0,2.58
3151,서울,2022-08-18,25.6,22.4,29.8,0.0,1.9,12.57,6.4,24.43,17.0,34.0,3.54,13.35,8.0,19.0,2.31
3152,서울,2022-08-19,26.0,23.3,27.5,66.1,2.3,5.56,9.6,24.41,16.0,37.0,4.74,12.8,6.0,19.0,2.89
3153,서울,2022-08-20,28.2,25.7,32.0,0.0,2.4,23.65,4.8,25.59,16.0,41.0,4.73,14.59,8.0,19.0,2.86
3154,서울,2022-08-21,28.1,24.7,32.0,0.0,1.7,16.37,5.9,25.02,19.0,34.0,3.83,14.69,9.0,18.0,2.64
3155,서울,2022-08-22,26.8,22.9,30.2,3.2,2.3,11.71,8.4,26.29,19.0,38.0,4.22,15.1,9.0,21.0,2.98
3156,서울,2022-08-23,25.4,22.4,30.2,2.2,2.0,20.42,5.4,17.82,10.0,29.0,3.95,8.14,4.0,11.0,1.88
3157,서울,2022-08-24,24.8,22.4,27.9,0.0,2.5,12.34,6.8,17.71,10.0,27.0,4.04,6.84,3.0,12.0,2.13
3158,서울,2022-08-25,22.2,21.1,24.0,1.6,1.8,4.5,8.3,18.55,12.0,29.0,3.79,6.96,2.0,11.0,1.98
3159,서울,2022-08-26,23.8,19.9,28.4,0.0,2.4,19.91,4.5,32.02,24.0,47.0,3.41,18.82,13.0,24.0,2.29
3160,서울,2022-08-27,21.5,17.6,25.5,17.6,2.8,27.09,1.3,20.16,12.0,32.0,3.37,9.27,5.0,13.0,1.86
3161,서울,2022-08-28,22.6,16.1,28.4,0.0,1.7,24.53,5.1,15.82,6.0,23.0,3.17,6.9,3.0,12.0,1.92
3162,서울,2022-08-29,21.0,19.5,22.5,2.2,2.3,5.97,9.9,12.92,6.0,19.0,2.95,5.76,2.0,10.0,1.84
3163,서울,2022-08-30,19.1,17.9,20.3,35.8,2.6,3.06,10.0,7.27,3.0,15.0,2.67,3.27,1.0,7.0,1.6
3164,서울,2022-08-31,21.7,19.6,24.9,0.0,1.8,10.32,7.5,9.68,4.0,25.0,3.72,3.3,1.0,8.0,1.73
3165,서울,2022-09-01,24.0,18.3,30.4,0.0,1.7,25.02,1.0,18.24,11.0,28.0,3.44,7.96,4.0,12.0,1.98
3166,서울,2022-09-02,24.7,20.3,29.8,0.0,3.1,24.51,2.4,16.32,9.0,24.0,3.47,7.16,3.0,12.0,2.07
3167,서울,2022-09-03,24.2,20.5,29.2,0.0,3.4,16.39,6.6,13.88,7.0,30.0,3.64,4.74,1.0,8.0,1.69
3168,서울,2022-09-04,22.3,19.8,24.0,33.8,3.1,3.54,9.6,9.41,4.0,19.0,3.27,4.16,1.0,8.0,1.77
3169,서울,2022-09-05,19.2,17.7,22.7,120.0,3.2,1.61,10.0,5.72,3.0,23.0,3.65,2.3,1.0,5.0,1.15
3170,서울,2022-09-06,21.0,17.0,26.3,25.3,3.6,20.76,3.9,11.8,3.0,22.0,3.02,4.96,2.0,8.0,1.46
3171,서울,2022-09-07,22.8,17.9,28.1,0.0,1.9,24.4,0.1,29.5,18.0,43.0,4.03,12.86,8.0,18.0,2.3
3172,서울,2022-09-08,23.2,16.7,29.5,0.0,1.6,23.96,2.1,28.16,18.0,39.0,3.78,12.76,8.0,17.0,2.14
3173,서울,2022-09-09,24.3,18.9,30.8,0.0,2.0,23.91,4.1,18.44,9.0,27.0,3.64,9.68,5.0,13.0,2.24
3174,서울,2022-09-10,23.6,19.0,28.4,0.0,2.6,18.76,7.9,10.26,5.0,16.0,2.33,4.38,1.0,7.0,1.5
3175,서울,2022-09-11,23.3,20.6,26.4,0.1,2.1,10.27,8.9,19.34,12.0,28.0,3.07,10.28,7.0,13.0,1.97
